50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.178402,,,,,,,,,,,,2e16480e-2ac5-484d-8519-a942c21529f4,66,,,"[94.5, 12.7]",3920395,1,,,,,0.0,,Left Foot,,,,"[95.3, 12.7]",,Low Pass,,0.8,,Incomplete,,Yoane Wissa,7294.0,,,,,,1,From Goal Kick,Arthur Masuaku,3587.0,Left Back,3,Congo DR,4881,"['703ea5c5-bbb5-4802-92c7-fcca94586cd2', '7a00a55f-8af9-4a77-9f82-9a718aff6abe', 'ae59dd11-6774-40cc-83b7-357b81be4d01']",30,,,,,,,,,,,,,,,,,Congo DR,4881,00:01:30.416,Pass,True
,,,,,,,,,,,,,,,,,,2.195974,,,,,,,,,,,,60fe0c8b-20eb-4cdd-b574-4a16bea175f6,69,,,"[77.5, 0.1]",3920395,1,,True,,,1.9979433,,,,,,"[70.9, 14.6]",,Low Pass,,15.931416,,,,Samuel Moutoussamy,4412.0,,,,,Throw-in,1,From Throw In,Arthur Masuaku,3587.0,Left Back,4,Congo DR,4881,['2f412b0f-dc35-479c-a330-3da6d2d6048e'],41,,,,,,,,,,,,,,,,,Congo DR,4881,00:01:41.480,Pass,
,,,,,,,,,,,,,,,,,,2.841337,,,,,,,,,,,,4e9e5f8f-ab65-416d-835b-015b4e6b4638,71,,,"[67.9, 52.1]",3920395,1,,True,,,-0.44534522,,Right Foot,,,,"[109.8, 32.1]",,High Pass,,46.428547,,Unknown,,Cédric Bakambu,6862.0,,,Through Ball,True,,1,From Throw In,Samuel Moutoussamy,4412.0,Left Defensive Midfield,4,Congo DR,4881,['f0c72340-d0b6-4a6b-bdeb-82a547c5f7b1'],50,,,,,,,,,,,,,,,,,Congo DR,4881,00:01:50.282,Pass,
,,,,,,,,,,,,,,,,,,1.81169,,,,,,,,,,,,a78a0ce8-3cc0-496c-8991-a29a1027b48c,75,,,"[10.0, 46.6]",3920395,2,,True,,,-1.2556682,,Right Foot,,,,"[17.4, 23.9]",,Ground Pass,,23.87572,,,,Frankie Musonda,47979.0,,,,,Free Kick,1,From Free Kick,Tresford Lawrence Mulenga,389156.0,Goalkeeper,5,Zambia,4963,['8c186456-ced2-4eee-a554-6847e3d36724'],11,,,,,,,,,,,,,,,,,Zambia,4963,00:02:11.355,Pass,
,,,,,,,,,,,,,,,,,,1.634375,,,,,,,,,,,,d841516b-5526-4d4c-8d97-bac58d8282db,77,,,"[19.7, 18.3]",3920395,2,,,,,2.0213156,,Right Foot,,,,"[10.8, 36.7]",,Ground Pass,,20.439423,,,,Tresford Lawrence Mulenga,389156.0,,,,,,1,From Free Kick,Frankie Musonda,47979.0,Left Center Back,5,Zambia,4963,['eaf37744-7ad0-457e-8652-0addea18726c'],13,,,,,,,,,,,,,,,,,Zambia,4963,00:02:13.468,Pass,
,,,,,,,,,,,,,,,,,,2.626877,,,,,,,,,,,,e5ecd60d-d298-495a-abef-2e6fa264bd2a,80,,,"[30.5, 43.4]",3920395,2,,,,,0.3814199,,Left Foot,,,,"[87.1, 66.1]",,High Pass,,60.982376,,Incomplete,,Lubambo Musonda,23420.0,,,,,,1,From Free Kick,Tresford Lawrence Mulenga,389156.0,Goalkeeper,5,Zambia,4963,"['12d72748-59c7-4222-b175-ece050885139', 'dc31c22e-a12d-4fd4-8eb2-6bbb684a768f']",24,,,,,,,,,,,,,,,,,Zambia,4963,00:02:24.004,Pass,
,,,,,,,,,,,,,,,,,,1.585453,,,,,,,,,,,,ec43db2f-ddfe-489a-b1ab-4754c612d1c2,84,,,"[31.8, 17.6]",3920395,2,,,,,1.8042647,,Left Foot,,,,"[24.0, 50.4]",,Ground Pass,,33.714684,,,,Chancel Mbemba Mangulu,3044.0,,,,,,1,Regular Play,Arthur Masuaku,3587.0,Left Back,6,Congo DR,4881,['b594d6bb-0f36-4257-a059-a416389e670a'],28,,,,,,,,,,,,,,,,,Congo DR,4881,00:02:28.145,Pass,
,,,,,,,,,,,,,,,,,,2.00389,,,,,,,,,,,,29582810-c811-4f60-a806-738bfc16f604,87,,,"[27.2, 54.8]",3920395,2,,,,,0.23264377,,Left Foot,,,,"[55.9, 61.6]",,Ground Pass,,29.494576,,,,Théo Bongonda Mbul''Ofeko Batombo,23785.0,,,,,,1,Regular Play,Chancel Mbemba Mangulu,3044.0,Right Center Back,6,Congo DR,4881,['7c87cf2e-aaac-45d6-93f2-fb1c71e77f1a'],31,,,,,,,,,,,,,,,,,Congo DR,4881,00:02:31.658,Pass,
,,,,,,,,,,,,,,,,,,1.273778,,,,,,,,,,,,3ead262c-3fd4-4ea0-9e14-2ae6b0a694e4,91,,,"[81.4, 69.7]",3920395,2,,,,,-0.057628427,,Right Foot,,,,"[97.0, 68.8]",,Ground Pass,,15.62594,,,,Gaël Kakuta,3130.0,,,,,,1,Regular Play,Théo Bongonda Mbul''Ofeko Batombo,23785.0,Right Wing,6,Congo DR,4881,['f1ef7503-388c-42d2-9346-07932f396166'],38,,,,,,,,,,,,,,,,,Congo DR,4881,00:02:38.438,Pass,
,,,,,,,,,,,,,,,,,,0.140853,,,,,,,,,,,,78ca3f1e-b926-43e6-9eb7-f118efe938e3,94,,,"[102.6, 70.5]",3920395,2,,,,,-1.120135,,Right Foot,,,,"[104.1, 67.4]",,Low Pass,,3.443835,,Incomplete,,Cédric Bakambu,6862.0,,,,,,1,Regular Play,Gaël Kakuta,3130.0,Center Attacking Midfield,6,Congo DR,4881,"['11cff2d2-96c3-437d-85f5-e2744479713b', '1b41927c-3863-4720-b8e0-675415849d17']",40,,,,,,,,,,,,,,,,,Congo DR,4881,00:02:40.749,Pass,
,,,,,,,,,,,,,,,,,,0.918302,,,,,,,,,,,,7c04df0f-5090-4949-a206-d08741c3d476,97,,,"[107.1, 80.0]",3920395,2,,,,,-2.2481828,,,,,,"[103.4, 75.4]",,Low Pass,,5.903389,,,,Samuel Moutoussamy,4412.0,,,,,Throw-in,1,From Throw In,Gedeon Kalulu Kyatengwa,30193.0,Right Back,7,Congo DR,4881,['65fd8bad-1fee-4d8d-b2ad-5093cfe33182'],55,,,,,,,,,,,,,,,,,Congo DR,4881,00:02:55.118,Pass,
,,,,,,,,,,,,,,,,,,1.044429,,,,,,,,,,,,e544d28d-0fa9-4341-9d6b-7aeefe40d849,100,,,"[103.2, 74.6]",3920395,2,,,,,0.6223029,,Right Foot,,,,"[107.8, 77.9]",,Ground Pass,,5.661272,,,,Gedeon Kalulu Kyatengwa,30193.0,,,,,,1,From Throw In,Samuel Moutoussamy,4412.0,Left Defensive Midfield,7,Congo DR,4881,['c3244c01-e118-4f31-bf96-861fca15bc09'],56,,,,,,,,,,,,,,,,,Congo DR,4881,00:02:56.076,Pass,
,,,,,,,,,,,,,,,,,,0.714683,,,,,,,,,,,,7f06c249-0938-4fb1-86d5-0b54adbb434a,103,,,"[108.5, 77.9]",3920395,2,,,,,-2.1815224,,Right Foot,,,,"[104.3, 71.9]",,Ground Pass,,7.3239336,,,,Gaël Kakuta,3130.0,,,,,,1,From Throw In,Gedeon Kalulu Kyatengwa,30193.0,Right Back,7,Congo DR,4881,['5e7282b2-798e-4201-8220-db132533d3ae'],57,,,,,,,,,,,,,,,,,Congo DR,4881,00:02:57.941,Pass,
,,,,,,,,,,,,,,,,,,1.218359,,,,,,,,,,,,c8ef7fcf-6f73-44e3-8b90-8466f9ba134a,106,,,"[104.3, 71.9]",3920395,2,,,,,2.8076475,,Left Foot,,,,"[89.6, 77.0]",,Ground Pass,,15.559563,,,,Charles Pickel,28415.0,,,,,,1,From Throw In,Gaël Kakuta,3130.0,Center Attacking Midfield,7,Congo DR,4881,['302ddc4b-4007-4f94-aa65-2f11271c6528'],58,,,,,,,,,,,,,,,,,Congo DR,4881,00:02:58.674,Pass,
,,,,,,,,,,,,,,,,,,2.812414,,,,,,,,,,,,44229cc9-383f-4799-b182-8e8a88387af4,109,,,"[87.4, 71.2]",3920395,3,,,,,-2.0053823,,Right Foot,,,,"[71.2, 36.3]",,Ground Pass,,38.476616,,,,Henoc Inonga Baka,105946.0,,,,,,1,From Throw In,Charles Pickel,28415.0,Right Defensive Midfield,7,Congo DR,4881,['14ceffbd-64fa-410f-b970-e9621684e533'],1,,,,,,,,,,,,,,,,,Congo DR,4881,00:03:01.195,Pass,
,,,,,,,,,,,,,,,,,,2.159517,,,,,,,,,,,,fc5bc872-fc4e-46ca-a532-662ad2c4916d,112,,,"[73.3, 32.9]",3920395,3,,,,,0.7461326,,Left Foot,,,,"[102.4, 59.8]",,High Pass,,39.628525,,,,Théo Bongonda Mbul''Ofeko Batombo,23785.0,,,,,,1,From Throw In,Henoc Inonga Baka,105946.0,Left Center Back,7,Congo DR,4881,['15fea1e4-4def-4bca-ab51-4a3a67096689'],5,,,,,,,,,,,,,,,,,Congo DR,4881,00:03:05.770,Pass,
,,,,,,,,,,,,,,,,,,1.01389,,,,,,,,,,,,eb2a5eed-07c9-4ebc-ab96-9cac7d819d92,114,,,"[102.4, 59.8]",3920395,3,,,,,-2.4383621,21ac6e0f-72dd-493f-b816-62b032187f7f,Head,,,,"[97.8, 55.9]",,Low Pass,,6.0307546,,,,Gaël Kakuta,3130.0,True,,,,,1,From Throw In,Théo Bongonda Mbul''Ofeko Batombo,23785.0,Right Wing,7,Congo DR,4881,['18704e6a-9dbb-481f-9a6c-d0509f4caf5d'],7,,,,,,,,,,,,,,,,,Congo DR,4881,00:03:07.929,Pass,
,,,,,,,,,,,,,,,,,,1.355325,,,,,,,,,,,,90aadeff-14d1-45a1-8da1-29280fb36cc9,123,,,"[114.7, 54.4]",3920395,3,,,,,-2.220667,,Right Foot,True,True,,"[110.9, 49.4]",,Ground Pass,,6.2801275,,Incomplete,,Gaël Kakuta,3130.0,,,,,,1,From Throw In,Gedeon Kalulu Kyatengwa,30193.0,Right Back,7,Congo DR,4881,"['296cb4ab-2428-4b10-aed7-0a7a892e80ae', '5cae84c2-81cb-4f58-8bd2-ce91d3014c93', 'eb975b71-d4c8-41c5-871e-3cca30339a5c']",12,,,,,,,,,,,,,,,,,Congo DR,4881,00:03:12.400,Pass,True
,,,,,,,,,,,,,,,,,,1.893967,,,,,,,,,,,,bc2f3feb-7844-48e9-9183-e5ddb03c173d,128,,,"[80.2, 80.0]",3920395,3,,,,,-2.8486803,,,,,,"[55.0, 72.4]",,Low Pass,,26.321095,,,,Chancel Mbemba Mangulu,3044.0,,,,,Throw-in,1,From Throw In,Charles Pickel,28415.0,Right Defensive Midfield,8,Congo DR,4881,['a57ef85b-8fbf-4b84-9528-ba725a08337a'],23,,,,,,,,,,,,,,,,,Congo DR,4881,00:03:23.792,Pass,
