50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,6bdc171f-66ef-41c0-ab4a-157fa54e3be0,1,,,3920397,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Equatorial Guinea,4992,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 105765, 'name': 'Jesús Lázaro Owono Ngua Akeng'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 17618, 'name': 'Carlos Akapo Martínez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 105760, 'name': 'Esteban Obiang Obono'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 21}, {'player': {'id': 52324, 'name': 'Saúl Basilio Coco-Bassey Oubiña'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 105764, 'name': 'Basilio Ndong Owono Nchamaaa'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 34845, 'name': 'Federico Bikoro Akieme Nchama'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 105942, 'name': 'Pablo Ganet Cómitre'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 30423, 'name': 'Ibán Salvador Edu'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 6}, {'player': {'id': 23559, 'name': 'José Ndong Machín Dicombo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 105762, 'name': 'José Antonio Miranda Boacho'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 13581, 'name': 'Emilio Nsue López'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Equatorial Guinea,4992,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,d731b9a0-b712-46c6-aa99-19b8758fe554,2,,,3920397,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Equatorial Guinea,4992,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 36552, 'name': 'Ouparine Djoco'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 12}, {'player': {'id': 32433, 'name': 'Jefferson Anilson Silva Encada'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 25056, 'name': 'Marcelo Amado Djaló Taritolay'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 30104, 'name': 'Manconi Soriano Mané'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 41052, 'name': 'Fali Candé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 36813, 'name': 'Janio Bikel Figueiredo Silva'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 10323, 'name': 'Alfa Semedo Esteves'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 24909, 'name': 'Moreto Moro Cassamã'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 43007, 'name': 'Mauro Daniel Rodrigues Teixeira'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 12064, 'name': 'Mama Samba Baldé'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 143863, 'name': 'Franculino Gluda Djú'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 3}]}",Guinea-Bissau,4894,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,ddec614e-6491-445d-a28e-3d126e5b412c,3,,,3920397,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Equatorial Guinea,4992,['5231aef0-120e-4d09-8cf3-c75eb141155c'],0,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,5231aef0-120e-4d09-8cf3-c75eb141155c,4,,,3920397,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Equatorial Guinea,4992,['ddec614e-6491-445d-a28e-3d126e5b412c'],0,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,e44e74af-682c-4882-8711-95263cfefd16,1442,,,3920397,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,80,Guinea-Bissau,4894,['56f46868-5a5b-4ffa-9177-2f1a4a25da29'],0,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,56f46868-5a5b-4ffa-9177-2f1a4a25da29,1443,,,3920397,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,80,Guinea-Bissau,4894,['e44e74af-682c-4882-8711-95263cfefd16'],0,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.883726,,,,,,,,,537224a6-34c9-4fa1-bb4d-f9179461ba94,5,,"[61.0, 40.1]",3920397,0,,,,3.125721,,Left Foot,,,"[48.4, 40.3]",,Ground Pass,,12.601587,,,,Moreto Moro Cassamã,24909.0,,,,,Kick Off,1,From Kick Off,Franculino Gluda Djú,143863.0,Center Forward,2,Guinea-Bissau,4894,['e9760195-0e93-4460-9da3-21f4d553f5ae'],0,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:00:00.264,Pass,
,,,,,,,,,,,,,,,,,,0.928616,,,,,,,,,98d71a6b-75da-410a-9eb7-cb73fa5aa5b4,9,,"[51.5, 39.5]",3920397,0,,,,2.0640962,,Right Foot,,,"[46.5, 48.8]",,Ground Pass,,10.558883,,,,Alfa Semedo Esteves,10323.0,,,,,,1,From Kick Off,Moreto Moro Cassamã,24909.0,Left Center Midfield,2,Guinea-Bissau,4894,"['98e91789-ec27-4b8e-b6bb-fa8fbf4d8ecd', '9ee72979-a83a-4055-b3ca-8e574cb33932']",2,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:00:02.793,Pass,True
,,,,,,,,,,,,,,,,,,1.390339,,,,,,,,,00029635-5561-49b8-9fab-c724f4c724a4,12,,"[45.9, 52.0]",3920397,0,,,,1.7198962,,Right Foot,,,"[42.4, 75.3]",,Ground Pass,,23.561409,,,,Jefferson Anilson Silva Encada,32433.0,,,,,,1,From Kick Off,Alfa Semedo Esteves,10323.0,Right Center Midfield,2,Guinea-Bissau,4894,['61248651-7d66-4e75-8b07-2dfbf9960329'],4,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:00:04.801,Pass,
,,,,,,,,,,,,,,,,,,1.451978,,,,,,,,,12ce9523-9ebd-42af-b7a0-109ba2f69ea9,15,,"[42.4, 75.3]",3920397,0,,,,-2.3702781,,Right Foot,,,"[28.0, 61.3]",,Ground Pass,,20.083824,,,,Marcelo Amado Djaló Taritolay,25056.0,,,,,,1,From Kick Off,Jefferson Anilson Silva Encada,32433.0,Right Back,2,Guinea-Bissau,4894,['d0420774-5e93-4222-a545-59924d7418cf'],6,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:00:06.571,Pass,
,,,,,,,,,,,,,,,,,,1.961202,,,,,,,,,c0af08e7-346b-45cb-8dcd-2c8b368e453e,18,,"[24.7, 58.9]",3920397,0,,,,-1.7387886,,Right Foot,,,"[18.9, 24.7]",,Ground Pass,,34.688328,,,,Manconi Soriano Mané,30104.0,,,,,,1,From Kick Off,Marcelo Amado Djaló Taritolay,25056.0,Right Center Back,2,Guinea-Bissau,4894,['84821a2e-6df0-4e2c-ac4d-a3c15905136f'],8,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:00:08.958,Pass,
,,,,,,,,,,,,,,,,,,0.965649,,,,,,,,,42aaaa38-5b20-4a7d-94e4-560254e8f9fe,21,,"[19.5, 24.5]",3920397,0,,,,-0.24216442,,Left Foot,,,"[44.6, 18.3]",,Ground Pass,,25.8544,,,,Mama Samba Baldé,12064.0,,,,,,1,From Kick Off,Manconi Soriano Mané,30104.0,Left Center Back,2,Guinea-Bissau,4894,['b561a05c-75b6-4a93-9345-7d44a1abd663'],12,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:00:12.634,Pass,
,,,,,,,,,,,,,,,,,,1.267541,,,,,,,,,cf1d665c-3258-46c8-a9ac-1f279082b5b2,34,,"[111.0, 5.8]",3920397,0,,,,3.1415927,,Right Foot,,,"[98.1, 5.8]",,Ground Pass,,12.9,,,,Fali Candé,41052.0,,,,,,1,From Kick Off,Mama Samba Baldé,12064.0,Left Wing,2,Guinea-Bissau,4894,['6c0f7829-adbc-4f82-b173-87fbc780cfe2'],23,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:00:23.675,Pass,
,,,,,,,,,,,,,,,,,,0.848829,,,,,,,,,cedfb305-9cb2-41d3-b8ff-f29dc4692a5b,38,,"[97.4, 5.6]",3920397,0,,,,1.9233495,,Right Foot,,,"[93.5, 16.2]",,Ground Pass,,11.294689,,,,Moreto Moro Cassamã,24909.0,,,,,,1,From Kick Off,Fali Candé,41052.0,Left Back,2,Guinea-Bissau,4894,['c5d937ba-53f7-4be7-8b3f-40bbecc88305'],24,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:00:24.982,Pass,
,,,,,,,,,,,,,,,,,,0.797299,,,,,,,,,9a020e81-b8e2-48d3-8067-e907df0bfb0f,41,,"[97.5, 10.1]",3920397,0,,,,-1.0954534,,Left Foot,,,"[101.0, 3.3]",,Ground Pass,,7.6478753,,,,Mama Samba Baldé,12064.0,,,,,,1,From Kick Off,Moreto Moro Cassamã,24909.0,Left Center Midfield,2,Guinea-Bissau,4894,['41fb3ea9-3f7c-491c-a467-95b00ecabb75'],27,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:00:27.134,Pass,
,,,,,,,,,,,,,,,,,,0.861224,,,,,,,,,cb379eea-9c5e-4fe1-b724-89ac51b44b26,45,,"[101.4, 3.5]",3920397,0,,,,-3.1240506,,Right Foot,,,"[90.0, 3.3]",,Ground Pass,,11.401754,,,,Fali Candé,41052.0,,,,,,1,From Kick Off,Mama Samba Baldé,12064.0,Left Wing,2,Guinea-Bissau,4894,['3640a55a-743f-4fee-963a-e65b0734a81d'],27,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:00:27.998,Pass,
,,,,,,,,,,,,,,,,,,0.983646,,,,,,,,,e5b49445-fd11-4ccd-8f25-1f3020b39de4,48,,"[90.0, 3.3]",3920397,0,,,,2.3667204,,Left Foot,,,"[80.4, 12.7]",,Ground Pass,,13.435773,,,,Janio Bikel Figueiredo Silva,36813.0,,,,,,1,From Kick Off,Fali Candé,41052.0,Left Back,2,Guinea-Bissau,4894,['5cee5a73-8ff2-43f7-a081-4baed52bbdeb'],29,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:00:29.570,Pass,
,,,,,,,,,,,,,,,,,,1.418535,,,,,,,,,2cb45871-c00a-4f5d-a55d-664584896909,52,,"[71.8, 11.8]",3920397,0,,,,2.9562447,,Right Foot,,,"[57.4, 14.5]",,Ground Pass,,14.650939,,,,Manconi Soriano Mané,30104.0,,,,,,1,From Kick Off,Janio Bikel Figueiredo Silva,36813.0,Center Defensive Midfield,2,Guinea-Bissau,4894,['a2b708f7-a19a-4b5a-90f8-9dbeadedebd4'],32,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:00:32.600,Pass,
,,,,,,,,,,,,,,,,,,1.103435,,,,,,,,,0e38eaff-7d85-4410-98b0-e4c2e5f92cc3,55,,"[57.4, 14.5]",3920397,0,,,,1.6993355,,Right Foot,,,"[53.6, 43.9]",,Low Pass,,29.644562,,,,Marcelo Amado Djaló Taritolay,25056.0,,,,,,1,From Kick Off,Manconi Soriano Mané,30104.0,Left Center Back,2,Guinea-Bissau,4894,['49d5fc21-91d5-4d18-af73-01b757b6d52c'],34,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:00:34.459,Pass,
,,,,,,,,,,,,,,,,,,1.328716,,,,,,,,,19d39b53-9e45-4734-abf8-b070e39dfb1d,58,,"[53.6, 43.9]",3920397,0,,,,-1.7972127,,Right Foot,,,"[49.2, 24.8]",,Ground Pass,,19.600256,,,,Manconi Soriano Mané,30104.0,,,,,,1,From Kick Off,Marcelo Amado Djaló Taritolay,25056.0,Right Center Back,2,Guinea-Bissau,4894,['aba4135a-e18d-4cf6-82f1-2ff47ea86672'],37,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:00:37.123,Pass,
,,,,,,,,,,,,,,,,,,0.887665,,,,,,,,,6a46cacd-ae46-47c4-9e67-d7cf4c65ef0a,61,,"[57.1, 14.1]",3920397,0,,,,-1.0452125,,Right Foot,,,"[62.9, 4.1]",,Ground Pass,,11.560277,,,,Fali Candé,41052.0,,,,,,1,From Kick Off,Manconi Soriano Mané,30104.0,Left Center Back,2,Guinea-Bissau,4894,['a4b13a76-5059-4a51-8e23-1d9f466c2c36'],41,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:00:41.560,Pass,
