50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,92e5694c-444b-4fc0-944c-6139a45ba48b,1,,,,3920399,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Cape Verde Islands,4924,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 105932, 'name': 'Josimar José Évora Dias'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7197, 'name': 'Steven Moreira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 45557, 'name': 'Logan Costa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 36271, 'name': 'Roberto Lopes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 133038, 'name': 'João Paulo Moreira Fernandes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 8}, {'player': {'id': 132800, 'name': 'Kevin Lenini Gonçalves Pereira de Pina'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 26}, {'player': {'id': 40485, 'name': 'Ryan Isaac Mendes da Graça'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 20}, {'player': {'id': 8349, 'name': 'Deroy Duarte'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 7753, 'name': 'Jamiro Gregory Monteiro Alvarenga'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 10598, 'name': 'Jovane Eduardo Borges Cabral'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 7900, 'name': 'Tiago Manuel Dias Correia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 21}]}",Cape Verde Islands,4924,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,855c3ba1-96d9-406d-bda9-f292b32fea3f,2,,,,3920399,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Cape Verde Islands,4924,,0,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 136064, 'name': 'Ernan Alberto Siluane'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3250, 'name': 'Edson André Sitoe'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 17}, {'player': {'id': 65742, 'name': 'Edmilson Gabriel Dove'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 8}, {'player': {'id': 10848, 'name': 'Reinildo Isnard Mandava'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 389641, 'name': 'Domingos João Macandza'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 14}, {'player': {'id': 106070, 'name': 'Bruno Alberto Langa'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 5}, {'player': {'id': 23706, 'name': 'Alfons Amade'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 29482, 'name': 'Ricardo Martins Guimarães'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 127300, 'name': 'Geny Cipriano Catamo'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 10865, 'name': 'Witiness Chimoio João Quembo'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 127547, 'name': 'Stanley Ratifo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 13}]}",Mozambique,4978,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,d6e1195e-cef6-48aa-8cd6-e95337eb7414,3,,,,3920399,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Cape Verde Islands,4924,['c0e0a03e-67ca-40d1-a8b9-298cbf3926ea'],0,,,,,,,,,,,,,,,,,Mozambique,4978,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,c0e0a03e-67ca-40d1-a8b9-298cbf3926ea,4,,,,3920399,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Cape Verde Islands,4924,['d6e1195e-cef6-48aa-8cd6-e95337eb7414'],0,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,ce7da675-766e-4810-8586-4bfb9e5e1b39,1812,,,,3920399,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,89,Cape Verde Islands,4924,['7fe3ca12-bb9c-4984-82eb-0593b6ae0cf6'],0,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,7fe3ca12-bb9c-4984-82eb-0593b6ae0cf6,1813,,,,3920399,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,89,Cape Verde Islands,4924,['ce7da675-766e-4810-8586-4bfb9e5e1b39'],0,,,,,,,,,,,,,,,,,Mozambique,4978,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,2.144995,,,,,,,,,,,7291b6d0-326b-459a-b2e0-5742a57b0aea,5,,,"[60.0, 40.0]",3920399,0,,,,,2.7419856,,Right Foot,,,,"[39.4, 48.7]",,Ground Pass,,22.361797,,,Logan Costa,45557.0,,,,,Kick Off,1,From Kick Off,Tiago Manuel Dias Correia,7900.0,Center Forward,2,Cape Verde Islands,4924,['858de7dd-5cdc-42c9-bc47-eaa1f7cc0680'],0,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:00:00.576,Pass,
,,,,,,,,,,,,,,,,,3.398903,,,,,,,,,,,04d104f1-f6b7-4327-91f4-28f38c2630a5,8,,,"[49.0, 50.6]",3920399,0,,,,,-0.47606933,,Right Foot,,,,"[106.6, 20.9]",,High Pass,,64.80625,Incomplete,,Jovane Eduardo Borges Cabral,10598.0,,,,,,1,From Kick Off,Logan Costa,45557.0,Right Center Back,2,Cape Verde Islands,4924,"['2088bb49-14ae-4d5f-8edf-ee47521242fd', 'af4a84e6-d0bc-418f-9f3d-b5171bd9ad26']",6,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:00:06.082,Pass,
,,,,,,,,,,,,,,,,,1.439705,,,,,,,,,,,af4a84e6-d0bc-418f-9f3d-b5171bd9ad26,10,,,"[13.5, 59.2]",3920399,0,,,,,0.2200617,,Head,,,,"[28.7, 62.6]",,High Pass,,15.575622,,,Ricardo Martins Guimarães,29482.0,,,,,Recovery,1,Regular Play,Domingos João Macandza,389641.0,Right Wing Back,3,Mozambique,4978,"['04d104f1-f6b7-4327-91f4-28f38c2630a5', '4e2b95ea-cf43-4f35-8d72-961c7a7150a5']",9,,,,,,,,,,,,,,,,,Mozambique,4978,00:00:09.481,Pass,
,,,,,,,,,,,,,,,,,0.828285,,,,,,,,,,,397d2eda-7b2e-4e45-9c0b-c097a20906b1,13,,,"[28.3, 63.1]",3920399,0,,,,,1.316038,,Other,,,,"[30.8, 72.7]",,Low Pass,,9.920181,,,Geny Cipriano Catamo,127300.0,,,,,,1,Regular Play,Ricardo Martins Guimarães,29482.0,Left Defensive Midfield,3,Mozambique,4978,['43f83a08-6c9b-4fed-86d4-91d7befdbaf8'],11,,,,,,,,,,,,,,,,,Mozambique,4978,00:00:11.020,Pass,
