50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,4.025236,,,,,,,,,,,,,,ce6d87dd-038c-4ced-b50a-6b7debb10c79,17,,"[21.3, 3.5]",3922243,0,,,,0.6094782,,Left Foot,,,"[85.9, 48.6]",,High Pass,,78.7856,Incomplete,,Evidence Makgopa,65853.0,,True,,,,1,From Throw In,Aubrey Maphosa Modiba,65733.0,Left Back,3,South Africa,4976,"['03732a13-cdbd-47c7-aeb8-b41abfc2eeef', '2cf8870b-28e2-49e5-b56b-7e82a2844bf0', '32d99c7c-7b55-4ada-a6fa-573e55bb716c']",21,,,,,,,,,,,,,,,,,South Africa,4976,00:00:21.234,Pass,True
,,,,,,,,,,,,,,1.823666,,,,,,,,,,,,,,9769a01e-f746-4a55-9507-cc1b8a5596c1,20,,"[32.9, 25.5]",3922243,0,,,,-1.1540941,,Right Foot,,,"[38.3, 13.3]",,Ground Pass,,13.341664,,,Noussair Mazraoui,15890.0,,,,,,1,Regular Play,Romain Saïss,5219.0,Left Center Back,4,Morocco,788,['4c2979ef-589a-43d6-a522-8ca6ba71d586'],30,,,,,,,,,,,,,,,,,Morocco,788,00:00:30.059,Pass,
,,,,,,,,,,,,,,1.55266,,,,,,,,,,,,,,b4b2d230-28c2-4158-ad96-7d815a75a156,23,,"[39.2, 13.0]",3922243,0,,,,1.9110144,,Left Foot,,,"[35.2, 24.3]",,Ground Pass,,11.987077,,,Romain Saïss,5219.0,,,,,,1,Regular Play,Noussair Mazraoui,15890.0,Left Back,4,Morocco,788,['f265fbe6-5017-4c90-a7dd-a16674472b94'],32,,,,,,,,,,,,,,,,,Morocco,788,00:00:32.720,Pass,
,,,,,,,,,,,,,,2.024073,,,,,,,,,,,,,,7250574e-4219-4bee-b6b9-695758af6dc0,26,,"[34.4, 25.3]",3922243,0,,,,1.5501096,,Left Foot,,,"[35.0, 54.3]",,Ground Pass,,29.006207,,,Nayef Aguerd,12149.0,,,,,,1,Regular Play,Romain Saïss,5219.0,Left Center Back,4,Morocco,788,['5bb7fa43-10b6-4765-9d9e-12f1afa6d683'],35,,,,,,,,,,,,,,,,,Morocco,788,00:00:35.034,Pass,
,,,,,,,,,,,,,,1.456691,,,,,,,,,,,,,,daaf65b8-276c-4aba-a901-cc32055d4d9e,29,,"[37.9, 60.1]",3922243,0,,,,0.9122848,,Left Foot,,,"[48.5, 73.8]",,Ground Pass,,17.32195,,,Achraf Hakimi Mouh,5245.0,,,,,,1,Regular Play,Nayef Aguerd,12149.0,Right Center Back,4,Morocco,788,['2a28ab1d-55c2-41df-a873-aa96f6248e1b'],38,,,,,,,,,,,,,,,,,Morocco,788,00:00:38.340,Pass,
,,,,,,,,,,,,,,0.772489,,,,,,,,,,,,,,fe683d44-6255-441d-85fc-a16a703ebe73,32,,"[48.7, 74.1]",3922243,0,,,,-1.2454357,,Right Foot,,,"[51.5, 65.8]",,Ground Pass,,8.759566,,,Azzedine Ounahi,46258.0,,,,,,1,Regular Play,Achraf Hakimi Mouh,5245.0,Right Back,4,Morocco,788,['c68e8eec-2094-495a-98fa-3b9b1abf7be1'],40,,,,,,,,,,,,,,,,,Morocco,788,00:00:40.555,Pass,
,,,,,,,,,,,,,,1.575126,,,,,,,,,,,,,,76d9efa8-c56c-4067-bbc6-1fa1519fc5c5,36,,"[49.5, 67.3]",3922243,0,,,,-3.067835,,Right Foot,,,"[29.2, 65.8]",,Ground Pass,,20.355343,,,Nayef Aguerd,12149.0,,,,,,1,Regular Play,Azzedine Ounahi,46258.0,Right Center Midfield,4,Morocco,788,['2be94848-6f10-40ee-a211-6590da3c3aab'],42,,,,,,,,,,,,,,,,,Morocco,788,00:00:42.669,Pass,
,,,,,,,,,,,,,,2.75465,,,,,,,,,,,,,,bbeaaad7-6b09-45e7-b94b-df2736fd5c4f,39,,"[35.6, 63.9]",3922243,0,,,,-1.5804578,,Right Foot,,,"[35.2, 22.5]",,Ground Pass,,41.40193,,,Romain Saïss,5219.0,,True,,,,1,Regular Play,Nayef Aguerd,12149.0,Right Center Back,4,Morocco,788,['f53d0de7-3762-4106-ab27-e1c8814a83be'],47,,,,,,,,,,,,,,,,,Morocco,788,00:00:47.370,Pass,
,,,,,,,,,,,,,,2.015451,,,,,,,,,,,,,,33baf88c-a915-428a-960e-d5ee6f64ed84,42,,"[47.2, 25.3]",3922243,0,,,,1.6349937,,Left Foot,,,"[45.4, 53.3]",,Ground Pass,,28.057798,,,Nayef Aguerd,12149.0,,,,,,1,Regular Play,Romain Saïss,5219.0,Left Center Back,4,Morocco,788,['d2b908b7-ed22-450e-b682-bdc69b27dfb1'],54,,,,,,,,,,,,,,,,,Morocco,788,00:00:54.125,Pass,
,,,,,,,,,,,,,,1.378089,,,,,,,,,,,,,,7f90e7a4-215b-45c1-b93c-7a92bd75d100,45,,"[48.6, 48.7]",3922243,0,,,,-1.846517,,Left Foot,,,"[42.8, 28.2]",,Ground Pass,,21.304695,,,Romain Saïss,5219.0,,,,,,1,Regular Play,Nayef Aguerd,12149.0,Right Center Back,4,Morocco,788,['1b05ab52-52c0-4e11-9df8-9e2de4bd5e7c'],59,,,,,,,,,,,,,,,,,Morocco,788,00:00:59.428,Pass,
,,,,,,,,,,,,,,1.679265,,,,,,,,,,,,,,7b4d96dc-b20d-4326-8c7c-c71a770c4f2d,48,,"[42.8, 28.2]",3922243,1,,,,-1.1248852,,Left Foot,,,"[51.5, 10.0]",,Ground Pass,,20.172506,,,Sofyan Amrabat,5234.0,,,,,,1,Regular Play,Romain Saïss,5219.0,Left Center Back,4,Morocco,788,['0a18dd26-7dfb-4b9d-99fd-fe4cca3a947a'],1,,,,,,,,,,,,,,,,,Morocco,788,00:01:01.942,Pass,
,,,,,,,,,,,,,,1.383147,,,,,,,,,,,,,,9a81ab91-59f3-4986-b6a1-c76373a4997e,51,,"[52.0, 12.7]",3922243,1,,,,1.1686096,,Right Foot,,,"[57.7, 26.1]",,Ground Pass,,14.561936,,,Selim Amallah,23774.0,,,,,,1,Regular Play,Sofyan Amrabat,5234.0,Center Defensive Midfield,4,Morocco,788,['91f1c7f6-d187-482b-9461-6f9846d83489'],5,,,,,,,,,,,,,,,,,Morocco,788,00:01:05.484,Pass,
,,,,,,,,,,,,,,2.138746,,,,,,,,,,,,,,1b34b0bc-dfe9-43db-900e-80c1dfb85a0f,53,,"[57.7, 26.1]",3922243,1,,,,-3.1072714,,Right Foot,,,"[34.4, 25.3]",,Ground Pass,,23.31373,,,Romain Saïss,5219.0,,,,,,1,Regular Play,Selim Amallah,23774.0,Left Center Midfield,4,Morocco,788,['1cf56ac7-e9e0-47b3-91d7-a4d5ae8d8cf1'],6,,,,,,,,,,,,,,,,,Morocco,788,00:01:06.867,Pass,
,,,,,,,,,,,,,,1.931575,,,,,,,,,,,,,,7b3c3f36-c7a4-40a2-ab1e-ebc042595cac,56,,"[34.8, 25.0]",3922243,1,,,,1.3760365,,Left Foot,,,"[42.0, 61.5]",,Ground Pass,,37.20336,,,Nayef Aguerd,12149.0,,,,,,1,Regular Play,Romain Saïss,5219.0,Left Center Back,4,Morocco,788,['9a64f3b8-468d-41fe-b924-d88c8308c209'],9,,,,,,,,,,,,,,,,,Morocco,788,00:01:09.074,Pass,
,,,,,,,,,,,,,,1.873323,,,,,,,,,,,,,,fadfdeaa-288a-4418-99a7-eefc77be9bb2,59,,"[41.8, 60.9]",3922243,1,,,,0.43101823,,Left Foot,,,"[55.5, 67.2]",,Ground Pass,,15.079124,,,Azzedine Ounahi,46258.0,,,,,,1,Regular Play,Nayef Aguerd,12149.0,Right Center Back,4,Morocco,788,['6381a466-414c-485d-9ce6-0c9b8955a1e0'],11,,,,,,,,,,,,,,,,,Morocco,788,00:01:11.428,Pass,
,,,,,,,,,,,,,,0.815549,,,,,,,,,,,,,,3f8d2193-c153-46d7-b9c6-d33d9988d121,62,,"[57.6, 69.5]",3922243,1,,,,-0.2902649,,Right Foot,,,"[65.3, 67.2]",,Ground Pass,,8.036168,,,Amine Adli,33401.0,,,,,,1,Regular Play,Azzedine Ounahi,46258.0,Right Center Midfield,4,Morocco,788,['746f91dd-6ec2-43fe-af58-2932f2102f48'],14,,,,,,,,,,,,,,,,,Morocco,788,00:01:14.426,Pass,
,,,,,,,,,,,,,,0.996009,,,,,,,,,,,,,,c0c72b68-fa05-466d-b67a-80601872e737,66,,"[65.3, 67.2]",3922243,1,,,,2.285888,,Left Foot,,,"[58.7, 74.8]",,Ground Pass,,10.0657835,,,Azzedine Ounahi,46258.0,,,,,,1,Regular Play,Amine Adli,33401.0,Right Wing,4,Morocco,788,"['853c611e-1a9a-479f-baae-460aa6f3c774', 'edc594c9-bb18-40bf-ad00-fcdf75df620f']",15,,,,,,,,,,,,,,,,,Morocco,788,00:01:15.282,Pass,True
,,,,,,,,,,,,,,2.100371,,,,,,,,,,,,,,ada0415f-7780-4fde-9a01-348165d7fcb4,70,,"[56.3, 72.1]",3922243,1,,,,-2.4646113,,Right Foot,,,"[40.0, 59.0]",,Ground Pass,,20.911718,,,Nayef Aguerd,12149.0,,,,,,1,Regular Play,Azzedine Ounahi,46258.0,Right Center Midfield,4,Morocco,788,['0236c25d-2903-434f-8945-96e8722a3273'],17,,,,,,,,,,,,,,,,,Morocco,788,00:01:17.270,Pass,
,,,,,,,,,,,,,,1.723931,,,,,,,,,,,,,,8a99badd-310e-43e0-b37a-f6e7a7af8c11,73,,"[40.5, 57.4]",3922243,1,,,,-1.4375424,,Left Foot,,,"[45.5, 20.1]",,Ground Pass,,37.63363,,,Romain Saïss,5219.0,,,,,,1,Regular Play,Nayef Aguerd,12149.0,Right Center Back,4,Morocco,788,['99bce4a7-8fd1-4f35-9aab-84bbfeedd29e'],20,,,,,,,,,,,,,,,,,Morocco,788,00:01:20.487,Pass,
,,,,,,,,,,,,,,1.25196,,,,,,,,,,,,,,5ce23d93-9404-4f91-9f6b-ea298ebcbd59,76,,"[53.3, 17.3]",3922243,1,,,,-0.3973798,,Left Foot,,,"[80.7, 5.8]",,High Pass,,29.715485,Incomplete,,Noussair Mazraoui,15890.0,,,,,,1,Regular Play,Romain Saïss,5219.0,Left Center Back,4,Morocco,788,"['104b3888-8b5e-420f-a0fa-f4889977d6f0', 'd09ebba4-0b24-4fdd-8ebb-d95a58adfeb6']",26,,,,,,,,,,,,,,,,,Morocco,788,00:01:26.771,Pass,
,,,,,,,,,,,,,,1.081938,,,,,,,,,,,,,,fe525b61-a0fb-4f0d-b602-817f93a2fc65,80,,"[40.2, 75.3]",3922243,1,,,,-0.05488986,,Right Foot,,,"[58.4, 74.3]",,Low Pass,,18.227451,,,Themba Zwane,65726.0,,,,,,1,Regular Play,Thapelo James Morena,65727.0,Right Midfield,5,South Africa,4976,['b7541479-38de-4875-b7ec-f702e8371cee'],29,,,,,,,,,,,,,,,,,South Africa,4976,00:01:29.387,Pass,
,,,,,,,,,,,,,,3.485568,,,,,,,,,,,,,,b75d98f9-039e-477d-93d1-8c5eebbf4baf,86,,"[56.1, 77.1]",3922243,1,True,,,-1.9531753,,Right Foot,,,"[41.3, 40.3]",,Ground Pass,,39.664593,,,Mothobi Mvala,65732.0,,,,,Free Kick,1,From Free Kick,Teboho Mokoena,66716.0,Right Defensive Midfield,6,South Africa,4976,['28bfdf0e-ba3e-44aa-b545-30a29dabf946'],44,,,,,,,,,,,,,,,,,South Africa,4976,00:01:44.733,Pass,
,,,,,,,,,,,,,,1.300787,,,,,,,,,,,,,,57dd1958-1794-4963-bb3c-43069bd1f81a,88,,"[41.1, 40.5]",3922243,1,,,,1.0420676,,Right Foot,,,"[52.2, 59.5]",,Ground Pass,,22.004772,,,Teboho Mokoena,66716.0,,,,,,1,From Free Kick,Mothobi Mvala,65732.0,Left Center Back,6,South Africa,4976,['ef54856f-068b-4e52-92d3-5d7038c73b71'],49,,,,,,,,,,,,,,,,,South Africa,4976,00:01:49.229,Pass,
,,,,,,,,,,,,,,2.044209,,,,,,,,,,,,,,5f222c45-1a27-4829-bbc5-4fd8e2c2c996,91,,"[52.2, 59.5]",3922243,1,,,,3.1049597,,Right Foot,,,"[33.1, 60.2]",,Low Pass,,19.112823,,,Gomolemo Grant Kekana,70093.0,,,,,,1,From Free Kick,Teboho Mokoena,66716.0,Right Defensive Midfield,6,South Africa,4976,['88d8ec65-767c-46c6-b8fe-fb202cd6a5c1'],50,,,,,,,,,,,,,,,,,South Africa,4976,00:01:50.594,Pass,
,,,,,,,,,,,,,,1.24267,,,,,,,,,,,,,,3186cb80-7e21-4e91-a749-5064a4779020,94,,"[30.9, 53.8]",3922243,1,,,,-1.2890245,,Right Foot,,,"[37.5, 31.0]",,Ground Pass,,23.736048,,,Mothobi Mvala,65732.0,,,,,,1,From Free Kick,Gomolemo Grant Kekana,70093.0,Right Center Back,6,South Africa,4976,['3bb6584f-558c-4533-b47e-ebadcb40a64c'],54,,,,,,,,,,,,,,,,,South Africa,4976,00:01:54.277,Pass,
,,,,,,,,,,,,,,1.554935,,,,,,,,,,,,,,f20f36a9-0493-401f-91ad-42e75dc1f1cc,97,,"[39.1, 22.3]",3922243,2,,,,1.5797513,,Right Foot,,,"[38.8, 55.8]",,Ground Pass,,33.501343,,,Gomolemo Grant Kekana,70093.0,,,,,,1,From Free Kick,Mothobi Mvala,65732.0,Left Center Back,6,South Africa,4976,['12818927-6aac-43de-a5f4-b5a7e9a09402'],0,,,,,,,,,,,,,,,,,South Africa,4976,00:02:00.228,Pass,
,,,,,,,,,,,,,,1.221398,,,,,,,,,,,,,,2a52725f-3066-4800-ab16-c8d3539ef992,100,,"[38.8, 57.0]",3922243,2,,,,0.7245415,,Right Foot,,,"[53.6, 70.1]",,Ground Pass,,19.764868,,,Teboho Mokoena,66716.0,,,,,,1,From Free Kick,Gomolemo Grant Kekana,70093.0,Right Center Back,6,South Africa,4976,['d03c9890-14d9-40ca-8141-65f83d7e0422'],3,,,,,,,,,,,,,,,,,South Africa,4976,00:02:03.361,Pass,
,,,,,,,,,,,,,,3.047993,,,,,,,,,,,,,,2cb9578c-7866-4177-846e-319581eaa8a7,103,,"[50.3, 68.2]",3922243,2,,,,-1.7660778,,Right Foot,,,"[41.3, 22.7]",,Ground Pass,,46.38157,,,Mothobi Mvala,65732.0,,True,,,,1,From Free Kick,Teboho Mokoena,66716.0,Right Defensive Midfield,6,South Africa,4976,['cd600625-19fa-478b-8115-2c0158396d85'],6,,,,,,,,,,,,,,,,,South Africa,4976,00:02:06.671,Pass,
,,,,,,,,,,,,,,1.244263,,,,,,,,,,,,,,a4f113de-4f42-42e7-a0dc-f1843e473bd3,106,,"[42.1, 21.9]",3922243,2,,,,1.5840114,,Right Foot,,,"[41.8, 44.6]",,Ground Pass,,22.701982,,,Gomolemo Grant Kekana,70093.0,,,,,,1,From Free Kick,Mothobi Mvala,65732.0,Left Center Back,6,South Africa,4976,['8af54ece-9687-4064-ad0c-f82880dde14b'],13,,,,,,,,,,,,,,,,,South Africa,4976,00:02:13.388,Pass,
,,,,,,,,,,,,,,1.668474,,,,,,,,,,,,,,755170aa-ef06-4b64-9cb1-9e74f73f78d2,109,,"[42.4, 52.6]",3922243,2,,,,-1.5217791,,Right Foot,,,"[43.7, 26.1]",,Ground Pass,,26.531868,,,Mothobi Mvala,65732.0,,,,,,1,From Free Kick,Gomolemo Grant Kekana,70093.0,Right Center Back,6,South Africa,4976,['5c34bed2-7a93-41c1-9f61-a960be6eae3c'],16,,,,,,,,,,,,,,,,,South Africa,4976,00:02:16.205,Pass,
,,,,,,,,,,,,,,1.62906,,,,,,,,,,,,,,cea45718-f9ca-4e90-946f-6e3b65e921b6,112,,"[43.8, 25.5]",3922243,2,,,,1.5187262,,Left Foot,,,"[45.4, 56.2]",,Ground Pass,,30.741665,,,Gomolemo Grant Kekana,70093.0,,,,,,1,From Free Kick,Mothobi Mvala,65732.0,Left Center Back,6,South Africa,4976,['970d3dc4-a29a-4527-bdd3-12a5be4c4e55'],18,,,,,,,,,,,,,,,,,South Africa,4976,00:02:18.116,Pass,
,,,,,,,,,,,,,,0.827029,,,,,,,,,,,,,,9d657b54-f421-4cea-af07-7092d713bf90,115,,"[45.4, 56.2]",3922243,2,,,,1.0824624,,Right Foot,,,"[52.2, 69.0]",,Ground Pass,,14.494137,,,Teboho Mokoena,66716.0,,,,,,1,From Free Kick,Gomolemo Grant Kekana,70093.0,Right Center Back,6,South Africa,4976,['7d5fe386-4289-4ff1-a550-d7c52459abe4'],21,,,,,,,,,,,,,,,,,South Africa,4976,00:02:21.279,Pass,
,,,,,,,,,,,,,,3.998036,,,,,,,,,,,,,,c28504e2-0948-4a65-bfcd-af16e6decc14,118,,"[53.0, 72.1]",3922243,2,,,,-0.34325853,,Right Foot,,,"[107.0, 52.8]",,High Pass,,57.345356,Pass Offside,,Evidence Makgopa,65853.0,,,Through Ball,True,,1,From Free Kick,Teboho Mokoena,66716.0,Right Defensive Midfield,6,South Africa,4976,['8dbe73b9-65e6-420d-bb21-6eb1f1d6787e'],23,,,,,,,,,,,,,,,,,South Africa,4976,00:02:23.299,Pass,
,,,,,,,,,,,,,,1.853376,,,,,,,,,,,,,,e3bf0400-1c98-43f6-92f4-fe7c01c60ed2,120,,"[12.3, 27.7]",3922243,2,True,,,1.0943289,,Right Foot,,,"[23.5, 49.4]",,Ground Pass,,24.419868,,,Nayef Aguerd,12149.0,,,,,Free Kick,1,From Free Kick,Yassine Bounou,6785.0,Goalkeeper,7,Morocco,788,['e934661e-8ae7-4165-9af7-9ac235402add'],50,,,,,,,,,,,,,,,,,Morocco,788,00:02:50.605,Pass,
,,,,,,,,,,,,,,1.712817,,,,,,,,,,,,,,58fc0be1-37b4-46c0-8f32-099a9972505e,122,,"[35.9, 55.1]",3922243,2,,,,-1.5707964,,Left Foot,,,"[35.9, 18.1]",,Ground Pass,,37.0,,,Romain Saïss,5219.0,,,,,,1,From Free Kick,Nayef Aguerd,12149.0,Right Center Back,7,Morocco,788,['896d333e-b86a-4b37-ad13-a62433682cfb'],59,,,,,,,,,,,,,,,,,Morocco,788,00:02:59.194,Pass,
