50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.551956,,,,,,,,,,,0a4f8455-4dd0-4f97-ac1c-9fdfdc608f71,17,,,"[73.4, 52.7]",3920387,0,,,,1.94513,,Head,,,"[67.9, 66.7]",,Low Pass,,15.041609,,Incomplete,,Steven Moreira,7197.0,,,,,Recovery,1,From Kick Off,Jamiro Gregory Monteiro Alvarenga,7753.0,Left Center Midfield,2,Cape Verde Islands,4924,"['37eec581-63d8-4bd7-8fe4-5d0b69000448', '547059cc-f879-4743-8781-b1a10c4e441d', 'a62dd21a-003b-463c-a03e-b225b2d84b5d', 'ec3be34e-198a-4690-86ca-9f09a969a22f']",10,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:00:10.410,Pass,True
,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,6ecac2a0-8d85-4d55-be41-e6e3fff7a20d,23,,,"[40.9, 34.4]",3920387,0,,,True,-1.7126933,,,,,"[40.5, 31.6]",,High Pass,,2.828427,,Incomplete,,,,,,,,Recovery,1,Regular Play,Iddrisu Baba Mohammed,24087.0,Right Defensive Midfield,3,Ghana,4885,"['83064b0c-5767-478c-81c9-e402bb5114b5', 'db1ccf38-d29f-4e76-844a-413dce7d6852']",14,,,,,,,,,,,,,,,,,Ghana,4885,00:00:14.654,Pass,True
,,,,,,,,,,,,,,,,,2.091425,,,,,,,,,,,c05de77f-14e5-4c02-8e6d-f7f397ac11ca,26,,,"[44.9, 29.4]",3920387,0,,,,2.2751226,,Right Foot,,,"[30.2, 46.7]",,Low Pass,,22.701982,,,,Denis Odoi,12259.0,,,,,Recovery,1,Regular Play,Iddrisu Baba Mohammed,24087.0,Right Defensive Midfield,3,Ghana,4885,['6918429d-a33f-4e83-81b3-f776d9f6e3a8'],16,,,,,,,,,,,,,,,,,Ghana,4885,00:00:16.318,Pass,
,,,,,,,,,,,,,,,,,1.03629,,,,,,,,,,,7ffc0846-3330-4bd8-8c56-73360bd23c56,29,,,"[32.4, 49.8]",3920387,0,,,,-2.5354574,,Right Foot,,,"[23.6, 43.7]",,Ground Pass,,10.707474,,,,Alexander Djiku,2989.0,,,,,,1,Regular Play,Denis Odoi,12259.0,Right Back,3,Ghana,4885,['cd68794b-86bb-4a5e-9cda-30e23b68ecdd'],20,,,,,,,,,,,,,,,,,Ghana,4885,00:00:20.790,Pass,
,,,,,,,,,,,,,,,,,1.928498,,,,,,,,,,,d4603128-ab2a-447e-97da-7c4f3773e37f,32,,,"[23.6, 43.7]",3920387,0,,,,-1.5519307,,Right Foot,,,"[24.1, 17.2]",,Ground Pass,,26.504717,,,,Mohamed Salisu,30519.0,,,,,,1,Regular Play,Alexander Djiku,2989.0,Right Center Back,3,Ghana,4885,['7ba07af6-3bc6-4a14-843b-db95ea94c677'],22,,,,,,,,,,,,,,,,,Ghana,4885,00:00:22.771,Pass,
,,,,,,,,,,,,,,,,,0.811636,,,,,,,,,,,7b4582d4-38b0-4790-8a2d-d7b114521f7c,36,,,"[24.7, 13.0]",3920387,0,,,,-1.0130875,,Left Foot,,,"[31.0, 2.9]",,Ground Pass,,11.903781,,,,Gideon Mensah,23615.0,,,,,,1,Regular Play,Mohamed Salisu,30519.0,Left Center Back,3,Ghana,4885,['d0bf1dd2-4ee3-4c06-9649-8c7e757ce5ae'],25,,,,,,,,,,,,,,,,,Ghana,4885,00:00:25.981,Pass,
,,,,,,,,,,,,,,,,,2.648522,,,,,,,,,,,5cbeefab-18d9-42ca-983b-0eba84e3c6a4,40,,,"[27.2, 2.9]",3920387,0,,,,1.4783775,,Right Foot,,,"[29.1, 23.4]",,Ground Pass,,20.58786,,Incomplete,,Iddrisu Baba Mohammed,24087.0,,,,,,1,Regular Play,Gideon Mensah,23615.0,Left Back,3,Ghana,4885,"['c74bc63a-2cab-4dea-83e2-2eb41f7e5ae0', 'edfc289a-1289-4186-ae6a-aa1554b4aab7', 'f405612e-a91f-4f71-8207-501d581cc6ab']",28,,,,,,,,,,,,,,,,,Ghana,4885,00:00:28.502,Pass,True
,,,,,,,,,,,,,,,,,0.796451,,,,,,,,,,,ed8deda1-de20-471e-b75c-05307298c78f,44,,,"[91.5, 55.9]",3920387,0,,,,0.32606086,,Right Foot,,,"[105.4, 60.6]",,Ground Pass,,14.673104,,,,Ryan Isaac Mendes da Graça,40485.0,,,,,,1,Regular Play,Jovane Eduardo Borges Cabral,10598.0,Left Wing,3,Ghana,4885,['4f1e0184-0d5d-49ee-9a8f-c764c649cb4d'],31,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:00:31.426,Pass,
,,,,,,,,,,,,,,,,,1.035219,,,,,,,,,,,3f3685fc-76d8-4337-8645-022ba6fc4d54,51,,,"[15.7, 13.4]",3920387,0,,,,0.1353182,,Left Foot,,,"[37.0, 16.3]",,Ground Pass,,21.496511,,,,Jordan Ayew,3450.0,,,,,,1,Regular Play,Mohamed Salisu,30519.0,Left Center Back,3,Ghana,4885,['5a5e4fed-b985-4e3c-ac63-9c097b783d6e'],37,,,,,,,,,,,,,,,,,Ghana,4885,00:00:37.211,Pass,
,,,,,,,,,,,,,,,,,0.753835,,,,,,,,,,,c92bf097-bffa-4d7a-b083-687fecdb9571,56,,,"[36.4, 16.9]",3920387,0,,,,1.5707964,,Right Foot,,,"[36.4, 21.3]",,Ground Pass,,4.4,,,,Majeed Ashimeru,30693.0,,,,,,1,Regular Play,Jordan Ayew,3450.0,Left Wing,3,Ghana,4885,"['15fa948b-9294-4c6d-992f-5478000de2e6', 'aff835ba-b4ae-44bc-a512-1a3a6ddd855a']",39,,,,,,,,,,,,,,,,,Ghana,4885,00:00:39.260,Pass,True
,,,,,,,,,,,,,,,,,1.459881,,,,,,,,,,,4fe30fcb-1649-4451-9b32-febe9701d2fc,61,,,"[84.5, 27.9]",3920387,0,,,,0.13742615,,Right Foot,,,"[103.3, 30.5]",,Ground Pass,,18.978935,,Incomplete,,Ransford Königsdörffer,33395.0,,,,,,1,Regular Play,Majeed Ashimeru,30693.0,Left Defensive Midfield,3,Ghana,4885,"['0c050794-95b3-4f96-be30-ae15d371d5ea', 'f8eafeb5-ab65-48ee-9776-c271b70546ae']",45,,,,,,,,,,,,,,,,,Ghana,4885,00:00:45.984,Pass,
,,,,,,,,,,,,,,,,,0.974912,,,,,,,,,,,2241613b-329d-4f41-93d3-5fc8bd4b457a,66,,,"[11.2, 44.4]",3920387,1,True,,,0.9682081,,Keeper Arm,,,"[20.9, 58.5]",,Ground Pass,,17.11432,,,,Logan Costa,45557.0,,,,,,1,Regular Play,Josimar José Évora Dias,105932.0,Goalkeeper,4,Cape Verde Islands,4924,['ee4a046f-e25a-4c5d-bb58-23bd1ea3afed'],2,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:01:02.494,Pass,
,,,,,,,,,,,,,,,,,1.422128,,,,,,,,,,,cbe4d6dd-f1db-4700-90a0-8bd1c0716d08,69,,,"[34.0, 64.5]",3920387,1,,,,0.9978302,,Left Foot,,,"[42.0, 76.9]",,Ground Pass,,14.756694,,,,Steven Moreira,7197.0,,,,,,1,Regular Play,Logan Costa,45557.0,Right Center Back,4,Cape Verde Islands,4924,['9358e70b-5c57-4aae-a9b0-f12bb7e19019'],6,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:01:06.938,Pass,
,,,,,,,,,,,,,,,,,0.983918,,,,,,,,,,,b7df412d-e5c3-4fc2-94a0-c7e7fcd3d671,73,,,"[41.4, 76.9]",3920387,1,,,,0.033320997,,Right Foot,,,"[50.4, 77.2]",,Ground Pass,,9.004998,,,,Ryan Isaac Mendes da Graça,40485.0,,,,,,1,Regular Play,Steven Moreira,7197.0,Right Back,4,Cape Verde Islands,4924,"['2c2c7712-9226-4047-a762-338a0aeb0d23', 'df682a04-afbf-4091-848f-1746bae4d15d']",8,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:01:08.950,Pass,True
,,,,,,,,,,,,,,,,,0.702213,,,,,,,,,,,29cae94f-2dd7-40d7-9e26-a3ea6bf142b8,76,,,"[50.1, 76.9]",3920387,1,,,,-1.8995891,,Right Foot,,,"[47.2, 68.4]",,Ground Pass,,8.9810915,,,,Steven Moreira,7197.0,,,,,,1,Regular Play,Ryan Isaac Mendes da Graça,40485.0,Right Wing,4,Cape Verde Islands,4924,"['0967e599-208e-4d6f-9d9f-1e8717f2a781', 'e10518e1-35c6-49b0-b04c-61842c5a9d98']",9,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:01:09.934,Pass,True
,,,,,,,,,,,,,,,,,0.822352,,,,,,,,,,,dbf68545-9ba7-4555-85b3-70048d3df11b,80,,,"[48.0, 67.7]",3920387,1,,,,-1.332187,,Right Foot,,,"[49.8, 60.3]",,Ground Pass,,7.615773,,,,Deroy Duarte,8349.0,,,,,,1,Regular Play,Steven Moreira,7197.0,Right Back,4,Cape Verde Islands,4924,"['064f5414-dfcb-4903-ae55-2e0debfd4af6', '3800207e-6f51-4222-a65c-48febd12e47c']",11,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:01:11.073,Pass,True
,,,,,,,,,,,,,,,,,1.083781,,,,,,,,,,,c88f5148-698d-4ca2-b660-fdeed076cb88,90,,,"[61.4, 24.0]",3920387,1,,,,-3.0334885,,Right Foot,,,"[48.5, 22.6]",,Ground Pass,,12.975746,,,,Mohamed Salisu,30519.0,,,,,,1,Regular Play,Ransford Königsdörffer,33395.0,Center Attacking Midfield,5,Ghana,4885,['3add125f-8bb6-4d62-8e67-2cb87bb41faa'],14,,,,,,,,,,,,,,,,,Ghana,4885,00:01:14.409,Pass,
,,,,,,,,,,,,,,,,,1.095143,,,,,,,,,,,cd478cc8-9361-4103-8255-5db6aba0b128,93,,,"[48.5, 22.6]",3920387,1,,,,-1.4229469,,Left Foot,,,"[50.6, 8.5]",,Ground Pass,,14.255526,,,,Gideon Mensah,23615.0,,,,,,1,Regular Play,Mohamed Salisu,30519.0,Left Center Back,5,Ghana,4885,['c761894d-5ab1-4924-934c-e94a81a6c5ab'],16,,,,,,,,,,,,,,,,,Ghana,4885,00:01:16.155,Pass,
,,,,,,,,,,,,,,,,,1.097543,,,,,,,,,,,ee8d53e9-d0e1-4d70-ba2a-d3e7e2253049,96,,,"[50.7, 7.5]",3920387,1,,,,-0.089236066,,Left Foot,,,"[69.7, 5.8]",,Ground Pass,,19.075901,,,,Jordan Ayew,3450.0,,,,,,1,Regular Play,Gideon Mensah,23615.0,Left Back,5,Ghana,4885,['2ffe3d0b-dc29-4f5d-a82b-e7c9b609da8f'],18,,,,,,,,,,,,,,,,,Ghana,4885,00:01:18.332,Pass,
,,,,,,,,,,,,,,,,,0.432815,,,,,,,,,,,0abb0931-704a-42ef-a1cc-2d4596301ea2,99,,,"[70.0, 5.6]",3920387,1,,,,1.5951817,,Right Foot,,,"[69.8, 13.8]",,Ground Pass,,8.202438,,,,Antoine Semenyo,9286.0,,,,,,1,Regular Play,Jordan Ayew,3450.0,Left Wing,5,Ghana,4885,['308122d5-38f8-4595-8e6a-180623f4feae'],20,,,,,,,,,,,,,,,,,Ghana,4885,00:01:20.200,Pass,
,,,,,,,,,,,,,,,,,0.733369,,,,,,,,,,,90e5397e-06c5-449d-a8e3-a4f612304474,102,,,"[69.8, 13.8]",3920387,1,,,,-1.5810001,,Right Foot,,,"[69.7, 4.0]",,Ground Pass,,9.80051,,,,Jordan Ayew,3450.0,,,,,,1,Regular Play,Antoine Semenyo,9286.0,Center Forward,5,Ghana,4885,['e0c62976-4902-4282-b1a5-8da42e32eebb'],20,,,,,,,,,,,,,,,,,Ghana,4885,00:01:20.673,Pass,
,,,,,,,,,,,,,,,,,0.764037,,,,,,,,,,,62031da6-cb23-4a2e-ac10-eb921b179eb4,105,,,"[67.1, 2.4]",3920387,1,,,,-3.078042,,Right Foot,,,"[56.1, 1.7]",,Ground Pass,,11.02225,,,,Gideon Mensah,23615.0,,,,,,1,Regular Play,Jordan Ayew,3450.0,Left Wing,5,Ghana,4885,['37b499ef-00bb-4c9f-b2b4-78bccfae67df'],22,,,,,,,,,,,,,,,,,Ghana,4885,00:01:22.220,Pass,
,,,,,,,,,,,,,,,,,0.915178,,,,,,,,,,,0e67d816-aef8-4acb-a644-984c4160c97b,108,,,"[49.8, 4.2]",3920387,1,,,,2.8874679,,Left Foot,,,"[34.4, 8.2]",,Ground Pass,,15.911002,,,,Mohamed Salisu,30519.0,,,,,,1,Regular Play,Gideon Mensah,23615.0,Left Back,5,Ghana,4885,['1e11b48a-e6c6-461f-8df0-a932dda461c0'],25,,,,,,,,,,,,,,,,,Ghana,4885,00:01:25.229,Pass,
,,,,,,,,,,,,,,,,,2.890908,,,,,,,,,,,87a827d8-cc84-46dc-8bc4-25b5691e675b,111,,,"[33.5, 8.2]",3920387,1,,,,2.3536882,,Left Foot,,,"[13.6, 28.2]",,Ground Pass,,28.21365,,,,Richard Ofori Antwi,68757.0,,,,,,1,Regular Play,Mohamed Salisu,30519.0,Left Center Back,5,Ghana,4885,['60dbb914-b1a7-4494-b626-ab470156fd8f'],27,,,,,,,,,,,,,,,,,Ghana,4885,00:01:27.217,Pass,
,,,,,,,,,,,,,,,,,1.321421,,,,,,,,,,,ba4b9832-031b-4e1f-9510-b7e9736180d8,114,,,"[13.7, 37.6]",3920387,1,,,,1.5424352,,Right Foot,,,"[14.1, 51.7]",,Ground Pass,,14.105673,,,,Alexander Djiku,2989.0,,,,,,1,Regular Play,Richard Ofori Antwi,68757.0,Goalkeeper,5,Ghana,4885,['df72dfdd-e74a-4f18-ae2f-c93ad51d065c'],32,,,,,,,,,,,,,,,,,Ghana,4885,00:01:32.192,Pass,
,,,,,,,,,,,,,,,,,1.833962,,,,,,,,,,,a31d2f5e-8ba8-42a3-827c-1dcedef8f214,117,,,"[20.4, 50.7]",3920387,1,,,,-1.4997189,,Right Foot,,,"[22.6, 19.8]",,Ground Pass,,30.978218,,,,Mohamed Salisu,30519.0,,,,,,1,Regular Play,Alexander Djiku,2989.0,Right Center Back,5,Ghana,4885,['bdf8a76e-69ef-427e-8e3e-75d927962973'],35,,,,,,,,,,,,,,,,,Ghana,4885,00:01:35.800,Pass,
,,,,,,,,,,,,,,,,,0.924241,,,,,,,,,,,b8f9a4d6-14a9-411c-96c3-6cbd5110f55c,120,,,"[23.3, 18.2]",3920387,1,,,,-0.030111378,,Left Foot,,,"[39.9, 17.7]",,Ground Pass,,16.607529,,,,Majeed Ashimeru,30693.0,,,,,,1,Regular Play,Mohamed Salisu,30519.0,Left Center Back,5,Ghana,4885,['c6c45985-e71e-4aee-abfd-ae43048a95bc'],39,,,,,,,,,,,,,,,,,Ghana,4885,00:01:39.398,Pass,
,,,,,,,,,,,,,,,,,1.561173,,,,,,,,,,,2b1f2ab3-2ff7-4027-969c-1564ee80c6e3,123,,,"[39.6, 17.6]",3920387,1,,,,-2.9634998,,Right Foot,,,"[29.6, 15.8]",,Ground Pass,,10.160708,,,,Mohamed Salisu,30519.0,,,,,,1,Regular Play,Majeed Ashimeru,30693.0,Left Defensive Midfield,5,Ghana,4885,['dad67164-2365-495a-bfba-a9f9bdc12d54'],40,,,,,,,,,,,,,,,,,Ghana,4885,00:01:40.363,Pass,
,,,,,,,,,,,,,,,,,2.6517,,,,,,,,,,,b3838153-a226-4f40-b884-44f4af09c71b,126,,,"[34.3, 16.8]",3920387,1,,,,1.769854,,Left Foot,,,"[27.3, 51.5]",,Ground Pass,,35.39901,,,,Alexander Djiku,2989.0,,,,,,1,Regular Play,Mohamed Salisu,30519.0,Left Center Back,5,Ghana,4885,['d62e1e28-1c98-45be-a785-8017d0d0723e'],43,,,,,,,,,,,,,,,,,Ghana,4885,00:01:43.632,Pass,
,,,,,,,,,,,,,,,,,2.199276,,,,,,,,,,,a9dde41d-ad76-405d-ab7d-4c7c38ddc4ab,130,,,"[28.3, 57.2]",3920387,1,,,,0.22399479,,Right Foot,,,"[70.0, 66.7]",,High Pass,,42.768448,,Incomplete,,Joseph Paintsil,16546.0,,,,,,1,Regular Play,Alexander Djiku,2989.0,Right Center Back,5,Ghana,4885,"['7921d730-be20-444f-8f00-7e5313fb54bf', 'ad64e126-6d22-4b36-ad76-cc15f0068ae3', 'd6372a51-3646-4343-8cb6-c7d2a27027b3']",48,,,,,,,,,,,,,,,,,Ghana,4885,00:01:48.069,Pass,True
,,,,,,,,,,,,,,,,,1.159718,,,,,,,,,,,72ef35a3-8fea-41bb-9d78-4600883d799c,135,,,"[49.5, 17.9]",3920387,1,,,,2.515546,,Left Foot,,,"[43.0, 22.6]",,Ground Pass,,8.021222,,,,Roberto Lopes,36271.0,,,,,,1,Regular Play,João Paulo Moreira Fernandes,133038.0,Left Back,5,Ghana,4885,"['0d993790-fdc5-4ae7-a87b-8a5769f488aa', '1d288409-65a9-4b95-b9fb-e6806e7a3502']",51,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:01:51.237,Pass,True
,,,,,,,,,,,,,,,,,5.767273,,,,,,,,,,,34c1db70-4ec0-4121-8aa8-66063f328433,138,,,"[41.6, 23.4]",3920387,1,,,,-0.43140072,,Right Foot,,,"[92.0, 0.2]",,High Pass,,55.48333,,Out,,Jovane Eduardo Borges Cabral,10598.0,,,,,,1,Regular Play,Roberto Lopes,36271.0,Left Center Back,5,Ghana,4885,['94a606ef-0aa2-4237-a81b-53669076743c'],52,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:01:52.477,Pass,
