50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b31524cb-9a15-4386-9954-f61a93fbb9a2,1,,,,18240,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Dortmund,180,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 12424, 'name': 'Roman Weidenfeller'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5658, 'name': 'Łukasz Piszczek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 4430, 'name': 'Neven Subotić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 11458, 'name': 'Marcel Schmelzer'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 8216, 'name': 'Sven Bender'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 10287, 'name': 'İlkay Gündoğan'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 5663, 'name': 'Jakub Błaszczykowski'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 5559, 'name': 'Marco Reus'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 20665, 'name': 'Kevin Großkreutz'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 5668, 'name': 'Robert Lewandowski'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Borussia Dortmund,180,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,1b365f44-4d6c-4f60-955d-eb2990a2b0fd,2,,,,18240,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Dortmund,180,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 19295, 'name': 'Philipp Lahm'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 5578, 'name': 'Jérôme Boateng'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 17}, {'player': {'id': 3197, 'name': 'Dante Bonfim da Costa Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 27}, {'player': {'id': 9399, 'name': 'Javier Martínez Aginaga'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 18414, 'name': 'Bastian Schweinsteiger'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 31}, {'player': {'id': 8218, 'name': 'Arjen Robben'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 5562, 'name': 'Thomas Müller'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 25}, {'player': {'id': 8223, 'name': 'Franck Bilal Ribéry'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Bayern Munich,169,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c60553e8-e8a8-4bd4-9e45-9c74dab0bca1,3,,,,18240,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Dortmund,180,['15090649-ebc5-4c08-b54f-719107b67abf'],0,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,15090649-ebc5-4c08-b54f-719107b67abf,4,,,,18240,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Dortmund,180,['c60553e8-e8a8-4bd4-9e45-9c74dab0bca1'],0,,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,9966eb18-3275-4ec1-a9e2-c8aa322a6b71,1835,,,,18240,45,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,100,Borussia Dortmund,180,['60364a66-d18e-4b08-9eb2-4257b5630680'],0,,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,60364a66-d18e-4b08-9eb2-4257b5630680,1836,,,,18240,45,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,100,Borussia Dortmund,180,['9966eb18-3275-4ec1-a9e2-c8aa322a6b71'],0,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,a2615e19-4e6e-46ce-bfe7-9687c5c6fd87,5,,,"[60.0, 40.0]",18240,0,,,,0.98279375,,,Right Foot,,,,"[62.0, 43.0]",Ground Pass,3.6055512,,Thomas Müller,5562.0,,,,,Kick Off,1,From Kick Off,Mario Mandžukić,5472.0,Center Forward,2,Bayern Munich,169,['485d85af-3a34-4a88-a852-5c9827f432f0'],0,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:00.632,Pass,
,,,,,,,,,,,,,,,1.230583,,,,,,,,,,,,,,ac3fca2d-933d-4436-bf33-cc6f29e26193,8,,,"[61.0, 43.0]",18240,0,,,,-2.9669204,,,Right Foot,,,,"[44.0, 40.0]",Ground Pass,17.262676,,Bastian Schweinsteiger,18414.0,,,,,,1,From Kick Off,Thomas Müller,5562.0,Center Attacking Midfield,2,Bayern Munich,169,['0c7dc55b-fa1b-4bbd-a87d-898b3a1eb9d4'],1,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:01.072,Pass,
,,,,,,,,,,,,,,,1.359776,,,,,,,,,,,,,,cb62c659-2133-40ff-b176-77941d61ceb8,11,,,"[43.0, 41.0]",18240,0,,,,1.3734008,,,Right Foot,,,,"[48.0, 66.0]",Ground Pass,25.495098,,Philipp Lahm,19295.0,,,,,,1,From Kick Off,Bastian Schweinsteiger,18414.0,Left Defensive Midfield,2,Bayern Munich,169,['3330eb10-237e-448c-99b0-3ec305050d80'],3,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:03.367,Pass,
,,,,,,,,,,,,,,,1.91638,,,,,,,,,,,,,,b455695e-8c4a-4230-a114-a53df59117f2,15,,,"[48.0, 60.0]",18240,0,,,,-2.219792,,,Right Foot,,,,"[26.0, 31.0]",Ground Pass,36.40055,,Dante Bonfim da Costa Santos,3197.0,,,,,,1,From Kick Off,Philipp Lahm,19295.0,Right Back,2,Bayern Munich,169,['df7ff689-b471-4d54-b68d-ed97e0c1c81d'],6,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:06.550,Pass,
