bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.456897,,,,,,,,,,,,,f3688322-3340-4fa1-8e80-ae80beda79cf,28,,,"[11.6, 35.4]",3895232,0,,,,,-0.20188992,,Left Foot,,,,"[62.9, 24.9]",,High Pass,,52.363537,Incomplete,,,,,,,,,,1,From Kick Off,Manuel Neuer,5570.0,Goalkeeper,2,Bayern Munich,169,['d82da11e-236a-4873-9df5-15caaf429555'],21,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:21.884,Pass,
,,,,,,,,,,,,,,,,,1.386362,,,,,,,,,,,,,5eda2c39-e90d-4640-8f45-08b160fad109,35,,,"[56.7, 59.6]",3895232,0,,,,,2.173473,,Left Foot,,,,"[49.2, 70.5]",,Ground Pass,,13.231024,,,Josip Stanišić,49337.0,,,,,,,1,Regular Play,Edmond Fayçal Tapsoba,30606.0,Right Center Back,3,Bayer Leverkusen,904,['840ff5f2-d85f-41e9-a575-0f4c3957e089'],27,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:27.154,Pass,
,,,,,,,,,,,,,,,,,1.876428,,,,,,,,,,,,,03f18fb2-bb09-429b-8c8e-77902d55e9ff,38,,,"[49.2, 70.5]",3895232,0,,,,,-1.8284675,,Right Foot,,,,"[38.0, 28.0]",,High Pass,,43.950996,,,Piero Martín Hincapié Reyna,38004.0,,,True,,,,1,Regular Play,Josip Stanišić,49337.0,Right Wing Back,3,Bayer Leverkusen,904,['12ebcbbe-781c-4754-971a-c01ac8772b11'],30,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:30.854,Pass,
,,,,,,,,,,,,,,,,,1.287397,,,,,,,,,,,,,cea8d5d6-ae93-453d-89ce-21d3e197d9db,41,,,"[39.7, 29.5]",3895232,0,,,,,0.99812996,,Left Foot,,,,"[44.6, 37.1]",,Low Pass,,9.042677,,,Robert Andrich,9195.0,,,,,,,1,Regular Play,Piero Martín Hincapié Reyna,38004.0,Left Center Back,3,Bayer Leverkusen,904,['2527a3eb-fb85-40ab-8b0a-4e911c2e6e99'],32,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:32.738,Pass,
,,,,,,,,,,,,,,,,,1.6457,,,,,,,,,,,,,ad2154a4-d2b5-40f6-9000-65a465f54f8b,44,,,"[47.7, 33.5]",3895232,0,,,,,-1.5086755,,Right Foot,,,,"[49.0, 12.6]",,Ground Pass,,20.940392,,,Piero Martín Hincapié Reyna,38004.0,,,,,,,1,Regular Play,Robert Andrich,9195.0,Left Defensive Midfield,3,Bayer Leverkusen,904,['548c12a5-22ea-4f53-b8f3-f5cdb1dd6b5c'],35,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:35.671,Pass,
,,,,,,,,,,,,,,,,,0.891864,,,,,,,,,,,,,510d6706-b6d6-494a-a8d0-0e4d9e168a4a,47,,,"[63.8, 4.2]",3895232,0,,,,,2.5257227,,Left Foot,,,,"[57.3, 8.8]",,Ground Pass,,7.9630394,,,Robert Andrich,9195.0,,,,,,,1,Regular Play,Piero Martín Hincapié Reyna,38004.0,Left Center Back,3,Bayer Leverkusen,904,['76b66208-984d-4b99-85d7-5b149bd85e69'],40,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:40.450,Pass,
,,,,,,,,,,,,,,,,,0.888906,,,,,,,,,,,,,42c8ecdc-b944-4dc1-9c81-1ff8c99a0dd4,50,,,"[55.9, 9.1]",3895232,0,,,,,1.1916925,,Right Foot,,,,"[60.8, 21.4]",,Ground Pass,,13.24009,,,Florian Wirtz,40724.0,,,,,,,1,Regular Play,Robert Andrich,9195.0,Left Defensive Midfield,3,Bayer Leverkusen,904,['a038ed06-f5f4-4e6b-af5e-679eef330213'],42,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:42.039,Pass,
,,,,,,,,,,,,,,,,,1.26454,,,,,,,,,,,,,d76346c1-1874-4256-8d60-6635aac01b3c,54,,,"[58.3, 18.5]",3895232,0,,,,,-1.1199685,,Left Foot,,,,"[65.9, 2.8]",,Ground Pass,,17.442764,,,Piero Martín Hincapié Reyna,38004.0,,,,,,,1,Regular Play,Florian Wirtz,40724.0,Center Forward,3,Bayer Leverkusen,904,"['ef8ee8a6-ed7f-48f9-beb8-bf0c9236b348', 'f8c0a1ad-f443-4ca7-8b72-a95eaaea69a5']",43,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:43.044,Pass,True
,,,,,,,,,,,,,,,,,0.486722,,,,,,,,,,,,,5dcc52b3-065b-4217-8bfb-bf18a64defdf,57,,,"[66.8, 2.6]",3895232,0,,,,,1.0626237,,Left Foot,,,,"[71.2, 10.5]",,Ground Pass,,9.042677,Incomplete,,Alejandro Grimaldo García,10336.0,,,,,,,1,Regular Play,Piero Martín Hincapié Reyna,38004.0,Left Center Back,3,Bayer Leverkusen,904,"['71655e57-3765-4c7e-94cb-715a04d859ae', 'e3273cf2-158a-44d2-a12f-f986f190a1e0']",44,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:44.629,Pass,
,,,,,,,,,,,,,,,,,1.24391,,,,,,,,,,,,,d89e19a6-f52d-4c1d-a252-f8db36bbaf0e,61,,,"[56.6, 74.5]",3895232,0,,,,,-1.5707964,,Right Foot,,,,"[56.6, 72.7]",,Ground Pass,,1.8,Incomplete,,Leroy Sané,3053.0,,,,,,,1,Regular Play,Dayotchanculle Upamecano,8519.0,Right Center Back,3,Bayer Leverkusen,904,"['84b91a86-06e0-4c92-b90f-5cad36b09d13', 'dbd409be-6bb7-4689-8d14-8c516ae2dc95']",46,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:46.625,Pass,
,,,,,,,,,,,,,,,,,0.627552,,,,,,,,,,,,,b27cafcd-2e27-49ec-ae11-a983f75ce872,66,,,"[60.8, 8.0]",3895232,0,,,,,-0.6913369,,Left Foot,,,,"[63.7, 5.6]",,Ground Pass,,3.764306,,,Piero Martín Hincapié Reyna,38004.0,,,,,,,1,Regular Play,Alejandro Grimaldo García,10336.0,Left Wing Back,3,Bayer Leverkusen,904,"['185e5c29-07e0-46cd-85cf-600e4d12a9e8', '52c5934a-4d21-4eea-a309-ed23ee3e174d']",48,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:48.344,Pass,True
,,,,,,,,,,,,,,,,,3.12198,,,,,,,,,,,,,ab760bac-2290-45a7-8f5a-e1cffd925867,70,,,"[65.2, 5.6]",3895232,0,,,,,-0.10827059,,Left Foot,,,,"[88.2, 3.1]",,Ground Pass,,23.135471,Incomplete,,Alejandro Grimaldo García,10336.0,,,,,,,1,Regular Play,Piero Martín Hincapié Reyna,38004.0,Left Center Back,3,Bayer Leverkusen,904,"['6e2588dc-b649-4712-be57-0cfc6aa49e39', '96ea2de8-5048-4c0b-8150-f63d4f8ed857', 'cfbc0909-f96d-45b1-9661-522e4e753af6']",49,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:49.714,Pass,True
,,,,,,,,,,,,,,,,,1.757207,,,,,,,,,,,,,6e2588dc-b649-4712-be57-0cfc6aa49e39,72,,,"[31.9, 77.0]",3895232,0,,,,,-2.3025873,,Left Foot,,,,"[12.5, 55.4]",,Ground Pass,,29.033085,,,Manuel Neuer,5570.0,,,,,,Recovery,1,Regular Play,Aleksandar Pavlović,140589.0,Right Defensive Midfield,4,Bayern Munich,169,"['ab760bac-2290-45a7-8f5a-e1cffd925867', 'e1d2c923-83b7-44a3-9470-01168fee2110']",52,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:52.836,Pass,
,,,,,,,,,,,,,,,,,5.255374,,,,,,,,,,,,,9911fd66-45b0-4a60-bc65-1e3c1fb971fc,76,,,"[11.6, 58.0]",3895232,0,,,,,0.07028404,,Right Foot,,,,"[74.1, 62.4]",,High Pass,,62.65469,Incomplete,,Harry Kane,10955.0,,,,,,,1,Regular Play,Manuel Neuer,5570.0,Goalkeeper,4,Bayern Munich,169,"['04e99523-dfdf-4178-b2be-1b940a049c36', '1460eb08-2012-432c-a8e7-84f690090f16', '49e6001b-4b0b-40b3-8167-d1d2ea048e92']",54,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:54.633,Pass,True
,,,,,,,,,,,,,,,,,1.653083,,,,,,,,,,,,,5f0f9c6b-fae7-4aeb-a3ed-ca24dd0b8750,80,,,"[56.8, 80.0]",3895232,1,,,,,-2.778667,,,,,,"[41.0, 74.0]",,Low Pass,,16.900888,,,Dayotchanculle Upamecano,8519.0,,,,,,Throw-in,1,From Throw In,Noussair Mazraoui,15890.0,Right Wing Back,5,Bayern Munich,169,['e6138f80-d6db-4711-b7cd-1188433ed937'],8,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:08.863,Pass,
,,,,,,,,,,,,,,,,,1.112488,,,,,,,,,,,,,216f8142-d414-497d-8898-d50c42bcb635,83,,,"[41.0, 71.5]",3895232,1,,,,,-2.1895306,,Right Foot,,,,"[32.1, 59.0]",,Ground Pass,,15.344706,,,Eric Dier,10956.0,,,,,,,1,From Throw In,Dayotchanculle Upamecano,8519.0,Right Center Back,5,Bayern Munich,169,['2284ccf3-7e76-4709-bab5-8950dafce3f6'],12,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:12.210,Pass,
,,,,,,,,,,,,,,,,,1.050753,,,,,,,,,,,,,45cc3cd7-f240-418b-b090-fee289e16bad,86,,,"[38.5, 54.2]",3895232,1,,,,,1.010675,,Right Foot,,,,"[45.9, 66.0]",,Ground Pass,,13.928389,,,Dayotchanculle Upamecano,8519.0,,,,,,,1,From Throw In,Eric Dier,10956.0,Center Back,5,Bayern Munich,169,['6d76d9d1-2e17-497a-9436-64137e202615'],17,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:17.927,Pass,
,,,,,,,,,,,,,,,,,1.139168,,,,,,,,,,,,,f32f248c-4df9-42a9-b03c-b68cc584cfe0,89,,,"[52.7, 65.5]",3895232,1,,,,,-0.12683228,,Right Foot,,,,"[67.6, 63.6]",,Ground Pass,,15.020653,,,Leroy Sané,3053.0,,,,,,,1,From Throw In,Dayotchanculle Upamecano,8519.0,Right Center Back,5,Bayern Munich,169,['a5901b6b-b7cd-414d-a790-fbea78af4047'],20,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:20.392,Pass,
,,,,,,,,,,,,,,,,,1.89504,,,,,,,,,,,,,8af74c23-cb19-4499-9a36-eda51afaffc0,93,,,"[66.4, 63.0]",3895232,1,,,,,2.7854977,,Left Foot,,,,"[50.0, 69.1]",,Ground Pass,,17.497715,,,Dayotchanculle Upamecano,8519.0,,,,,,,1,From Throw In,Leroy Sané,3053.0,Right Attacking Midfield,5,Bayern Munich,169,['e7f0ea28-bffe-4632-b823-e2071b3554d6'],21,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:21.712,Pass,
,,,,,,,,,,,,,,,,,1.781899,,,,,,,,,,,,,3ba9d24c-5573-4f18-9c9a-26e09dd857b4,96,,,"[50.0, 69.1]",3895232,1,,,,,-2.0441523,,Right Foot,,,,"[35.3, 40.4]",,Ground Pass,,32.24562,,,Eric Dier,10956.0,,,,,,,1,From Throw In,Dayotchanculle Upamecano,8519.0,Right Center Back,5,Bayern Munich,169,['21b41571-27ab-4f98-8b5d-11f09c993342'],24,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:24.319,Pass,
,,,,,,,,,,,,,,,,,1.38083,,,,,,,,,,,,,d4ac6ff1-ac07-411a-9ceb-5e6a08faafee,99,,,"[35.8, 31.3]",3895232,1,,,,,-0.8993305,,Right Foot,,,,"[53.6, 8.9]",,Ground Pass,,28.611187,,,Min Jae Kim,43565.0,,,,,,,1,From Throw In,Eric Dier,10956.0,Center Back,5,Bayern Munich,169,['8aef0a3d-5cad-4619-8d27-2d217a52f102'],27,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:27.170,Pass,
,,,,,,,,,,,,,,,,,1.347908,,,,,,,,,,,,,be555ad7-05ac-4ca4-b708-072229c157c7,102,,,"[53.4, 8.9]",3895232,1,,,,,-0.3888594,,Right Foot,,,,"[67.8, 3.0]",,Ground Pass,,15.561812,,,Sacha Boey,24946.0,,,,,,,1,From Throw In,Min Jae Kim,43565.0,Left Center Back,5,Bayern Munich,169,['9112409b-c412-4dc6-90fc-1793871e4287'],29,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:29.866,Pass,
,,,,,,,,,,,,,,,,,1.531492,,,,,,,,,,,,,3aae8207-992d-42a0-8511-76cdd6b14634,106,,,"[63.8, 1.7]",3895232,1,,,,,2.7140927,,Right Foot,,,,"[37.9, 13.5]",,Ground Pass,,28.461378,,,Min Jae Kim,43565.0,,,,,,,1,From Throw In,Sacha Boey,24946.0,Left Wing Back,5,Bayern Munich,169,"['0aa74c27-0ef1-4b7a-acdc-782b125b79d7', '32d88143-7a57-476a-a3a7-c464fd6afeb2']",33,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:33.495,Pass,True
,,,,,,,,,,,,,,,,,1.022572,,,,,,,,,,,,,6245d246-6f29-4af4-8c98-f27158e82006,109,,,"[30.5, 20.3]",3895232,1,,,,,1.4608961,,Right Foot,,,,"[32.1, 34.8]",,Ground Pass,,14.588009,,,Eric Dier,10956.0,,,,,,,1,From Throw In,Min Jae Kim,43565.0,Left Center Back,5,Bayern Munich,169,['e53d2550-4fc7-4ecf-8700-5e0558de49e0'],36,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:36.947,Pass,
,,,,,,,,,,,,,,,,,5.236353,,,,,,,,,,,,,d2011d6e-f1b5-4fa2-a92e-172c2f819137,112,,,"[41.5, 35.4]",3895232,1,,,,,-0.30484208,,Right Foot,,,,"[120.0, 10.7]",,High Pass,,82.29423,Out,,Sacha Boey,24946.0,,,,,,,1,From Throw In,Eric Dier,10956.0,Center Back,5,Bayern Munich,169,['a0b2cdce-34f0-43bb-8d2b-cdbac4e6e299'],41,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:41.868,Pass,
,,,,,,,,,,,,,,,,,0.993955,,,,,,,,,,,,,cddd9642-16da-4c45-a5b0-1e9c33f32f09,114,,,"[5.7, 33.5]",3895232,2,,,,,1.5152978,,Left Foot,,,,"[5.9, 37.1]",,Ground Pass,,3.6055512,,,Lukáš Hrádecký,8667.0,,,,,,Goal Kick,1,From Goal Kick,Jonathan Tah,8221.0,Center Back,6,Bayer Leverkusen,904,['e7e5d1b6-5e9e-43a7-91d1-759983970dbd'],4,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:04.760,Pass,
,,,,,,,,,,,,,,,,,2.956845,,,,,,,,,,,,,562d222a-ad9d-4deb-9cbf-f4d7310568e4,118,,,"[7.4, 40.9]",3895232,2,,,,,-0.16040011,,Right Foot,,,,"[65.5, 31.5]",,High Pass,,58.8555,Incomplete,,Amine Adli,33401.0,,,,,,,1,From Goal Kick,Lukáš Hrádecký,8667.0,Goalkeeper,6,Bayer Leverkusen,904,"['2c4f8f47-f379-4616-9281-a3d5d767248e', '39fb5882-87bd-46d4-8d80-ed09140df0fe']",7,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:07.346,Pass,
,,,,,,,,,,,,,,,,,1.809783,,,,,,,,,,,,,39fb5882-87bd-46d4-8d80-ed09140df0fe,121,,,"[54.6, 48.6]",3895232,2,,,,True,0.3426204,,,,,,"[70.3, 54.2]",,High Pass,,16.668833,,,Leroy Sané,3053.0,,,,,,Recovery,1,Regular Play,Eric Dier,10956.0,Center Back,7,Bayern Munich,169,"['35fbb0df-903a-45a2-88eb-9e7674512e03', '562d222a-ad9d-4deb-9cbf-f4d7310568e4', '9998d18f-52c3-4145-81b0-fdc1c8dfea57']",10,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:02:10.303,Pass,True
