50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,True,,,,,,0.838374,,,,,,,,,,,,,8aeef19c-7474-4716-b546-56fbedff7f39,22,,,"[38.9, 8.4]",3895180,0,,,,0.39379063,,Left Foot,,,,"[53.1, 14.3]",,Ground Pass,,15.376931,,,,Ansgar Knauff,39070.0,,,,,Interception,1,Regular Play,Niels Nkounkou,48031.0,Left Wing Back,3,Eintracht Frankfurt,184,"['2232d8b1-1e48-448e-a59b-990b34e02d94', 'bc6a26ff-be5b-46b1-ba6b-774b2ed3af08']",16,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:16.341,Pass,
,,,,,,,,,,,,,,,,,0.830637,,,,,,,,,,,,,547e00d4-0a14-42c0-ac6c-8d9973a2bc9f,26,,,"[89.4, 13.3]",3895180,0,,,,1.2234104,,Left Foot,,,,"[93.6, 24.9]",,Ground Pass,,12.336936,,,,Fares Chaïbi,217047.0,,,,,,1,Regular Play,Ansgar Knauff,39070.0,Left Wing,3,Eintracht Frankfurt,184,['f05a23af-21e0-4cef-87d2-4b3092a50aac'],22,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:22.133,Pass,
,,,,,,,,,,,,,,,,,1.230667,,,,,,,,,,,,,63782b60-6cc8-41ec-a7d7-b4a279fa02aa,29,,,"[92.5, 25.9]",3895180,0,,,,-2.0344439,,Left Foot,,,,"[90.6, 22.1]",,Ground Pass,,4.248529,,,,Mario Götze,8227.0,,,,,,1,Regular Play,Fares Chaïbi,217047.0,Center Forward,3,Eintracht Frankfurt,184,"['587566f2-8084-4274-8432-cdd7606f5bb0', 'b5c9729e-d36c-446d-9106-68c10a6418c8']",22,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:22.964,Pass,True
,,,,,,,,,,,,,,,,,1.500758,,,,,,,,,,,,,327d7b8a-8492-41fa-b3dd-3b3cf4bf958d,32,,,"[90.6, 22.3]",3895180,0,,,,1.3957573,,Right Foot,,,,"[96.1, 53.4]",,High Pass,,31.58259,,Incomplete,,Eric Junior Dina Ebimbe,28346.0,,,,,,1,Regular Play,Mario Götze,8227.0,Left Defensive Midfield,3,Eintracht Frankfurt,184,"['8e392784-47bc-47db-9b35-2cc492f87314', 'ba1545a4-ec38-4f66-9612-389c680ecf73']",24,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:24.279,Pass,
,,,,,,,,,,,,,,,,,1.491139,,,,,,,,,,,,,aa95bb36-b9bf-4647-8e69-7d942789d2db,35,,,"[89.2, 50.4]",3895180,0,,,,1.1190529,,Left Foot,,,,"[97.4, 67.3]",,Ground Pass,,18.784302,,,,Aurélio Gabriel Ulineia Buta,23658.0,,,,,Recovery,1,Regular Play,Hugo Larsson,143728.0,Right Defensive Midfield,3,Eintracht Frankfurt,184,['f9b8cd18-1e8a-45f8-a992-9dcad5e70a5a'],26,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:26.572,Pass,
,,,,,,,,,,,,,,,,,0.987674,,,,,,,,,,,,,cfdf54cc-35df-4532-818d-4bdc82752f11,39,,,"[113.2, 61.2]",3895180,0,,,,-1.7400476,,Right Foot,True,,,"[110.5, 45.4]",,Ground Pass,,16.029036,,Unknown,,Ansgar Knauff,39070.0,,,,,,1,Regular Play,Aurélio Gabriel Ulineia Buta,23658.0,Right Wing Back,3,Eintracht Frankfurt,184,['c9c5dfe3-b1ad-49cc-8f4d-e0a5c39ba4a7'],30,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:30.680,Pass,
,,,,,,,,,,,,,,,,,0.983006,,,,,,,,,,,,,a0b028ec-7e56-4b70-a280-ee3aae1b51c5,45,,,"[6.9, 38.3]",3895180,0,,,,1.3362031,,Left Foot,,,,"[10.7, 54.2]",,Ground Pass,,16.347782,,,,Jonathan Tah,8221.0,,,,,Free Kick,1,From Free Kick,Lukáš Hrádecký,8667.0,Goalkeeper,5,Bayer Leverkusen,904,['e7ef30e2-4fc4-4e41-bb96-539d24235bc0'],49,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:49.807,Pass,
,,,,,,,,,,,,,,,,,0.747146,,,,,,,,,,,,,89315703-7bef-45df-9751-ec791ef7f142,48,,,"[11.7, 53.5]",3895180,0,,,,-0.2719384,,Right Foot,,,,"[22.1, 50.6]",,Ground Pass,,10.796759,,,,Granit Xhaka,3500.0,,,,,,1,From Free Kick,Jonathan Tah,8221.0,Center Back,5,Bayer Leverkusen,904,['7dd0e7bf-ae9b-449d-8b5f-6a55ebe31e55'],51,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:51.748,Pass,
,,,,,,,,,,,,,,,,,1.302324,,,,,,,,,,,,,e892eac9-0694-428a-bbab-ce8d219b8f7f,51,,,"[22.1, 51.0]",3895180,0,,,,2.773364,,Left Foot,,,,"[9.4, 55.9]",,Ground Pass,,13.612494,,,,Jonathan Tah,8221.0,,,,,,1,From Free Kick,Granit Xhaka,3500.0,Right Defensive Midfield,5,Bayer Leverkusen,904,['fea2cce9-9ab5-4aad-8e58-a5f44547ee4c'],52,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:52.575,Pass,
,,,,,,,,,,,,,,,,,0.770935,,,,,,,,,,,,,58e6cabf-32fa-47cb-86f1-13df024ca8f8,55,,,"[11.7, 55.9]",3895180,0,,,,0.03369511,,Right Foot,,,,"[29.5, 56.5]",,Ground Pass,,17.81011,,,,Jonas Hofmann,8804.0,,,,,,1,From Free Kick,Jonathan Tah,8221.0,Center Back,5,Bayer Leverkusen,904,['96bcc597-1ec5-49e1-a70e-893fde49443d'],54,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:54.500,Pass,
,,,,,,,,,,,,,,,,,1.804385,,,,,,,,,,,,,364bfd90-810d-4a17-9f02-7f4fd703129a,58,,,"[29.5, 56.5]",3895180,0,,,,1.216683,,Right Foot,,,,"[35.6, 73.0]",,Ground Pass,,17.591475,,,,Jeremie Frimpong,32712.0,,,,,,1,From Free Kick,Jonas Hofmann,8804.0,Right Attacking Midfield,5,Bayer Leverkusen,904,['5a20643f-e2f0-46bc-b4de-ccec2bfebade'],55,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:55.351,Pass,
,,,,,,,,,,,,,,,,,1.324463,,,,,,,,,,,,,a4b232b1-8ba5-4008-96ab-465058d7582d,65,,,"[78.4, 8.4]",3895180,1,,,,-3.0017703,,Left Foot,,,,"[64.9, 6.5]",,Ground Pass,,13.633048,,,,Willian Joel Pacho Tenorio,41593.0,,,,,,1,From Free Kick,Niels Nkounkou,48031.0,Left Wing Back,5,Bayer Leverkusen,904,['efc5744d-d5aa-420c-ba93-05be632b8a61'],0,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:00.222,Pass,
,,,,,,,,,,,,,,,,,4.142173,,,,,,,,,,,,,5199f728-fef7-40f4-a7a3-abe2b8d90685,69,,,"[65.5, 7.6]",3895180,1,,,,0.20773228,,Left Foot,,,,"[108.2, 16.6]",,High Pass,,43.638172,,Incomplete,,Fares Chaïbi,217047.0,,,,,,1,From Free Kick,Willian Joel Pacho Tenorio,41593.0,Left Center Back,5,Bayer Leverkusen,904,"['8865a99a-dd40-4b32-8f4a-7ffa6e82b406', '95bd7b13-7e6f-4ee4-abd7-7534aef0ab54']",1,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:01.608,Pass,
,,,,,,,,,,,,,,,,,1.240547,,,,,,,,,,,,,87d08f78-f9a4-4830-95de-1f6030f0967b,73,,,"[11.3, 65.2]",3895180,1,,,,-1.8925469,,Right Foot,,,,"[6.0, 49.3]",,Ground Pass,,16.76007,,,,Lukáš Hrádecký,8667.0,,,,,,1,From Free Kick,Jonathan Tah,8221.0,Center Back,5,Bayer Leverkusen,904,['336f5608-d411-4267-b33b-bc083bb4d00d'],6,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:06.585,Pass,
,,,,,,,,,,,,,,,,,2.995755,,,,,,,,,,,,,be911dd8-2216-4836-a820-ee77e444f667,76,,,"[6.0, 49.3]",3895180,1,,,,0.20902294,,Right Foot,,,,"[48.9, 58.4]",,High Pass,,43.854534,,Incomplete,,Victor Okoh Boniface,32289.0,,,,,,1,From Free Kick,Lukáš Hrádecký,8667.0,Goalkeeper,5,Bayer Leverkusen,904,"['6c7a3823-5b99-44d1-9b60-02ee549f8bef', '7fd12d58-ff0f-447d-a96d-2d2f176f692f']",7,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:07.894,Pass,
,,,,,,,,,,,,,,,,,0.702472,,,,,,,,,,,,,64b7b289-c330-4185-b3eb-e1c53c723752,80,,,"[68.3, 21.7]",3895180,1,,,,2.6011732,,Right Foot,,,,"[57.3, 28.3]",,Ground Pass,,12.8280945,,,,Robin Koch,13294.0,,,,,Recovery,1,Regular Play,Mario Götze,8227.0,Left Defensive Midfield,6,Eintracht Frankfurt,184,['dcf07e92-729d-4c31-87ab-355d54993541'],12,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:12.438,Pass,
,,,,,,,,,,,,,,,,,1.070936,,,,,,,,,,,,,ed323dbf-bd65-4439-801e-90a25803df20,84,,,"[56.6, 27.2]",3895180,1,,,,-1.2700752,,Right Foot,,,,"[61.5, 11.4]",,Ground Pass,,16.54237,,,,Niels Nkounkou,48031.0,,,,,,1,Regular Play,Robin Koch,13294.0,Center Back,6,Eintracht Frankfurt,184,"['03b092f8-2307-4689-adc9-0bcba917a7d0', 'e03d2c98-04f4-487b-a689-131a874c3ccf']",13,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:13.975,Pass,True
,,,,,,,,,,,,,,,,,4.798861,,,,,,,,,,,,,02697779-0368-4598-a376-bb0965170d45,88,,,"[49.7, 17.5]",3895180,1,,,,2.317392,,Left Foot,,,,"[13.8, 56.3]",,Ground Pass,,52.860664,,,,Lucas Silva Melo,33088.0,,,,,,1,Regular Play,Niels Nkounkou,48031.0,Left Wing Back,6,Eintracht Frankfurt,184,['7ff60a16-cf23-4696-9a2e-ffd86dd7c798'],19,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:19.168,Pass,
,,,,,,,,,,,,,,,,,2.10511,,,,,,,,,,,,,d4e56e43-b012-48e3-a1f4-a2d684d5bd5f,90,,,"[13.1, 56.3]",3895180,1,,,,-2.462708,,Left Foot,,,,"[4.3, 49.2]",,Ground Pass,,11.307077,,,,Kevin Trapp,4440.0,,,,,,1,Regular Play,Lucas Silva Melo,33088.0,Right Center Back,6,Eintracht Frankfurt,184,['aff1a95b-8e48-47a8-ba78-f6c952392f41'],23,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:23.967,Pass,
,,,,,,,,,,,,,,,,,1.189693,,,,,,,,,,,,,8faaee9a-0ff2-4d88-aacd-7aa2df828051,93,,,"[4.3, 49.2]",3895180,1,,,,0.08178438,,Right Foot,,,,"[16.5, 50.2]",,Ground Pass,,12.240915,,,,Hugo Larsson,143728.0,,,,,,1,Regular Play,Kevin Trapp,4440.0,Goalkeeper,6,Eintracht Frankfurt,184,['0b4255c2-8faf-40ff-bd53-0e269f039c37'],26,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:26.173,Pass,
,,,,,,,,,,,,,,,,,1.364375,,,,,,,,,,,,,01ce3e4e-4ca3-49dd-831b-8d30f6813f75,96,,,"[16.9, 50.2]",3895180,1,,,,-2.8928826,,Right Foot,,,,"[4.3, 47.0]",,Ground Pass,,13.0,,,,Kevin Trapp,4440.0,,,,,,1,Regular Play,Hugo Larsson,143728.0,Right Defensive Midfield,6,Eintracht Frankfurt,184,['42fd2f4f-f470-4808-8859-f9b0428b151c'],27,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:27.421,Pass,
,,,,,,,,,,,,,,,,,3.240797,,,,,,,,,,,,,2cdb89ed-3851-43ec-858f-6638f81baf58,99,,,"[4.3, 47.3]",3895180,1,,,,-0.2617764,,Right Foot,,,,"[57.3, 33.1]",,High Pass,,54.8693,,Incomplete,,Fares Chaïbi,217047.0,,,,,,1,Regular Play,Kevin Trapp,4440.0,Goalkeeper,6,Eintracht Frankfurt,184,"['050cf3bc-3a1f-4840-be5b-01a2b0468141', 'af633b9c-25b9-41d7-bcdd-d057163b9ec7']",29,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:29.007,Pass,
,,,,,,,,,,,,,,,,,1.60721,,,,,,,,,,,,,050cf3bc-3a1f-4840-be5b-01a2b0468141,101,,,"[62.8, 47.0]",3895180,1,,,,-0.34038195,,Head,,,,"[77.2, 41.9]",,High Pass,,15.276452,,Incomplete,,,,,,,,Recovery,1,Regular Play,Jonathan Tah,8221.0,Center Back,6,Eintracht Frankfurt,184,"['2cdb89ed-3851-43ec-858f-6638f81baf58', '77fd49c2-9dea-41e2-a8f1-41822cff649e']",32,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:32.248,Pass,
,,,,,,,,,,,,,,,,,1.656768,,,,,,,,,,,,,ead3a872-53ed-464f-a09b-c024fa8e6839,104,,,"[43.8, 39.4]",3895180,1,,,,0.66501534,,Right Foot,,,,"[71.6, 61.2]",,High Pass,,35.328175,,Incomplete,,Eric Junior Dina Ebimbe,28346.0,,,,,,1,Regular Play,Mario Götze,8227.0,Left Defensive Midfield,6,Eintracht Frankfurt,184,"['4e50f93a-f217-47f7-802c-3b3fa7a0a96a', '647beba6-5e65-4dde-9c80-506c6339dbb5']",35,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:35.326,Pass,
,,,,,,,,,,,,,,,,,1.461203,,,,,,,,,,,,,dbb4f6f1-dfb3-47b8-ba15-47a286ce0e1a,108,,,"[48.9, 23.3]",3895180,1,,,,2.1300814,,Left Foot,,,,"[40.7, 36.4]",,Ground Pass,,15.454773,,,,Jonathan Tah,8221.0,,,,,,1,Regular Play,Alejandro Grimaldo García,10336.0,Left Wing Back,7,Bayer Leverkusen,904,['1c411b19-bba9-4504-b453-d65befa15162'],38,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:38.113,Pass,
,,,,,,,,,,,,,,,,,0.571408,,,,,,,,,,,,,1bed4ba2-e78d-47dd-9590-964733edf95c,112,,,"[41.3, 40.7]",3895180,1,,,,0.0,,Right Foot,,,,"[47.6, 40.7]",,Ground Pass,,6.3,,,,Granit Xhaka,3500.0,,,,,,1,Regular Play,Jonathan Tah,8221.0,Center Back,7,Bayer Leverkusen,904,"['479f49d2-a3ac-463a-93f4-038b7d6156b3', '7f97f378-673c-42dc-a8c1-d27bafa127e8']",40,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:40.673,Pass,True
,,,,,,,,,,,,,,,,,1.933861,,,,,,,,,,,,,b36898e8-fed6-4954-a6dc-727a6af986e0,116,,,"[29.0, 28.8]",3895180,1,,,,2.9524918,,Right Foot,,,,"[8.1, 32.8]",,Ground Pass,,21.279333,,,,Lukáš Hrádecký,8667.0,,,,,,1,Regular Play,Granit Xhaka,3500.0,Right Defensive Midfield,7,Bayer Leverkusen,904,['4f22fd63-42c4-4b0d-a139-4c0f7dc96726'],44,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:44.594,Pass,
,,,,,,,,,,,,,,,,,1.435067,,,,,,,,,,,,,c266259b-51f9-4d01-badf-2c386671d2f4,119,,,"[5.4, 20.6]",3895180,1,,,,-1.2564257,,Left Foot,,,,"[10.7, 4.3]",,Ground Pass,,17.14001,,,,Edmond Fayçal Tapsoba,30606.0,,,,,,1,Regular Play,Lukáš Hrádecký,8667.0,Goalkeeper,7,Bayer Leverkusen,904,['6c562b72-1f77-4f38-b390-7595954d4f97'],48,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:48.308,Pass,
,,,,,,,,,,,,,,,,,1.311487,,,,,,,,,,,,,b630691c-3e5e-4c80-97ba-3bbb37ad8fa4,123,,,"[9.6, 3.9]",3895180,1,,,,1.8997152,,Right Foot,,,,"[3.9, 20.6]",,Ground Pass,,17.645962,,,,Lukáš Hrádecký,8667.0,,,,,,1,Regular Play,Edmond Fayçal Tapsoba,30606.0,Left Center Back,7,Bayer Leverkusen,904,"['9d0f61c2-8889-4799-bffe-e1dded514f99', 'f46f2ec7-4d25-4c8b-9c8d-8e2bfa1de68a']",50,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:50.497,Pass,True
