50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,49e1fcf3-3fd7-4c72-8d6f-95645e354925,1,,,,3895292,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Union Berlin,190,,0,,,,,,,,,,,,,,,"{'formation': 3511, 'lineup': [{'player': {'id': 12420, 'name': 'Frederik Rønnow'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 18789, 'name': 'Danilho Doekhi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8397, 'name': 'Kevin Vogt'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 2}, {'player': {'id': 11175, 'name': 'Diogo Filipe Monteiro Pinto Leite'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 9164, 'name': 'Christopher Trimmel'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 28}, {'player': {'id': 6985, 'name': 'Robin Gosens'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 6}, {'player': {'id': 9402, 'name': 'Rani Khedira'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3117, 'name': 'Lucas Tousart'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 29}, {'player': {'id': 42822, 'name': 'András Schäfer'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 13}, {'player': {'id': 24243, 'name': 'Brenden Aaronson'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 32537, 'name': 'Yorbe Vertessen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Union Berlin,190,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f529205f-e074-44c5-b007-54a56b47b281,2,,,,3895292,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Union Berlin,190,,0,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 8667, 'name': 'Lukáš Hrádecký'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 27133, 'name': 'Odilon Kossonou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 8221, 'name': 'Jonathan Tah'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 38004, 'name': 'Piero Martín Hincapié Reyna'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 41411, 'name': 'Nathan Tella'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 19}, {'player': {'id': 10336, 'name': 'Alejandro Grimaldo García'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 20}, {'player': {'id': 9195, 'name': 'Robert Andrich'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3500, 'name': 'Granit Xhaka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 34}, {'player': {'id': 40724, 'name': 'Florian Wirtz'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 28239, 'name': 'Adam Hložek'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 11391, 'name': 'Borja Iglesias Quintas'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Bayer Leverkusen,904,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a61bf418-296a-4fac-bd66-a4ff3c0509f4,3,,,,3895292,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Union Berlin,190,['ea55a654-aa90-455d-b076-ced0ba1dfaa5'],0,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ea55a654-aa90-455d-b076-ced0ba1dfaa5,4,,,,3895292,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Union Berlin,190,['a61bf418-296a-4fac-bd66-a4ff3c0509f4'],0,,,,,,,,,,,,,,,,Union Berlin,190,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,04b770e7-0edf-4f5b-ba04-b7371511ebb3,1892,,,,3895292,45,,,,,,,,,,,,,,,,,,,,,,,,2,Other,,,,82,Bayer Leverkusen,904,['46c09482-e974-4b7b-97b4-6238741ef772'],0,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,46c09482-e974-4b7b-97b4-6238741ef772,1893,,,,3895292,45,,,,,,,,,,,,,,,,,,,,,,,,2,Other,,,,82,Bayer Leverkusen,904,['04b770e7-0edf-4f5b-ba04-b7371511ebb3'],0,,,,,,,,,,,,,,,,Union Berlin,190,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.697031,,,,,,,,,,,,,6c546c19-5f61-4236-a1ad-0b6f5cded692,5,,,"[61.0, 40.1]",3895292,0,,,,,-2.6940727,,Right Foot,,,,"[58.5, 38.9]",Ground Pass,,2.7730849,,,András Schäfer,42822.0,,,,,Kick Off,1,From Kick Off,Brenden Aaronson,24243.0,Center Attacking Midfield,2,Union Berlin,190,['7ee5b148-1a76-42ec-8744-332edb0caad6'],1,,,,,,,,,,,,,,,,Union Berlin,190,00:00:01.010,Pass,
,,,,,,,,,,,,,,,,,,1.680894,,,,,,,,,,,,,a7fdbea2-aabe-498d-ac0d-ebd6e3edabca,7,,,"[58.8, 38.6]",3895292,0,,,,,2.6486936,,Right Foot,,,,"[35.9, 50.9]",Ground Pass,,25.99423,,,Danilho Doekhi,18789.0,,,,,,1,From Kick Off,András Schäfer,42822.0,Left Center Midfield,2,Union Berlin,190,['9966d36f-5163-41ef-ab19-8c50a6274fc2'],1,,,,,,,,,,,,,,,,Union Berlin,190,00:00:01.707,Pass,
,,,,,,,,,,,,,,,,,,3.537919,,,,,,,,,,,,,f3647dd4-0731-472b-b2e8-31b01e772fc7,10,,,"[37.9, 52.2]",3895292,0,,,,,-0.7642149,,Right Foot,,,,"[86.1, 6.0]",High Pass,,66.76586,,,Robin Gosens,6985.0,,True,,,,1,From Kick Off,Danilho Doekhi,18789.0,Right Center Back,2,Union Berlin,190,['a60e99cb-10bc-4f00-9f29-80830c1e7004'],4,,,,,,,,,,,,,,,,Union Berlin,190,00:00:04.874,Pass,
,,,,,,,,,,,,,,,,,,0.937718,,,,,,,,,,,,,ba8350af-91ff-4a29-a646-d88829863907,12,,,"[84.3, 6.2]",3895292,0,,,,,0.81480145,,Head,,,,"[94.2, 16.7]",Low Pass,,14.431216,Incomplete,,Yorbe Vertessen,32537.0,,,,,,1,From Kick Off,Robin Gosens,6985.0,Left Wing Back,2,Union Berlin,190,"['7b049f8b-d62e-412b-9d79-471b00f9e8b4', 'fa528a3f-7190-4700-9f51-16c6a671a4f3']",8,,,,,,,,,,,,,,,,Union Berlin,190,00:00:08.412,Pass,
,,,,,,,,,,,,,,,,,,0.928294,,,,,,,,,,,,,7b049f8b-d62e-412b-9d79-471b00f9e8b4,14,,,"[25.9, 63.4]",3895292,0,,,,,0.0,,Head,,,,"[36.1, 63.4]",Low Pass,,10.2,Incomplete,,Florian Wirtz,40724.0,,,,,Recovery,1,From Kick Off,Odilon Kossonou,27133.0,Right Center Back,2,Union Berlin,190,"['ba8350af-91ff-4a29-a646-d88829863907', 'dc39054b-a283-4d40-9123-7870e1c5f569', 'f6190861-ace6-46c0-8270-66c715d98ba5']",9,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:09.350,Pass,
,,,,,,,,,,,,,,,,,,0.117852,,,,,,,,,,,,,15133aa4-99d5-49bb-997a-07b497aa3fa0,22,,,"[33.2, 70.9]",3895292,0,,,,,0.0,,Right Foot,,,,"[35.8, 70.9]",Ground Pass,,2.6,Incomplete,,Florian Wirtz,40724.0,,,,,,1,Regular Play,Robert Andrich,9195.0,Right Defensive Midfield,3,Bayer Leverkusen,904,"['0cc01b70-3307-445c-9479-16e65413062b', '7ff98965-e758-4624-bffc-fbe4304d141c']",12,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:12.152,Pass,
,,,,,,,,,,,,,,,,,,0.986483,,,,,,,,,,,,,9493839c-5c1d-4ee6-b9d7-b7cb665bcb40,25,,,"[36.1, 80.0]",3895292,0,,,,,-0.55676275,,,,,,"[45.9, 73.9]",Low Pass,,11.543396,,,Borja Iglesias Quintas,11391.0,,,,,Throw-in,1,From Throw In,Nathan Tella,41411.0,Right Wing Back,4,Bayer Leverkusen,904,['b70ca903-0d8c-49b5-b70f-4437c4c9f411'],24,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:24.730,Pass,
,,,,,,,,,,,,,,,,,,1.09432,,,,,,,,,,,,,84a8f7c8-bb87-4f97-b26f-f65cac13c07f,28,,,"[46.7, 73.1]",3895292,0,,,,,2.8745425,,Left Foot,,,,"[36.1, 76.0]",Ground Pass,,10.98954,,,Nathan Tella,41411.0,,,,,,1,From Throw In,Borja Iglesias Quintas,11391.0,Center Forward,4,Bayer Leverkusen,904,"['398b773f-25e1-41d4-8028-992536c8189c', '845115ba-2841-4146-8bd6-71964a39c63d']",25,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:25.717,Pass,True
,,,,,,,,,,,,,,,,,,1.39555,,,,,,,,,,,,,c10ce1df-ad2a-4734-844d-402fefb07d9d,35,,,"[37.1, 76.6]",3895292,0,,,,,-0.07286348,,Right Foot,,,,"[50.8, 75.6]",Ground Pass,,13.736448,,,Florian Wirtz,40724.0,,,,,,1,From Throw In,Nathan Tella,41411.0,Right Wing Back,4,Bayer Leverkusen,904,['1a62430d-6f85-4f00-90dc-e00d2279870b'],31,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:31.631,Pass,
,,,,,,,,,,,,,,,,,,0.439771,,,,,,,,,,,,,d80bb188-bcb9-4daa-848d-7acfcaccf290,41,,,"[70.6, 6.2]",3895292,0,,,,,0.51155615,,Left Foot,,,,"[76.3, 9.4]",Ground Pass,,6.536819,Incomplete,,András Schäfer,42822.0,,,,,Recovery,1,From Throw In,Robin Gosens,6985.0,Left Wing Back,4,Bayer Leverkusen,904,"['1f1735b5-2a5c-45f3-a3b4-ef16b315dd2d', 'dc13c299-63e7-4bc9-aed3-fd04b7bb41d8']",34,,,,,,,,,,,,,,,,Union Berlin,190,00:00:34.637,Pass,
,,,,,,,,,,,,,,,,,,1.988959,,,,,,,,,,,,,410aae43-1190-4ace-b7de-4484cc74476f,55,,,"[48.9, 69.3]",3895292,0,,,,,-1.6329569,,Right Foot,,,,"[47.4, 45.2]",Ground Pass,,24.146635,,,Granit Xhaka,3500.0,,,,,,1,From Throw In,Florian Wirtz,40724.0,Right Attacking Midfield,4,Bayer Leverkusen,904,"['124479b7-62f9-4457-a956-4557d2537bef', '9c7171d2-d652-4c4c-8cea-7bebd29ad690']",37,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:37.025,Pass,True
,,,,,,,,,,,,,,,,,,1.968503,,,,,,,,,,,,,cba43c83-3cf6-4d2a-92fd-4a4a70f05faa,58,,,"[47.6, 39.4]",3895292,0,,,,,-0.9590694,,Left Foot,,,,"[71.1, 5.9]",Ground Pass,,40.920654,,,Alejandro Grimaldo García,10336.0,,,,,,1,From Throw In,Granit Xhaka,3500.0,Left Defensive Midfield,4,Bayer Leverkusen,904,['d0ca95b2-62e4-45fa-93b4-a5fddfd52003'],39,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:39.906,Pass,
,,,,,,,,,,,,,,,,,,1.078273,,,,,,,,,,,,,792aac8d-8a69-43d5-8b5e-fc5ece595624,61,,,"[101.0, 20.5]",3895292,0,,,,,-0.34812334,,Left Foot,,,,"[113.4, 16.0]",Ground Pass,,13.191285,,,Granit Xhaka,3500.0,,,,,,1,From Throw In,Alejandro Grimaldo García,10336.0,Left Wing Back,4,Bayer Leverkusen,904,['d35de52d-7971-4ef4-951d-8b93881ce969'],47,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:47.367,Pass,
,,,,,,,,,,,,,,,,,,0.734875,,,,,,,,,,,,,beee2b4a-5282-401c-ba4c-451db7292302,63,,,"[113.4, 16.0]",3895292,0,,,,,2.2087574,,Left Foot,,,,"[104.8, 27.6]",Ground Pass,,14.440222,,,Florian Wirtz,40724.0,,,,,,1,From Throw In,Granit Xhaka,3500.0,Left Defensive Midfield,4,Bayer Leverkusen,904,['ecac0320-b073-4c90-9e8f-191014d71a07'],48,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:48.446,Pass,
,,,,,,,,,,,,,,,,,,0.809006,,,,,,,,,,,,,c963d82c-6922-4050-99b6-6804a5c836e6,66,,,"[105.8, 26.6]",3895292,0,,,,,-1.6601104,,Right Foot,,,,"[105.2, 19.9]",Ground Pass,,6.726812,,,Alejandro Grimaldo García,10336.0,,,,,,1,From Throw In,Florian Wirtz,40724.0,Right Attacking Midfield,4,Bayer Leverkusen,904,['5822a741-3b0f-4644-9e19-783822455405'],49,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:49.213,Pass,
,,,,,,,,,,,,,,,,,,1.241013,,,,,,,,,,,,,e89fc503-8878-4be1-b992-af0a7ba212a4,69,,,"[105.2, 15.2]",3895292,0,,,,,3.1018784,,Right Foot,,,,"[90.1, 15.8]",Ground Pass,,15.111916,,,Granit Xhaka,3500.0,,,,,,1,From Throw In,Alejandro Grimaldo García,10336.0,Left Wing Back,4,Bayer Leverkusen,904,['74fb57eb-aac6-4f1c-a307-ca8e04a2e677'],52,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:52.289,Pass,
,,,,,,,,,,,,,,,,,,1.107795,,,,,,,,,,,,,03332204-3921-4f96-bff4-c9018f262b19,72,,,"[90.5, 15.8]",3895292,0,,,,,-0.8312376,,Left Foot,,,,"[100.9, 4.4]",Ground Pass,,15.431137,,,Adam Hložek,28239.0,,,,,,1,From Throw In,Granit Xhaka,3500.0,Left Defensive Midfield,4,Bayer Leverkusen,904,['41dd659d-b443-413c-9321-65064e84460c'],54,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:54.283,Pass,
,,,,,,,,,,,,,,,,,,2.241661,,,,,,,,,,,,,6445eea3-3bd9-43ba-99a5-6f0f24aee6e7,76,,,"[99.1, 2.7]",3895292,0,,,,,0.4985679,,Left Foot,,,,"[117.1, 12.5]",Ground Pass,,20.494877,,,Alejandro Grimaldo García,10336.0,,,,,,1,From Throw In,Adam Hložek,28239.0,Left Attacking Midfield,4,Bayer Leverkusen,904,"['2ab014e2-7114-4903-a1e4-57f0a33132af', '79b395ce-7f7c-4278-8e15-00223a1c3ab2']",56,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:56.173,Pass,True
