50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.899557,,,,,,,,,,,,,fd84c4f0-2c3f-404c-99a4-8958c1ed67e7,79,,,"[117.9, 12.5]",3895292,0,,,,,1.7537282,,Left Foot,True,,,"[114.2, 32.5]",High Pass,,20.33937,Incomplete,,,,,,,,,1,From Throw In,Alejandro Grimaldo García,10336.0,Left Wing Back,4,Bayer Leverkusen,904,['b3dd6663-dbd7-4d2f-a865-2720c8301035'],58,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:58.909,Pass,
,,,,,,,,,,,,,,,,,,2.802254,,,,,,,,,,,,,f256b1a6-5996-4f9e-91fe-0a85626e75c5,81,,,"[97.5, 16.0]",3895292,1,,,,,0.60477954,,Other,True,,,"[117.9, 30.1]",Low Pass,,24.798588,Incomplete,,Borja Iglesias Quintas,11391.0,,,,,Recovery,1,From Throw In,Piero Martín Hincapié Reyna,38004.0,Left Center Back,4,Bayer Leverkusen,904,"['622cba07-3af0-41ae-9ba3-66dfcce48df1', 'ad5bd45f-3b91-487d-a1c1-176656f90536']",1,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:01.822,Pass,
,,,,,,,,,,,,,,,,,,1.433416,,,,,,,,,,,,,b1def0fb-a7d4-4bc3-82e3-b208a92b8fa2,85,,,"[9.6, 45.5]",3895292,1,,,,,-1.4025308,,Right Foot,,,,"[14.9, 14.3]",Ground Pass,,31.64696,,,Diogo Filipe Monteiro Pinto Leite,11175.0,,,,,,1,Regular Play,Frederik Rønnow,12420.0,Goalkeeper,5,Union Berlin,190,['43772787-f010-4406-a347-afd157d8bea2'],13,,,,,,,,,,,,,,,,Union Berlin,190,00:01:13.617,Pass,
,,,,,,,,,,,,,,,,,,1.278101,,,,,,,,,,,,,45deacef-521a-4e34-bf30-d0c4735f5645,88,,,"[20.0, 10.2]",3895292,1,,,,,1.9347752,,Left Foot,,,,"[13.6, 27.0]",Ground Pass,,17.977764,,,Kevin Vogt,8397.0,,,,,,1,Regular Play,Diogo Filipe Monteiro Pinto Leite,11175.0,Left Center Back,5,Union Berlin,190,['431c9380-85fa-4d8f-b751-711920037831'],17,,,,,,,,,,,,,,,,Union Berlin,190,00:01:17.252,Pass,
,,,,,,,,,,,,,,,,,,1.789725,,,,,,,,,,,,,91a87e73-546c-45de-8181-0f75677a03a9,91,,,"[24.0, 27.6]",3895292,1,,,,,-0.86544067,,Right Foot,,,,"[41.2, 7.4]",Ground Pass,,26.530737,,,Diogo Filipe Monteiro Pinto Leite,11175.0,,,,,,1,Regular Play,Kevin Vogt,8397.0,Center Back,5,Union Berlin,190,['b0b0a90a-b13a-4fe5-a104-0b3a3c70564e'],21,,,,,,,,,,,,,,,,Union Berlin,190,00:01:21.661,Pass,
,,,,,,,,,,,,,,,,,,0.843021,,,,,,,,,,,,,21a3bce8-cef2-46c9-b7ad-47d844062e9a,95,,,"[45.3, 6.6]",3895292,1,,,,,0.2536741,,Left Foot,,,,"[64.2, 11.5]",Ground Pass,,19.524857,,,András Schäfer,42822.0,,,,,,1,Regular Play,Diogo Filipe Monteiro Pinto Leite,11175.0,Left Center Back,5,Union Berlin,190,"['34411d62-b19f-47d4-93e3-7be6beaf9207', 'ab4793c7-35f9-46b8-8507-cd8da398e22a']",24,,,,,,,,,,,,,,,,Union Berlin,190,00:01:24.636,Pass,True
,,,,,,,,,,,,,,,,,,0.403823,,,,,,,,,,,,,1c4ee7e9-f9a8-4a11-8ac6-e8918f72c2ae,98,,,"[65.7, 10.4]",3895292,1,,,,,-1.9313623,,Right Foot,,,,"[63.4, 4.3]",Ground Pass,,6.519202,,,Robin Gosens,6985.0,,,,,,1,Regular Play,András Schäfer,42822.0,Left Center Midfield,5,Union Berlin,190,['bebec5c2-12aa-4334-bba6-c2f9286b0d9a'],26,,,,,,,,,,,,,,,,Union Berlin,190,00:01:26.349,Pass,
,,,,,,,,,,,,,,,,,,6.333573,,,,,,,,,,,,,d6779562-330c-4ab0-b79c-79e388f9d6ec,101,,,"[63.4, 4.3]",3895292,1,,,,,0.07592059,,Left Foot,,,,"[117.3, 8.4]",Low Pass,,54.055714,Incomplete,,Yorbe Vertessen,32537.0,,,,,,1,Regular Play,Robin Gosens,6985.0,Left Wing Back,5,Union Berlin,190,"['8fe10c14-8fd1-4bb1-bf47-b2533da232ab', 'bb90bdd6-5484-4499-9594-d1f02434140e']",26,,,,,,,,,,,,,,,,Union Berlin,190,00:01:26.873,Pass,
,,,,,,,,,,,,,,,,,,1.578381,,,,,,,,,,,,,5479c7ba-2bdf-41a2-b416-30142e10b3ef,104,,,"[0.8, 69.4]",3895292,1,,True,,,-0.9967398,,Right Foot,,,,"[11.6, 52.7]",Ground Pass,,19.887936,,,Jonathan Tah,8221.0,,,,,,1,Regular Play,Odilon Kossonou,27133.0,Right Center Back,6,Bayer Leverkusen,904,['590f227e-b872-4b9b-bde3-d4ac3c4a998e'],34,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:34.246,Pass,
,,,,,,,,,,,,,,,,,,1.802988,,,,,,,,,,,,,1f57a75a-b1a5-4094-8d16-bc05207bc692,106,,,"[20.6, 50.3]",3895292,1,,True,,,-1.1787046,,Right Foot,,,,"[30.4, 26.6]",Ground Pass,,25.646248,,,Granit Xhaka,3500.0,,,,,,1,Regular Play,Jonathan Tah,8221.0,Center Back,6,Bayer Leverkusen,904,['2310a008-c8d6-4a4b-a79d-a9edca94017b'],37,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:37.784,Pass,
,,,,,,,,,,,,,,,,,,1.01105,,,,,,,,,,,,,03fef400-dad5-4121-b63a-5f061ec1467d,108,,,"[45.3, 17.6]",3895292,1,,,,,-2.205823,,Right Foot,,,,"[36.9, 6.2]",Ground Pass,,14.160508,,,Piero Martín Hincapié Reyna,38004.0,,,,,,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,6,Bayer Leverkusen,904,['e9856c89-556e-4c72-94ea-029aac50c105'],43,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:43.161,Pass,
,,,,,,,,,,,,,,,,,,1.417997,,,,,,,,,,,,,51b436a0-0f36-46b7-a246-7dbabe321de6,111,,,"[35.9, 7.2]",3895292,1,,,,,1.8227124,,Left Foot,,,,"[29.8, 30.9]",Ground Pass,,24.472433,,,Jonathan Tah,8221.0,,,,,,1,Regular Play,Piero Martín Hincapié Reyna,38004.0,Left Center Back,6,Bayer Leverkusen,904,['200b55d9-58b1-4a73-8ac9-dae3950d06bb'],45,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:45.477,Pass,
,,,,,,,,,,,,,,,,,,0.952883,,,,,,,,,,,,,0eab3204-7136-4c6d-b594-4391619f8d17,114,,,"[29.5, 31.5]",3895292,1,,,,,1.0666304,,Right Foot,,,,"[37.5, 46.0]",Ground Pass,,16.560495,,,Robert Andrich,9195.0,,,,,,1,Regular Play,Jonathan Tah,8221.0,Center Back,6,Bayer Leverkusen,904,['bd20a79e-9986-459d-a069-31713e438615'],48,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:48.266,Pass,
,,,,,,,,,,,,,,,,,,0.891411,,,,,,,,,,,,,5ad5a58e-496b-4b56-932f-33a97fe4b7e9,116,,,"[37.5, 46.0]",3895292,1,,,,,-2.1229494,,Left Foot,,,,"[30.6, 34.8]",Ground Pass,,13.154847,,,Jonathan Tah,8221.0,,,,,,1,Regular Play,Robert Andrich,9195.0,Right Defensive Midfield,6,Bayer Leverkusen,904,['d565dd4c-a70d-4d49-9797-8abb4bb3dc1c'],49,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:49.219,Pass,
,,,,,,,,,,,,,,,,,,1.977615,,,,,,,,,,,,,53f2cdbc-6a0d-4e2e-8e8b-04efac5869e8,119,,,"[29.7, 34.8]",3895292,1,,,,,1.4321566,,Right Foot,,,,"[35.1, 73.5]",Ground Pass,,39.07493,,,Odilon Kossonou,27133.0,,,,,,1,Regular Play,Jonathan Tah,8221.0,Center Back,6,Bayer Leverkusen,904,['36798a0a-bd90-4ba5-bc48-1547f733888f'],51,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:51.310,Pass,
,,,,,,,,,,,,,,,,,,0.920146,,,,,,,,,,,,,418a326f-3349-4ce0-a634-132ebb3b0228,122,,,"[36.7, 73.1]",3895292,1,,,,,-1.0025753,,Right Foot,,,,"[45.0, 60.1]",Ground Pass,,15.423683,,,Florian Wirtz,40724.0,,,,,,1,Regular Play,Odilon Kossonou,27133.0,Right Center Back,6,Bayer Leverkusen,904,['36da8cd0-d435-4342-b10f-405ff0e5e361'],55,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:55.313,Pass,
,,,,,,,,,,,,,,,,,,1.155494,,,,,,,,,,,,,e2120acd-4b5c-4e1a-aaac-a816a2f627e8,125,,,"[43.6, 60.9]",3895292,1,,,,,3.1281707,,Right Foot,,,,"[28.7, 61.1]",Ground Pass,,14.901342,,,Robert Andrich,9195.0,,,,,,1,Regular Play,Florian Wirtz,40724.0,Right Attacking Midfield,6,Bayer Leverkusen,904,['ca58db71-523b-4afc-a1bf-94fbd1670f7f'],56,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:56.326,Pass,
,,,,,,,,,,,,,,,,,,2.838986,,,,,,,,,,,,,44e728c3-f932-47ea-8dd8-a58aaedc0e63,128,,,"[27.9, 60.9]",3895292,1,,,,,-1.6247978,,Right Foot,,,,"[26.3, 31.3]",Ground Pass,,29.643211,,,Jonathan Tah,8221.0,,,,,,1,Regular Play,Robert Andrich,9195.0,Right Defensive Midfield,6,Bayer Leverkusen,904,['441d137b-3f45-4dd7-8683-f540bcb9e1ff'],57,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:57.877,Pass,
