50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.100094,,,,,,,,,,,,,,11e909cf-1292-4ff6-877b-047271284066,23,,"[46.9, 10.8]",3895060,0,,,,,2.6578135,,Right Foot,,,,"[35.1, 17.0]",,Ground Pass,,13.329666,,,Edmond Fayçal Tapsoba,30606.0,,,,,,1,Regular Play,Exequiel Alejandro Palacios,28268.0,Right Defensive Midfield,3,Bayer Leverkusen,904,"['9f680d72-f947-4b6e-a483-04e6cb981cf5', 'b718de1e-9955-427d-a714-9612b515b37f']",24,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:24.083,Pass,True
,,,,,,,,,,,,,,,,1.385777,,,,,,,,,,,,,,92c1b7bb-eaee-47f1-bb28-3688ba247c98,26,,"[50.3, 36.3]",3895060,0,,,,,-1.2342594,,Right Foot,,,,"[61.6, 4.0]",,Ground Pass,,34.219585,,,Exequiel Alejandro Palacios,28268.0,,,,,,1,Regular Play,Edmond Fayçal Tapsoba,30606.0,Left Center Back,3,Bayer Leverkusen,904,['d8bafa86-623c-428c-b507-6da8d83df984'],34,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:34.447,Pass,
,,,,,,,,,,,,,,,,0.91588,,,,,,,,,,,,,,90e3b280-77a2-42f8-80a1-789498a383d1,30,,"[70.0, 6.1]",3895060,0,,,,,0.43163884,,Right Foot,,,,"[86.5, 13.7]",,Ground Pass,,18.166178,,,Alejandro Grimaldo García,10336.0,,,,,,1,Regular Play,Exequiel Alejandro Palacios,28268.0,Right Defensive Midfield,3,Bayer Leverkusen,904,"['26deaac5-4c1c-429d-bc3b-a714e513cc0c', 'cea8c7fe-1b2f-4beb-9b6b-0c11f999b909']",39,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:39.080,Pass,True
,,,,,,,,,,,,,,,,0.57387,,,,,,,,,,,,,,b20d045a-73cb-4eab-8dfc-bc07269ce986,34,,"[87.1, 9.7]",3895060,0,,,,,-2.2062492,,Left Foot,,,,"[81.2, 1.7]",,Ground Pass,,9.940322,,,Victor Okoh Boniface,32289.0,,,,,,1,Regular Play,Alejandro Grimaldo García,10336.0,Left Wing Back,3,Bayer Leverkusen,904,"['998ca3a4-a5cc-4a15-9c36-122431d2f843', 'e435a0b9-4c8a-4470-b59a-5ec58d706789']",41,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:41.000,Pass,True
,,,,,,,,,,,,,,,,0.710761,,,,,,,,,,,,,,d4bf08dc-9205-4261-8876-566102e23931,37,,"[81.2, 1.7]",3895060,0,,,,,0.94992065,,Right Foot,,,,"[92.0, 16.8]",,Ground Pass,,18.56475,,,Florian Wirtz,40724.0,,,,,,1,Regular Play,Victor Okoh Boniface,32289.0,Center Forward,3,Bayer Leverkusen,904,['747510a6-98ed-4a69-9400-5617988abdfa'],41,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:41.612,Pass,
,,,,,,,,,,,,,,,,1.116327,,,,,,,,,,,,,,244fd2c8-b53e-4e9e-8f15-a3d4fc996e95,41,,"[91.8, 16.4]",3895060,0,,,,,-2.427502,,Right Foot,,,,"[84.3, 9.9]",,Ground Pass,,9.924717,,,Victor Okoh Boniface,32289.0,,,,,,1,Regular Play,Florian Wirtz,40724.0,Left Wing,3,Bayer Leverkusen,904,"['65a00927-90a1-4c33-a35c-363da5bcaaeb', 'e2b37f00-81ce-493d-9f04-3b60b2d08ff3']",42,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:42.468,Pass,True
,,,,,,,,,,,,,,,,1.450158,,,,,,,,,,,,,,e7838e3a-3874-4ca3-b660-ea74ef2c384d,47,,"[22.3, 52.0]",3895060,0,,,,,0.43725622,,Right Foot,,,,"[48.4, 64.2]",,High Pass,,28.810589,,,Tomáš Čvančara,45567.0,,,,,Recovery,1,Regular Play,Maximilian Wöber,8068.0,Left Center Back,3,Bayer Leverkusen,904,['f2ada232-d480-4ba1-abd7-75e39f0030a3'],45,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:45.689,Pass,
,,,,,,,,,,,,,,,,0.964436,,,,,,,,,,,,,,a2f0fa0d-a8be-4dae-886f-c4f1e40c1b23,53,,"[41.7, 17.2]",3895060,0,,,,,0.8297041,,Right Foot,,,,"[51.4, 27.8]",,Ground Pass,,14.368368,,,Granit Xhaka,3500.0,,,,,,1,Regular Play,Edmond Fayçal Tapsoba,30606.0,Left Center Back,3,Bayer Leverkusen,904,['edf8e33e-3227-4baf-8b1e-c9798a4bffb1'],54,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:54.304,Pass,
,,,,,,,,,,,,,,,,0.972774,,,,,,,,,,,,,,6260cbb1-d2f6-4026-baaa-31ce8297fc11,56,,"[51.4, 27.8]",3895060,0,,,,,2.4444602,,Left Foot,,,,"[39.1, 38.1]",,Ground Pass,,16.043068,,,Jonathan Tah,8221.0,,,,,,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,3,Bayer Leverkusen,904,['909fb80b-31ba-4530-924f-36e24598500e'],56,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:56.117,Pass,
,,,,,,,,,,,,,,,,1.225346,,,,,,,,,,,,,,73b4ab23-4ab4-4983-91d2-d8e21f5270f8,59,,"[49.7, 50.4]",3895060,0,,,,,0.7815959,,Right Foot,,,,"[62.9, 63.5]",,Ground Pass,,18.597042,,,Odilon Kossonou,27133.0,,,,,,1,Regular Play,Jonathan Tah,8221.0,Center Back,3,Bayer Leverkusen,904,['50b41d81-f36f-4161-a4d2-36ba1befc4be'],59,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:59.139,Pass,
,,,,,,,,,,,,,,,,3.656853,,,,,,,,,,,,,,215702bd-988d-4c16-b912-098e706dc436,62,,"[71.4, 70.7]",3895060,1,,,,,-0.28097257,,Right Foot,,,,"[110.9, 59.3]",,Ground Pass,,41.112164,Incomplete,,Victor Okoh Boniface,32289.0,,,,,,1,Regular Play,Odilon Kossonou,27133.0,Right Center Back,3,Bayer Leverkusen,904,"['0e01a3a4-1219-481f-a5e6-55796434f5bb', 'd9141f23-47e6-4f96-8d68-afdb07320f56']",2,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:02.170,Pass,
,,,,,,,,,,,,,,,,1.064468,,,,,,,,,,,,,,d9141f23-47e6-4f96-8d68-afdb07320f56,64,,"[9.2, 20.8]",3895060,1,,,,,2.0466757,,Right Foot,,,,"[2.5, 33.8]",,Ground Pass,,14.624979,,,Jonas Omlin,29003.0,,,,,Recovery,1,Regular Play,Ko Itakura,29595.0,Center Back,3,Bayer Leverkusen,904,"['215702bd-988d-4c16-b912-098e706dc436', '77baec20-ea17-4e90-9865-9ea44e5b9906']",5,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:05.827,Pass,
,,,,,,,,,,,,,,,,1.788689,,,,,,,,,,,,,,22f1fbed-caed-4cd7-a01a-4c33238f8369,67,,"[2.5, 33.8]",3895060,1,,,,,-1.3368425,,Right Foot,,,,"[7.6, 12.4]",,High Pass,,21.99932,Incomplete,,Marvin Friedrich,9174.0,,,,,,1,Regular Play,Jonas Omlin,29003.0,Goalkeeper,3,Bayer Leverkusen,904,"['2ca85bad-b7b5-47d4-931f-36e0b6ca84c8', 'b98a316d-476c-4b9c-8842-e1bedddaa80c']",7,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:07.471,Pass,
,,,,,,,,,,,,True,,,,0.598043,,,,,,,,,,,,,,b98a316d-476c-4b9c-8842-e1bedddaa80c,69,,"[112.5, 67.7]",3895060,1,,,,,-1.735945,,Right Foot,,,,"[110.2, 53.9]",,Low Pass,,13.990354,Incomplete,,Florian Wirtz,40724.0,,,,,Interception,1,Regular Play,Jonas Hofmann,8804.0,Right Wing,3,Bayer Leverkusen,904,"['22f1fbed-caed-4cd7-a01a-4c33238f8369', 'ba95ec5e-1bbc-4177-9b95-d5d01d513f38', 'eacb7d73-9ad3-4ec1-80ea-616c89070d06']",9,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:09.260,Pass,
,,,,,,,,,,,,,,,,0.603237,,,,,,,,,,,,,,17ae4e97-cbd8-431e-b4f2-0f5e66ead733,72,,"[120.0, 80.0]",3895060,2,,,,,-2.7282622,,Left Foot,,,,"[114.3, 77.5]",,Ground Pass,,6.2241464,,,Jonas Hofmann,8804.0,,,,,Corner,1,From Corner,Alejandro Grimaldo García,10336.0,Left Wing Back,4,Bayer Leverkusen,904,['ee2a9e51-6167-4107-b5d7-222a8364c5b2'],14,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:14.286,Pass,
,,,,,,,,,,,,,,,,1.613169,,,,,,,,,,,,,,df1f5572-1cdb-4db5-a7fe-c8a1f4b2dbc4,75,,"[115.6, 74.6]",3895060,2,,,,,-2.6524727,,Right Foot,,,,"[103.2, 68.0]",,Ground Pass,,14.047064,,,Alejandro Grimaldo García,10336.0,,,,,,1,From Corner,Jonas Hofmann,8804.0,Right Wing,4,Bayer Leverkusen,904,['2ee5f551-c20e-44d1-ae04-f3a72bb838fd'],16,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:16.044,Pass,
,,,,,,,,,,,,,,,,1.281544,,,,,,,,,,,,,,a62239ed-a51a-421b-8166-92c7a2439ab1,78,,"[103.2, 68.6]",3895060,2,,,,,-1.45488,,Left Foot,True,,,"[106.6, 39.4]",,High Pass,,29.397278,Incomplete,,Jonathan Tah,8221.0,,,,,,1,From Corner,Alejandro Grimaldo García,10336.0,Left Wing Back,4,Bayer Leverkusen,904,"['860f5c36-ef9b-4b21-bc71-35e0157762a2', 'a94f1482-b5d0-45ea-9c8a-a578eb26ade6']",18,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:18.344,Pass,
,,,,,,,,,,,,,,,,1.21626,,,,,,,,,,,,,,d0c874f5-c964-4141-8b5a-b4603dc98153,81,,"[95.8, 49.2]",3895060,2,,,,True,-0.2165503,,,,,,"[100.8, 48.1]",,High Pass,,5.1195703,Incomplete,,Victor Okoh Boniface,32289.0,,,,,Recovery,1,From Corner,Jonathan Tah,8221.0,Center Back,4,Bayer Leverkusen,904,"['8716c4f7-df1a-4c73-86c6-7af9557668c9', 'c97920dc-91b1-4ba4-90d4-d2ee1eb8ec4f', 'fc1d2703-50cf-44fc-9a11-e2005c1a4742']",21,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:21.241,Pass,True
,,,,,,,,,,,,,,,,2.553119,,,,,,,,,,,,,,8716c4f7-df1a-4c73-86c6-7af9557668c9,84,,"[19.3, 32.0]",3895060,2,,,,,0.06712589,,Right Foot,,,,"[31.2, 32.8]",,High Pass,,11.926861,,,Marvin Friedrich,9174.0,,,,,Recovery,1,Regular Play,Tomáš Čvančara,45567.0,Center Forward,5,Borussia Mönchengladbach,185,"['4e4aad3f-1662-4b68-818c-8a861d35dad3', 'd0c874f5-c964-4141-8b5a-b4603dc98153']",22,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:22.457,Pass,
,,,,,,,,,,,,,,,,2.458329,,,,,,,,,,,,,,2af2b993-757d-4545-8b47-d555bd5647ba,86,,"[31.6, 32.7]",3895060,2,,,,,-1.5225247,,Right Foot,,,,"[32.6, 12.0]",,High Pass,,20.72414,,,Nathan Ngoumou Minpole,25039.0,,,,,,1,Regular Play,Marvin Friedrich,9174.0,Right Center Back,5,Borussia Mönchengladbach,185,['3a8e7135-5cd1-47d4-a1a8-caa6066bc446'],25,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:25.010,Pass,
,,,,,,,,,,,,,,,,3.5105,,,,,,,,,,,,,,fe614350-e134-46ba-8efb-925f5ac87ae7,89,,"[29.9, 12.1]",3895060,2,,,,,2.8028946,,Right Foot,,,,"[3.5, 21.4]",,Low Pass,,27.990177,,,Jonas Omlin,29003.0,,,,,,1,Regular Play,Nathan Ngoumou Minpole,25039.0,Right Wing,5,Borussia Mönchengladbach,185,['8135d562-0da3-440b-a0e2-268dae7d9672'],28,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:28.449,Pass,
,,,,,,,,,,,,,,,,2.164559,,,,,,,,,,,,,,7ce1c8d6-183a-46fb-8712-67062f116c4f,91,,"[3.5, 21.4]",3895060,2,,,,,-0.17182462,,Left Foot,,,,"[49.6, 13.4]",,High Pass,,46.788994,Incomplete,,Alassane Pléa,3230.0,,,,,,1,Regular Play,Jonas Omlin,29003.0,Goalkeeper,5,Borussia Mönchengladbach,185,"['02fdd3d0-6246-4121-a658-c8c64d83c9e7', '1e0d6109-9dfd-400c-a886-d2276b2b2b20']",31,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:31.959,Pass,
,,,,,,,,,,,,,,,,1.641713,,,,,,,,,,,,,,1e0d6109-9dfd-400c-a886-d2276b2b2b20,93,,"[70.5, 66.7]",3895060,2,,,,,0.8139618,,Right Foot,,,,"[82.4, 79.3]",,Ground Pass,,17.331186,Out,,Alejandro Grimaldo García,10336.0,,,,,Recovery,1,Regular Play,Odilon Kossonou,27133.0,Right Center Back,5,Borussia Mönchengladbach,185,"['37a43b9f-5690-41fd-b4f7-53215ab15ee1', '7ce1c8d6-183a-46fb-8712-67062f116c4f']",34,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:34.124,Pass,
,,,,,,,,,,,,,,,,1.161734,,,,,,,,,,,,,,4e375d5b-ebb2-4d0e-b207-d8f5f48b519d,95,,"[36.7, 0.1]",3895060,2,,,,,0.337735,,,,,,"[53.5, 6.0]",,High Pass,,17.805899,,,Tomáš Čvančara,45567.0,,,,,Throw-in,1,From Throw In,Joseph Scally,36830.0,Left Wing Back,6,Borussia Mönchengladbach,185,['b7679522-0480-4738-bd78-2caaca3efcd4'],49,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:49.096,Pass,
,,,,,,,,,,,,,,,,0.145345,,,,,,,,,,,,,,3da63f38-33cc-453a-a47d-f5fddd0db82f,97,,"[51.5, 5.6]",3895060,2,,,,,0.6578886,,Head,,,,"[53.7, 7.3]",,Low Pass,,2.7802877,Incomplete,,Alassane Pléa,3230.0,,,,,,1,From Throw In,Tomáš Čvančara,45567.0,Center Forward,6,Borussia Mönchengladbach,185,"['e162f8fa-b3ce-4052-a096-680bf2c9ed8d', 'fadd2877-2d12-4f52-a99d-15c1947850eb']",50,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:50.279,Pass,
,,,,,,,,,,,,,,,,1.315227,,,,,,,,,,,,,,83a981d0-c68a-4645-befd-6421a44de32e,100,,"[69.9, 74.1]",3895060,2,,,,,-2.6779451,,Left Foot,,,,"[64.5, 71.4]",,Low Pass,,6.0373836,,,Odilon Kossonou,27133.0,,,,,Recovery,1,Regular Play,Jeremie Frimpong,32712.0,Right Wing Back,7,Bayer Leverkusen,904,['d913e425-9576-4a3d-9cfa-9644dc4fe9cd'],51,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:51.056,Pass,
,,,,,,,,,,,,,,,,1.114266,,,,,,,,,,,,,,d62d62b7-c9b1-40eb-a2bc-3f2316e75eab,103,,"[55.2, 77.3]",3895060,2,,,,,-2.6899564,,Right Foot,,,,"[41.8, 70.8]",,Ground Pass,,14.893287,,,Jonathan Tah,8221.0,,,,,,1,Regular Play,Odilon Kossonou,27133.0,Right Center Back,7,Bayer Leverkusen,904,['6938e47e-7ab0-40be-a612-0fe4c4455675'],53,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:53.952,Pass,
,,,,,,,,,,,,,,,,1.135628,,,,,,,,,,,,,,28304a25-17b2-4ae7-9a8e-35e91168ca28,106,,"[39.8, 67.7]",3895060,2,,,,,-1.1625193,,Left Foot,,,,"[47.5, 49.9]",,Ground Pass,,19.394072,,,Granit Xhaka,3500.0,,,,,,1,Regular Play,Jonathan Tah,8221.0,Center Back,7,Bayer Leverkusen,904,['0adba78d-339a-4a8b-8bdc-ceecd0f2f935'],56,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:56.498,Pass,
,,,,,,,,,,,,,,,,3.402524,,,,,,,,,,,,,,2fc5de0a-efa3-4bd7-83a5-5b446e54cac9,109,,"[47.3, 49.7]",3895060,2,,,,,-0.060090173,,Left Foot,,,,"[108.8, 46.0]",,High Pass,,61.6112,Incomplete,,Jonas Hofmann,8804.0,,,,,,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,7,Bayer Leverkusen,904,"['de6d4bb5-8abc-4d0d-a036-80274fc3c4f9', 'f66b0a4a-2fea-4f85-86a3-956cc2693f46']",59,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:59.607,Pass,
,,,,,,,,,,,,,,,,1.474996,,,,,,,,,,,,,,34a96107-d3d3-4f1e-b3b0-ab8489dfe611,112,,"[14.7, 31.4]",3895060,3,,True,,,1.2267752,,Keeper Arm,,,,"[23.8, 56.8]",,Ground Pass,,26.980919,,,Marvin Friedrich,9174.0,,,,,,1,Regular Play,Jonas Omlin,29003.0,Goalkeeper,8,Borussia Mönchengladbach,185,['0ac53c63-d58c-46ac-a821-b050a0a98d60'],5,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:03:05.095,Pass,
