50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,48993343-f342-4c5d-85ed-08333e85d03f,1,,,3895286,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,,0,,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 8667, 'name': 'Lukáš Hrádecký'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 30606, 'name': 'Edmond Fayçal Tapsoba'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 12}, {'player': {'id': 8221, 'name': 'Jonathan Tah'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 38004, 'name': 'Piero Martín Hincapié Reyna'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 32712, 'name': 'Jeremie Frimpong'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 30}, {'player': {'id': 10336, 'name': 'Alejandro Grimaldo García'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 20}, {'player': {'id': 9195, 'name': 'Robert Andrich'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3500, 'name': 'Granit Xhaka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 34}, {'player': {'id': 8804, 'name': 'Jonas Hofmann'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 40724, 'name': 'Florian Wirtz'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 7044, 'name': 'Patrik Schick'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Bayer Leverkusen,904,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,046f8aed-da8e-40dc-bf30-70dec44a3ca2,2,,,3895286,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,,0,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 8393, 'name': 'Oliver Baumann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 20770, 'name': 'Ozan Muhammed Kabak'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 11396, 'name': 'Florian Grillitsch'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 11}, {'player': {'id': 426425, 'name': 'Tim Drexler'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 35}, {'player': {'id': 9397, 'name': 'Pavel Kadeřábek'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 3}, {'player': {'id': 134272, 'name': 'David Jurásek'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 19}, {'player': {'id': 48644, 'name': 'Anton Stach'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 5460, 'name': 'Andrej Kramarić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 251293, 'name': 'Umut Tohumcu'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 40}, {'player': {'id': 7829, 'name': 'Wout Weghorst'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 35242, 'name': 'Maximilian Beier'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 14}]}",Hoffenheim,175,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c4163771-1ec2-4799-a43d-a8a1843c54cb,3,,,3895286,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,['51dbd774-ae83-4ffd-b976-533cdb4d3b08'],0,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,51dbd774-ae83-4ffd-b976-533cdb4d3b08,4,,,3895286,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,['c4163771-1ec2-4799-a43d-a8a1843c54cb'],0,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,141e4270-6c02-48f2-9217-0cc1c9c88062,2131,,,3895286,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,76,Hoffenheim,175,['8f33065c-d0bd-426c-a25e-3fe499c95891'],0,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,8f33065c-d0bd-426c-a25e-3fe499c95891,2132,,,3895286,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,76,Hoffenheim,175,['141e4270-6c02-48f2-9217-0cc1c9c88062'],0,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.482301,,,,,,,,,,,,,,4c80f09c-b571-48af-bf63-7f6a86094c78,5,,"[61.0, 40.1]",3895286,0,,,,,3.102397,,Right Foot,,,"[40.6, 40.9]",,Ground Pass,,20.41568,,,,Tim Drexler,426425.0,,,,,,Kick Off,1,From Kick Off,Maximilian Beier,35242.0,Left Center Forward,2,Hoffenheim,175,['9cabf468-a9a6-4857-b480-c0527fb8a77f'],0,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.075,Pass,
,,,,,,,,,,,,,,,,,0.983702,,,,,,,,,,,,,,5173ea9e-2a2a-422c-bce0-bdf4979ce9b2,8,,"[41.2, 41.1]",3895286,0,,,,,-1.3045443,,Left Foot,,,"[41.8, 38.9]",,Ground Pass,,2.280351,,,,Florian Grillitsch,11396.0,,,,,,,1,From Kick Off,Tim Drexler,426425.0,Left Center Back,2,Hoffenheim,175,['8c133bb4-4bc7-42fb-8f1d-6b2545aaa6eb'],1,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:01.621,Pass,
,,,,,,,,,,,,,,,,,2.75317,,,,,,,,,,,,,,ad983e6b-78e5-49ec-a762-43153d491e7c,10,,"[41.8, 38.9]",3895286,0,,,,,0.4426139,,Right Foot,,,"[95.6, 64.4]",,High Pass,,59.5373,,Incomplete,,Pavel Kadeřábek,9397.0,,,,,,,1,From Kick Off,Florian Grillitsch,11396.0,Center Back,2,Hoffenheim,175,"['11d9e53b-6d4d-4f1a-b491-e2d0c64c2648', '4bd98c29-7907-4660-9514-a3deb735c988']",2,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:02.604,Pass,
,,,,,,,,,,,,,,,,,2.015459,,,,,,,,,,,,,,56afa23c-7d78-4d8d-bc5b-89c309e26459,15,,"[111.5, 80.0]",3895286,0,,,,,-1.6090755,,,,,"[110.6, 56.5]",,High Pass,,23.517227,,,,Wout Weghorst,7829.0,,,,,,Throw-in,1,From Throw In,Pavel Kadeřábek,9397.0,Right Wing Back,3,Hoffenheim,175,['1c7eda71-da56-4cd8-8f4f-9b5af0620c5d'],20,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:20.674,Pass,
