50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.257568,,,,,,,,,,,,,,c5e3d119-10a9-4e99-8f44-c390ff839be2,18,,"[83.4, 9.9]",3895167,0,,,,-3.0624897,,Right Foot,,,"[67.0, 8.6]",,Ground Pass,,16.451445,,,Maximilian Mittelstädt,12407.0,,,,,,,1,From Kick Off,Chris Führich,23614.0,Left Wing Back,2,VfB Stuttgart,174,['51aa9c19-c6b7-4d27-9a35-281a18b96c5d'],14,,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:14.425,Pass,
,,,,,,,,,,,,,,,,,,1.655367,,,,,,,,,,,,,,41f305c3-9a5f-40ed-9c06-cfcf4c8db36f,21,,"[64.5, 11.8]",3895167,0,,,,2.1834373,,Left Foot,,,"[52.2, 29.3]",,Ground Pass,,21.390184,,,Dan-Axel Zagadou,8226.0,,,,,,,1,From Kick Off,Maximilian Mittelstädt,12407.0,Left Center Back,2,VfB Stuttgart,174,['eda1ffac-3449-45ae-925a-48b368c37515'],16,,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:16.964,Pass,
,,,,,,,,,,,,,,,,,,1.886618,,,,,,,,,,,,,,32e84c80-4d46-4f76-aade-9dbd2718d647,24,,"[51.0, 28.0]",3895167,0,,,,-0.63629836,,Left Foot,,,"[77.8, 8.2]",,High Pass,,33.320866,,Incomplete,Chris Führich,23614.0,,,,,,,1,From Kick Off,Dan-Axel Zagadou,8226.0,Center Back,2,VfB Stuttgart,174,"['4d6af4a2-5182-464a-abd8-ef6b99f03d81', 'e8f83e51-3b00-4281-8b75-f10de6093252']",21,,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:21.296,Pass,
,,,,,,,,,,,,,,,,,,0.943042,,,,,,,,,,,,,,5f2cfaaa-ea7a-439b-be7b-8bc868438185,39,,"[34.1, 80.0]",3895167,2,,,,-0.2940391,,,,,"[48.3, 75.7]",,High Pass,,14.836779,,Incomplete,Victor Okoh Boniface,32289.0,,,,,,Throw-in,1,From Throw In,Jeremie Frimpong,32712.0,Right Wing Back,3,Bayer Leverkusen,904,"['0e3a9ccc-6599-4d66-9916-3aa25bb4db3c', '8867eb02-5264-4c7e-a6fe-81ed6741f40e']",2,,,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:02.037,Pass,
,,,,,,,,,,,,,,,,,,2.033287,,,,,,,,,,,,,,a83c9683-beac-49d9-8737-67e29b20c184,43,,"[75.9, 3.3]",3895167,2,,,,-0.0145975035,,Left Foot,,,"[89.6, 3.1]",,Low Pass,,13.70146,,,Deniz Undav,131243.0,,,,,,,1,Regular Play,Maximilian Mittelstädt,12407.0,Left Center Back,4,VfB Stuttgart,174,['c88be6f2-514c-49ed-9e30-216dcda7ea8c'],3,,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:02:03.516,Pass,
,,,,,,,,,,,,,,,,,,0.136365,,,,,,,,,,,,,,ccf0ba21-a667-4645-bcc2-597ba1f3c185,46,,"[100.8, 6.0]",3895167,2,,,,1.2946993,,Left Foot,,,"[102.5, 12.0]",,Ground Pass,,6.2361846,,Incomplete,Enzo Millot,45115.0,,,,,,,1,Regular Play,Deniz Undav,131243.0,Right Attacking Midfield,4,VfB Stuttgart,174,"['48898bb9-062e-45d5-ab63-ebf9409d71ec', 'bc098798-d59c-4ba2-96b1-49996594f644']",7,,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:02:07.710,Pass,
,,,,,,,,,,,,,,,,,,0.506475,,,,,,,,,,,,,,4e5260d5-9898-44ee-8dc3-20c725b29f0c,55,,"[110.5, 22.9]",3895167,2,,,,1.8301281,,Right Foot,,,"[109.2, 27.8]",,Ground Pass,,5.0695167,,,Serhou Guirassy,9102.0,,,,,,,1,Regular Play,Deniz Undav,131243.0,Right Attacking Midfield,4,VfB Stuttgart,174,['1e4c1236-d042-4a2e-b744-ca5c14075596'],11,,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:02:11.126,Pass,
,,,,,,,,,,,,,,,,,,0.670724,,,,,,,,,,,,,,35f5858d-0f0d-464b-9495-7aabf390dbe5,58,,"[109.5, 27.2]",3895167,2,,,,-2.1708465,5b582d4e-54c6-40be-8804-0a24cb1faa11,Right Foot,,,"[106.9, 23.4]",,Ground Pass,,4.604346,,,Chris Führich,23614.0,True,,,,,,1,Regular Play,Serhou Guirassy,9102.0,Center Forward,4,VfB Stuttgart,174,"['15019caf-4b74-44f3-9341-ff384ec04d64', 'f305e1f4-7088-4396-a352-76ce2549d35e']",11,,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:02:11.632,Pass,True
,,,,,,,,,,,,,,,,,,1.532347,,,,,,,,,,,,,,de8782ee-aed4-4768-8938-6bd5321cb249,64,,"[120.0, 0.1]",3895167,2,,,,1.7714891,,Right Foot,,,"[111.7, 40.9]",,High Pass,True,41.63568,,Incomplete,Dan-Axel Zagadou,8226.0,,,True,Inswinging,,Corner,1,From Corner,Chris Führich,23614.0,Left Wing Back,5,VfB Stuttgart,174,"['010f5e91-ac23-4435-82fa-e1ff63d55460', 'e4de1738-2171-4922-ac00-39de0b633153']",39,,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:02:39.644,Pass,
,,,,,,,,,,,,,,,,,,4.347838,,,,,,,,,,,,,,00fb2ab0-1ada-4ad2-ad79-590719373016,70,,"[14.9, 35.4]",3895167,2,,,,0.5734142,,Keeper Arm,,,"[70.8, 71.5]",,High Pass,,66.54337,,,Florian Wirtz,40724.0,,,,,,,1,From Keeper,Lukáš Hrádecký,8667.0,Goalkeeper,6,Bayer Leverkusen,904,['dc74bf93-3a00-4a41-9f69-ae94390cc596'],46,,,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:46.420,Pass,
,,,,,,,,,,,,,,,,,,1.639804,,,,,,,,,,,,,,80af77da-9286-44ff-8f73-64c090a6061c,76,,"[41.3, 0.1]",3895167,3,,,,2.907392,,,,,"[21.6, 4.8]",,Low Pass,,20.252901,,,Dan-Axel Zagadou,8226.0,,,,,,Throw-in,1,From Throw In,Maximilian Mittelstädt,12407.0,Left Center Back,7,VfB Stuttgart,174,['85b0a2ef-6a8f-473e-a431-e20dba6373b7'],1,,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:03:01.124,Pass,
,,,,,,,,,,,,,,,,,,1.347677,,,,,,,,,,,,,,09ffae36-2c46-4da0-a05d-f8bfb9706137,79,,"[20.1, 7.2]",3895167,3,,,,2.1937053,,Right Foot,,,"[4.8, 28.5]",,Ground Pass,,26.22556,,,Alexander Nübel,20662.0,,,,,,,1,From Throw In,Dan-Axel Zagadou,8226.0,Center Back,7,VfB Stuttgart,174,['4e2f9a2f-fa70-4ff6-b9da-015e5b631a3d'],3,,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:03:03.932,Pass,
,,,,,,,,,,,,,,,,,,1.518829,,,,,,,,,,,,,,cd168e82-f511-4f77-9ddf-7f8db4ad5bcd,82,,"[6.3, 34.5]",3895167,3,,,,0.96163285,,Left Foot,,,"[15.3, 47.4]",,Ground Pass,,15.729272,,,Waldemar Anton,8538.0,,,,,,,1,From Throw In,Alexander Nübel,20662.0,Goalkeeper,7,VfB Stuttgart,174,['d3bf1f7a-a180-4929-a0ee-1929d93f6f8f'],8,,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:03:08.963,Pass,
,,,,,,,,,,,,,,,,,,1.273015,,,,,,,,,,,,,,fe5ca66f-85f5-41b9-9e8f-17c1b904a251,85,,"[22.3, 54.4]",3895167,3,,,,1.0034654,,Left Foot,,,"[36.0, 75.9]",,Ground Pass,,25.493921,,,Josha Mamadou Karaboue Vagnoman,10012.0,,,,,,,1,From Throw In,Waldemar Anton,8538.0,Right Center Back,7,VfB Stuttgart,174,['619516ac-77e7-415d-bd82-54140ed83605'],13,,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:03:13.277,Pass,
,,,,,,,,,,,,,,,,,,1.340085,,,,,,,,,,,,,,754cab0f-2995-4683-94d4-9f913919e2b6,88,,"[33.9, 73.0]",3895167,3,,,,-2.6271412,,Right Foot,,,"[15.5, 62.6]",,Ground Pass,,21.135752,,,Waldemar Anton,8538.0,,,,,,,1,From Throw In,Josha Mamadou Karaboue Vagnoman,10012.0,Right Wing Back,7,VfB Stuttgart,174,['5d57f4de-3d88-4400-b55d-03c8b0e75367'],15,,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:03:15.987,Pass,
,,,,,,,,,,,,,,,,,,1.429678,,,,,,,,,,,,,,c563137a-5b79-4196-8695-82ef019a695d,91,,"[13.8, 60.4]",3895167,3,,,,-2.2175548,,Right Foot,,,"[2.7, 45.7]",,Ground Pass,,18.420097,,,Alexander Nübel,20662.0,,,,,,,1,From Throw In,Waldemar Anton,8538.0,Right Center Back,7,VfB Stuttgart,174,['a5bcddb3-1c87-46a8-86ec-c812f81f9fec'],17,,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:03:17.762,Pass,
,,,,,,,,,,,,,,,,,,1.166236,,,,,,,,,,,,,,21a77448-84d6-4c19-b0a7-957f214064ae,95,,"[3.1, 46.4]",3895167,3,,,,1.6121927,,Right Foot,,,"[2.4, 63.3]",,Ground Pass,,16.914492,,,Waldemar Anton,8538.0,,,,,,,1,From Throw In,Alexander Nübel,20662.0,Goalkeeper,7,VfB Stuttgart,174,"['21b5fa42-c09a-4e19-b158-b3351391ebd0', '9a1a68f8-65d9-4b7e-b327-3fb8d57a74a5']",20,,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:03:20.281,Pass,True
,,,,,,,,,,,,,,,,,,3.38133,,,,,,,,,,,,,,329e283d-fe8d-4dbb-99f0-41d1091af65d,98,,"[23.5, 78.3]",3895167,3,,,,0.031529438,,Right Foot,,,"[77.4, 80.0]",,High Pass,,53.926804,,Out,Josha Mamadou Karaboue Vagnoman,10012.0,,,,,,,1,From Throw In,Waldemar Anton,8538.0,Right Center Back,7,VfB Stuttgart,174,['3e388801-622f-4dbf-816c-4bb3342170aa'],25,,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:03:25.860,Pass,
,,,,,,,,,,,,,,,,,,1.60784,,,,,,,,,,,,,,d546747a-819a-4dd2-8b6c-910a930f9e5f,100,,"[43.2, 0.1]",3895167,3,,,,3.01975,,,,,"[23.6, 2.5]",,Low Pass,,19.746391,,,Edmond Fayçal Tapsoba,30606.0,,,,,,Throw-in,1,From Throw In,Alejandro Grimaldo García,10336.0,Left Wing Back,8,Bayer Leverkusen,904,['06ab3276-8550-48f6-ad5c-cf3d949ce9b8'],32,,,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:03:32.050,Pass,
,,,,,,,,,,,,,,,,,,2.050604,,,,,,,,,,,,,,ee3ccbd6-762a-4d9e-a2fb-92a21a1420e2,104,,"[21.2, 3.5]",3895167,3,,,,2.095457,,Right Foot,,,"[4.3, 32.7]",,Ground Pass,,33.73796,,,Lukáš Hrádecký,8667.0,,,,,,,1,From Throw In,Edmond Fayçal Tapsoba,30606.0,Left Center Back,8,Bayer Leverkusen,904,"['7ff094a6-afbb-42cf-bba1-2c87513ff9cb', 'e924e0f5-4ca0-4ee0-affb-4d08f6b257f5']",34,,,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:03:34.102,Pass,True
,,,,,,,,,,,,,,,,,,0.908803,,,,,,,,,,,,,,82fbcda6-eb83-4e79-a67c-89d6f9102581,107,,"[4.1, 53.1]",3895167,3,,,,0.9673628,,Left Foot,,,"[9.2, 60.5]",,Ground Pass,,8.987213,,,Jonathan Tah,8221.0,,,,,,,1,From Throw In,Lukáš Hrádecký,8667.0,Goalkeeper,8,Bayer Leverkusen,904,['c8c671d3-10bf-4397-93e3-de09cadc8598'],39,,,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:03:39.443,Pass,
,,,,,,,,,,,,,,,,,,1.862974,,,,,,,,,,,,,,14d694d0-1e62-4563-890f-79231ad13b9a,110,,"[13.5, 63.5]",3895167,3,,,,-1.3431517,,Right Foot,,,"[19.5, 37.6]",,Ground Pass,,26.5859,,,Exequiel Alejandro Palacios,28268.0,,,,,,,1,From Throw In,Jonathan Tah,8221.0,Center Back,8,Bayer Leverkusen,904,['d1b345c9-e821-4981-ae75-d9bd46b64451'],42,,,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:03:42.293,Pass,
,,,,,,,,,,,,,,,,,,1.825695,,,,,,,,,,,,,,d1972bf1-d431-44da-8268-7ecc32f5b0ce,114,,"[19.3, 37.3]",3895167,3,,,,-2.0815787,,Right Foot,,,"[7.7, 16.6]",,Ground Pass,,23.728674,,,Edmond Fayçal Tapsoba,30606.0,,,,,,,1,From Throw In,Exequiel Alejandro Palacios,28268.0,Left Defensive Midfield,8,Bayer Leverkusen,904,"['386603cd-47d1-4be6-96e8-ca7771901154', '75dbefa0-c2a5-4f06-87c9-5fc341b1354a']",44,,,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:03:44.196,Pass,True
,,,,,,,,,,,,,,,,,,1.238393,,,,,,,,,,,,,,10454472-387c-4ca9-b57b-3089387756bf,117,,"[1.9, 3.5]",3895167,3,,,,1.4121411,,Right Foot,,,"[4.3, 18.5]",,Ground Pass,,15.190786,,,Exequiel Alejandro Palacios,28268.0,,,,,,,1,From Throw In,Edmond Fayçal Tapsoba,30606.0,Left Center Back,8,Bayer Leverkusen,904,['df961cd3-c49d-462e-bc6d-b16252b49132'],50,,,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:03:50.035,Pass,
,,,,,,,,,,,,,,,,,,1.233244,,,,,,,,,,,,,,4b2fe8eb-52c9-4572-bf8f-ddfb5c3ef858,121,,"[3.3, 21.4]",3895167,3,,,,0.19888587,,Right Foot,,,"[16.2, 24.0]",,Ground Pass,,13.159408,,,Granit Xhaka,3500.0,,,,,,,1,From Throw In,Exequiel Alejandro Palacios,28268.0,Left Defensive Midfield,8,Bayer Leverkusen,904,"['128f4729-dc59-4673-b3b9-7387025634c5', '4c3cc2de-03ab-42f3-ac79-37784086d66a']",52,,,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:03:52.554,Pass,True
,,,,,,,,,,,,,,,,,,0.365809,,,,,,,,,,,,,,ca7d22a4-d9eb-458c-a23f-d58c9cd097a5,125,,"[15.4, 24.0]",3895167,3,,,,-2.4210386,,Left Foot,,,"[11.3, 20.4]",,High Pass,,5.456189,,Incomplete,Edmond Fayçal Tapsoba,30606.0,,,,,,,1,From Throw In,Granit Xhaka,3500.0,Right Defensive Midfield,8,Bayer Leverkusen,904,"['4980fedf-55b8-404d-86de-842c919c1714', '76f49692-c7c1-4aa6-972d-8256d5d7531d', 'f2d0b5fc-49d1-4471-8ee3-e367a65b6976']",53,,,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:03:53.828,Pass,True
,,,,,,,,,,,,,,,,,,1.101223,,,,,,,,,,,,,,71ccab98-67a9-4776-acbc-0ef20699a75d,129,,"[12.6, 40.9]",3895167,3,True,,,0.72187054,,Keeper Arm,,,"[33.5, 59.3]",,Low Pass,,27.845467,,,Odilon Kossonou,27133.0,,,,,,,1,From Throw In,Lukáš Hrádecký,8667.0,Goalkeeper,8,Bayer Leverkusen,904,['e70d919e-ed81-43d4-8360-eb982a33d432'],58,,,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:03:58.666,Pass,
,,,,,,,,,,,,,,,,,,1.758561,,,,,,,,,,,,,,f840d994-2dcf-441f-b1b3-143f42c108cc,131,,"[75.9, 52.1]",3895167,4,,,,-1.2605019,,Right Foot,,,"[81.8, 33.7]",,Ground Pass,,19.322784,,,Florian Wirtz,40724.0,,,,,,,1,From Throw In,Odilon Kossonou,27133.0,Right Center Back,8,Bayer Leverkusen,904,['6388de58-5645-4716-b269-7a4a3c1871f5'],5,,,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:04:05.445,Pass,
,,,,,,,,,,,,,,,,,,0.451226,,,,,,,,,,,,,,1ec79cdd-24fb-4105-86cc-7bb1604bb507,135,,"[91.3, 31.0]",3895167,4,,,,-1.4117732,,Right Foot,,,"[93.0, 20.4]",,Ground Pass,,10.7354555,,,Alejandro Grimaldo García,10336.0,,,,,,,1,From Throw In,Florian Wirtz,40724.0,Right Wing,8,Bayer Leverkusen,904,['cdbeb687-b950-498b-874b-bfcd34584694'],9,,,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:04:09.630,Pass,
,,,,,,,,,,,,,,,,,,0.920054,,,,,,,,,,,,,,094c54bd-e3d5-41fa-b993-63773dab37f3,138,,"[101.0, 19.7]",3895167,4,,,,-0.97459716,,Left Foot,,,"[106.7, 11.3]",,Ground Pass,,10.151355,,,Amine Adli,33401.0,,,,,,,1,From Throw In,Alejandro Grimaldo García,10336.0,Left Wing Back,8,Bayer Leverkusen,904,['7d44407f-07c4-4e60-b144-61b7b005f791'],11,,,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:04:11.306,Pass,
