50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.926422,,,,,,,,,,,,,31528025-7c8a-4a3c-abf4-a6b496204f3f,17,,"[25.1, 25.0]",3895074,0,,,,,2.3595166,,Right Foot,,"[10.0, 40.0]",,Ground Pass,,21.28403,,,,Lukáš Hrádecký,8667.0,,,,,,1,From Kick Off,Jonathan Tah,8221.0,Center Back,2,Bayer Leverkusen,904,['7913f543-9fcd-488e-84d6-8a14f0455694'],9,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:09.754,Pass,
,,,,,,,,,,,,,,,,,,,2.311067,,,,,,,,,,,,,5b924c30-ccff-4008-a917-fda9ba37cba4,21,,"[10.2, 40.0]",3895074,0,,,,,1.3588868,,Left Foot,,"[15.6, 65.1]",,Ground Pass,,25.674307,,,,Odilon Kossonou,27133.0,,,,,,1,From Kick Off,Lukáš Hrádecký,8667.0,Goalkeeper,2,Bayer Leverkusen,904,"['7962ad90-9dc3-435e-b10a-9bbfa62c5d21', 'bd76ea17-62ca-436b-b60f-ebbce8df5a58']",11,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:11.800,Pass,True
,,,,,,,,,,,,,,,,,,,1.367174,,,,,,,,,,,,,59d5f7d4-b2c8-4777-ad5d-f682a5be2482,24,,"[16.3, 67.5]",3895074,0,,,,,0.49432853,,Right Foot,,"[31.7, 75.8]",,Ground Pass,,17.494286,,,,Jeremie Frimpong,32712.0,,,,,,1,From Kick Off,Odilon Kossonou,27133.0,Right Center Back,2,Bayer Leverkusen,904,['740e3759-e2fa-4c08-bb5e-ac9ff7760fce'],14,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:14.659,Pass,
,,,,,,,,,,,,,,,,,,,0.290578,,,,,,,,,,,,,4453ce7d-4348-41a1-a86f-beae68288f76,27,,"[28.9, 74.8]",3895074,0,,,,,-2.961739,,Right Foot,,"[25.6, 74.2]",,Low Pass,,3.354102,,Incomplete,,Odilon Kossonou,27133.0,,,,,,1,From Kick Off,Jeremie Frimpong,32712.0,Right Wing Back,2,Bayer Leverkusen,904,"['4917b4e0-e17c-4412-bec0-734319e40d03', '8eadb67c-5080-4a27-836f-922f5a6eeeb6']",16,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:16.482,Pass,
,,,,,,,,,,,,,,,,,,,0.925298,,,,,,,,,,,,,5a772691-1265-464f-aabd-c573e8a0ab8c,30,,"[36.2, 80.0]",3895074,0,,,,,-1.7681919,,,,"[34.9, 73.5]",,Low Pass,,6.6287255,,,,Robert Andrich,9195.0,,,,,Throw-in,1,From Throw In,Jeremie Frimpong,32712.0,Right Wing Back,3,Bayer Leverkusen,904,['71b87a61-6e42-47b4-b6be-ca855a10d871'],29,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:29.290,Pass,
,,,,,,,,,,,,,,,,,,,3.001746,,,,,,,,,,,,,0eb76ef4-ed2e-4a58-b18f-6a3f6722f9e1,33,,"[34.8, 73.1]",3895074,0,,,,,-0.5605426,,Right Foot,,"[57.9, 58.6]",,High Pass,,27.273796,,Incomplete,,,,,,,,,1,From Throw In,Robert Andrich,9195.0,Right Defensive Midfield,3,Bayer Leverkusen,904,['3eaad870-8b07-4e98-b321-069674f3f82b'],30,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:30.255,Pass,
,,,,,,,,,,,,,,,,,,,1.251362,,,,,,,,,,,,,3eaad870-8b07-4e98-b321-069674f3f82b,34,,"[62.2, 21.5]",3895074,0,,,,,-0.04720899,,Right Foot,,"[74.9, 20.9]",,Low Pass,,12.714166,,Incomplete,,Thomas Müller,5562.0,,,,,Recovery,1,From Throw In,Dayotchanculle Upamecano,8519.0,Right Center Back,3,Bayer Leverkusen,904,"['0eb76ef4-ed2e-4a58-b18f-6a3f6722f9e1', '3d40db80-19ae-4784-9115-8a64c8382f1f', 'f7ccc18b-f57d-473d-aef2-7b018211ff13']",33,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:33.257,Pass,
,,,,,,,,,,,,,,,,,,,2.575861,,,,,,,,,,,,,06029eea-1721-442f-b067-5ea6dc7b0631,38,,"[78.7, 16.4]",3895074,0,,,,True,-0.804146,,,,"[94.4, 0.1]",,High Pass,,22.631393,,Out,,Serge Gnabry,8400.0,,,,,Recovery,1,From Throw In,Harry Kane,10955.0,Center Forward,3,Bayer Leverkusen,904,"['22e32209-bb97-4c30-9b3b-beee02261e71', '68b68600-4736-4bb8-96f4-4648b096d2ad']",37,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:37.531,Pass,True
,,,,,,,,,,,,,,,,,,,3.270813,,,,,,,,,,,,,7773b9fa-34dc-44fc-95f0-80ebcf280e8c,40,,"[28.8, 80.0]",3895074,0,,,,,-0.5318727,,,,"[58.2, 62.7]",,High Pass,,34.112316,,Incomplete,,Victor Okoh Boniface,32289.0,,,,,Throw-in,1,From Throw In,Jeremie Frimpong,32712.0,Right Wing Back,4,Bayer Leverkusen,904,"['4ee5d31d-6e7c-4942-8760-1f2e13c7ba9c', '592ec0c8-e456-449d-a137-235f6bfd6017']",53,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:53.615,Pass,
,,,,,,,,,,,,,,,,,,,2.432667,,,,,,,,,,,,,0c14b70a-ac75-4bf6-b4df-53b669c54b6c,44,,"[58.2, 21.9]",3895074,0,,,,,1.6917831,,Right Foot,,"[54.2, 54.8]",,Ground Pass,,33.14227,,,,Konrad Laimer,8506.0,,,,,,1,Regular Play,Dayotchanculle Upamecano,8519.0,Right Center Back,5,Bayern Munich,169,['ea520500-8ba0-47a7-ac12-b4c9c0a92146'],58,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:58.080,Pass,
,,,,,,,,,,,,,,,,,,,2.9729,,,,,,,,,,,,,124b56b6-5aad-473a-a03d-51ba544e2841,48,,"[65.2, 78.4]",3895074,1,,,,,-2.9843123,,Left Foot,,"[42.5, 74.8]",,Ground Pass,,22.98369,,,,Dayotchanculle Upamecano,8519.0,,,,,,1,Regular Play,Konrad Laimer,8506.0,Right Back,5,Bayern Munich,169,"['0abe475e-507a-4aa0-8898-55101c96acf3', 'e0937145-d1ed-4877-a928-cbb18cbb25ca']",6,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:06.238,Pass,True
,,,,,,,,,,,,,,,,,,,1.225617,,,,,,,,,,,,,e8a7f976-a305-43a3-a4fa-8c50b143e343,51,,"[42.1, 73.2]",3895074,1,,,,,-1.4787495,,Right Foot,,"[43.9, 53.7]",,Ground Pass,,19.582901,,,,Joshua Kimmich,5579.0,,,,,,1,Regular Play,Dayotchanculle Upamecano,8519.0,Right Center Back,5,Bayern Munich,169,['28009e86-e67a-4c78-9ae9-9631dcd03d8d'],9,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:09.782,Pass,
,,,,,,,,,,,,,,,,,,,1.891041,,,,,,,,,,,,,eb933861-289b-4a65-8450-301c0f249de2,54,,"[47.7, 42.6]",3895074,1,,,,,-1.2895641,,Right Foot,,"[56.8, 11.1]",,Ground Pass,,32.78811,,,,Alphonso Davies,12365.0,,,,,,1,Regular Play,Joshua Kimmich,5579.0,Right Defensive Midfield,5,Bayern Munich,169,['347e4824-813c-43a1-9ab5-557ddfa469ae'],13,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:13.346,Pass,
,,,,,,,,,,,,,,,,,,,1.220898,,,,,,,,,,,,,f9364b88-b733-45cf-a170-19bd0c68cdbc,57,,"[63.7, 8.8]",3895074,1,,,,,1.3343402,,Left Foot,,"[65.7, 17.1]",,Ground Pass,,8.537564,,,,Leon Goretzka,6324.0,,,,,,1,Regular Play,Alphonso Davies,12365.0,Left Back,5,Bayern Munich,169,['195e209c-bc46-4725-ad21-f82a13d77148'],17,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:17.699,Pass,
,,,,,,,,,,,,,,,,,,,0.859198,,,,,,,,,,,,,5aab8dfd-d52c-4f67-806a-20e57ec5d557,59,,"[65.4, 17.2]",3895074,1,,,,,2.465249,,Right Foot,,"[57.8, 23.3]",,Ground Pass,,9.745255,,,,Joshua Kimmich,5579.0,,,,,,1,Regular Play,Leon Goretzka,6324.0,Left Defensive Midfield,5,Bayern Munich,169,['d027a7a8-d227-41d0-854b-c86a4a71e20b'],18,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:18.920,Pass,
,,,,,,,,,,,,,,,,,,,1.508885,,,,,,,,,,,,,4accf764-c81d-4823-937b-355299ea8c73,62,,"[57.1, 26.2]",3895074,1,,,,,1.5568438,,Right Foot,,"[57.4, 47.7]",,Ground Pass,,21.502092,,,,Dayotchanculle Upamecano,8519.0,,,,,,1,Regular Play,Joshua Kimmich,5579.0,Right Defensive Midfield,5,Bayern Munich,169,['13c22074-4da3-469f-af37-643f4a6d2211'],21,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:21.955,Pass,
,,,,,,,,,,,,,,,,,,,1.145064,,,,,,,,,,,,,2893e770-31b5-4ebb-841e-a1658c844d55,65,,"[71.0, 56.2]",3895074,1,,,,,1.1793123,,Right Foot,,"[78.1, 73.4]",,Ground Pass,,18.607794,,,,Konrad Laimer,8506.0,,,,,,1,Regular Play,Dayotchanculle Upamecano,8519.0,Right Center Back,5,Bayern Munich,169,['2a4b618e-fbb6-4fd9-b3f6-17220dbb0cd2'],28,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:28.117,Pass,
,,,,,,,,,,,,,,,,,,,1.139733,,,,,,,,,,,,,e68a1a15-69d7-40f2-b136-55b7c64aef10,69,,"[93.2, 77.8]",3895074,1,,,,,3.1415927,,Right Foot,,"[86.4, 77.8]",,Ground Pass,,6.8,,,,Leroy Sané,3053.0,,,,,,1,Regular Play,Konrad Laimer,8506.0,Right Back,5,Bayern Munich,169,['43dbd405-1322-474b-af1c-daa2625cddd6'],32,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:32.973,Pass,
,,,,,,,,,,,,,,,,,,,1.115348,,,,,,,,,,,,,5043e3af-3c3c-4fde-b62f-9da75c031686,72,,"[84.7, 75.6]",3895074,1,,,,,-2.175576,,Left Foot,,"[75.3, 62.0]",,Ground Pass,,16.532393,,,,Joshua Kimmich,5579.0,,,,,,1,Regular Play,Leroy Sané,3053.0,Right Wing,5,Bayern Munich,169,['fdbc2ce9-1260-4093-84c7-967fefe71601'],35,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:35.589,Pass,
,,,,,,,,,,,,,,,,,,,2.373707,,,,,,,,,,,,,a1aa8792-71c5-4cec-8342-1f1de877fc46,75,,"[75.9, 44.6]",3895074,1,,,,,-0.34147042,0ba11e25-68d9-45a5-8a08-7fb1024e737b,Left Foot,,"[116.7, 30.1]",,High Pass,,43.3,,,,Serge Gnabry,8400.0,True,,Through Ball,True,,1,Regular Play,Joshua Kimmich,5579.0,Right Defensive Midfield,5,Bayern Munich,169,['82c166fa-ade3-48e4-9cfd-0a7b77351e5d'],39,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:39.037,Pass,
,,,,,,,,,,,,,,,,,,,3.368424,,,,,,,,,,,,,0b6f9a01-cab0-4450-8c8e-e8a2b415b444,81,,"[6.0, 44.0]",3895074,2,,,,,0.34746057,,Right Foot,,"[67.3, 66.2]",,High Pass,,65.19609,,Incomplete,,Robert Andrich,9195.0,,,,,Goal Kick,1,From Goal Kick,Lukáš Hrádecký,8667.0,Goalkeeper,6,Bayer Leverkusen,904,"['05f4b123-540f-4b43-a68b-46fc44a2574b', 'bc8b5564-9e71-4619-ad90-083edca2dee7']",39,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:39.012,Pass,
,,,,,,,,,,,,,,,,,,,2.041533,,,,,,,,,,,,,05f4b123-540f-4b43-a68b-46fc44a2574b,84,,"[52.8, 13.9]",3895074,2,,,,True,-0.41562963,,,,"[70.7, 6.0]",,High Pass,,19.565786,,Incomplete,,Serge Gnabry,8400.0,,,,,Recovery,1,From Goal Kick,Leon Goretzka,6324.0,Left Defensive Midfield,6,Bayer Leverkusen,904,"['0b6f9a01-cab0-4450-8c8e-e8a2b415b444', '19959a0b-6c86-46c0-9154-90dcb3274904', '818c8ff2-8fc7-49ca-bf1a-66ee14e04123', '83c0b97d-595b-4c62-a67d-02d252a05533']",42,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:02:42.380,Pass,True
,,,,,,,,,,,,,,,,,,,0.713712,,,,,,,,,,,,,bc45eb44-defd-46ed-bc67-78f41b3effdf,89,,"[43.2, 74.9]",3895074,2,,,,,-1.1626472,,Right Foot,,"[46.4, 67.5]",,Ground Pass,,8.062258,,,,Robert Andrich,9195.0,,,,,,1,From Goal Kick,Odilon Kossonou,27133.0,Right Center Back,6,Bayer Leverkusen,904,['8f6737e1-8bab-492b-b76d-4cba4a059b36'],48,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:48.346,Pass,
,,,,,,,,,,,,,,,,,,,0.050551,,,,,,,,,,,,,e15c7501-c465-49c6-afe7-55599ee22e67,92,,"[46.6, 67.1]",3895074,2,,,,,-1.8399638,,Left Foot,,"[45.8, 64.2]",,Ground Pass,,3.0083218,,Incomplete,,Granit Xhaka,3500.0,,,,,,1,From Goal Kick,Robert Andrich,9195.0,Right Defensive Midfield,6,Bayer Leverkusen,904,"['3529544a-55ae-4fbc-b0a6-e133216fba2d', 'bdf70f16-88b6-449e-8210-b470cb150f2f']",49,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:49.459,Pass,
,,,,,,,,,,,,,,,,,,,0.966622,,,,,,,,,,,,,0f604741-1adb-4f2d-bb36-69d25b830a30,97,,"[72.5, 19.1]",3895074,2,,,,,1.0050949,,Left Foot,,"[80.5, 31.7]",,Ground Pass,,14.925146,,,,Leroy Sané,3053.0,,,,,Recovery,1,Regular Play,Thomas Müller,5562.0,Center Attacking Midfield,7,Bayern Munich,169,['3a3474fc-bc26-4b2c-9646-fa317842c2cb'],51,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:02:51.767,Pass,
,,,,,,,,,,,,,,,,,,,0.434461,,,,,,,,,,,,,fb712513-b992-4a5c-8a59-43f670f391d7,101,,"[80.5, 31.7]",3895074,2,,,,,-0.2573237,,Right Foot,,"[88.1, 29.7]",,Ground Pass,,7.858753,,,,Harry Kane,10955.0,,,,,,1,Regular Play,Leroy Sané,3053.0,Right Wing,7,Bayern Munich,169,"['0df566b3-c230-4f74-a1bd-86295b48f77a', 'e0806731-5ca1-42b9-9333-560ee6c98f92']",52,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:02:52.774,Pass,True
,,,,,,,,,,,,,,,,,,,2.162818,,,,,,,,,,,,,89a8bd74-951e-4c23-a496-04913466501f,105,,"[93.6, 28.2]",3895074,2,,,,,1.0578613,,Right Foot,,"[103.4, 45.6]",,Ground Pass,,19.969978,,,,Leroy Sané,3053.0,,,,,Recovery,1,Regular Play,Serge Gnabry,8400.0,Left Wing,7,Bayern Munich,169,['5a0d418d-7511-405c-ba51-15fb7e282758'],54,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:02:54.549,Pass,
,,,,,,,,,,,,,,,,,,,0.921595,,,,,,,,,,,,,71814c80-6b24-462b-b190-bc0ad39356b2,109,,"[113.9, 55.7]",3895074,2,,,,,-2.4066567,9d894c83-4d3f-457c-8167-97b6db92e3f0,Right Foot,,"[108.7, 51.0]",,Ground Pass,,7.0092797,,,,Konrad Laimer,8506.0,True,,,,,1,Regular Play,Leroy Sané,3053.0,Right Wing,7,Bayern Munich,169,"['7535129a-5e29-4a40-a33b-c0deff6f0719', '78e092bd-bb76-4223-adde-2335fd790049']",58,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:02:58.158,Pass,True
,,,,,,,,,,,,,,,,,,,1.644577,,,,,,,,,,,,,f998a84a-8533-4e54-850c-88e4a0db962e,113,,"[9.6, 35.7]",3895074,3,,True,,,-0.18119669,,Keeper Arm,,"[22.7, 33.3]",,Ground Pass,,13.318033,,,,Granit Xhaka,3500.0,,,,,,1,From Keeper,Lukáš Hrádecký,8667.0,Goalkeeper,9,Bayer Leverkusen,904,['cb6fbffa-59d1-43d8-af07-26ed640e156b'],1,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:03:01.829,Pass,
,,,,,,,,,,,,,,,,,,,1.832082,,,,,,,,,,,,,ce15aad7-cb49-40f2-bbae-d11549fc88e6,117,,"[27.2, 30.9]",3895074,3,,,,,-1.0733674,,Right Foot,,"[41.1, 5.3]",,Ground Pass,,29.130224,,,,Florian Wirtz,40724.0,,,,,,1,From Keeper,Granit Xhaka,3500.0,Left Defensive Midfield,9,Bayer Leverkusen,904,"['c082b06e-6ae3-427f-9f8f-ba08b12a6a7c', 'e69e807d-e72f-4442-b1ea-1e86de28df50']",3,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:03:03.484,Pass,True
,,,,,,,,,,,,,,,,,,,1.03193,,,,,,,,,,,,,d601a651-0860-4ee7-8858-cbed02a392c0,131,,"[68.2, 69.1]",3895074,3,,,,,2.13229,,Right Foot,,"[64.3, 75.3]",,Ground Pass,,7.324616,,,,Leroy Sané,3053.0,,,,,,1,Regular Play,Leon Goretzka,6324.0,Left Defensive Midfield,10,Bayern Munich,169,"['8e6de0e3-d843-41cd-a76f-99c0f554aa5c', '9ffa48a6-bcaf-4c18-b6c8-4fecebaed612']",11,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:03:11.107,Pass,True
