bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,fe1c825d-11b0-48e7-a5e7-5d2d89eef306,1,,,3895320,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,,0,,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 8667, 'name': 'Lukáš Hrádecký'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 27133, 'name': 'Odilon Kossonou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 8221, 'name': 'Jonathan Tah'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 30606, 'name': 'Edmond Fayçal Tapsoba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 32712, 'name': 'Jeremie Frimpong'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 30}, {'player': {'id': 10336, 'name': 'Alejandro Grimaldo García'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 20}, {'player': {'id': 9195, 'name': 'Robert Andrich'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 28268, 'name': 'Exequiel Alejandro Palacios'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 8804, 'name': 'Jonas Hofmann'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 33401, 'name': 'Amine Adli'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 7044, 'name': 'Patrik Schick'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Bayer Leverkusen,904,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,81fa003c-4af5-48a9-acff-c69431bd09d5,2,,,3895320,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,,0,,,,,,,,,,,,,,,,,"{'formation': 4222, 'lineup': [{'player': {'id': 20662, 'name': 'Alexander Nübel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 33}, {'player': {'id': 29227, 'name': 'Leonidas Stergiou'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 8538, 'name': 'Waldemar Anton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 95272, 'name': 'Hiroki Ito'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 12407, 'name': 'Maximilian Mittelstädt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 7}, {'player': {'id': 20947, 'name': 'Atakan Karazor'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 45115, 'name': 'Enzo Millot'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 28805, 'name': 'Jamie Leweling'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 18}, {'player': {'id': 23614, 'name': 'Chris Führich'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 27}, {'player': {'id': 131243, 'name': 'Deniz Undav'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 26}, {'player': {'id': 9102, 'name': 'Serhou Guirassy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",VfB Stuttgart,174,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,d545f5a2-6d41-413e-ab04-045087dc5b98,3,,,3895320,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,['afc6f2de-a7c6-4cc2-924c-392af1ebc681'],0,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,afc6f2de-a7c6-4cc2-924c-392af1ebc681,4,,,3895320,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,['d545f5a2-6d41-413e-ab04-045087dc5b98'],0,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,6fdf0faf-be7f-409c-8e32-bfff93769e9a,1923,,,3895320,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,82,Bayer Leverkusen,904,['6e65407b-e18e-48b2-912a-cf627c33cc68'],0,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,6e65407b-e18e-48b2-912a-cf627c33cc68,1924,,,3895320,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,82,Bayer Leverkusen,904,['6fdf0faf-be7f-409c-8e32-bfff93769e9a'],0,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.886264,,,,,,,,,,024da782-9037-4378-8fbb-fa103fea5919,5,,"[61.0, 40.1]",3895320,0,,,,-3.1168628,,Left Foot,,,,"[32.7, 39.4]",,Ground Pass,,28.308657,,,,Hiroki Ito,95272.0,,,,,Kick Off,1,From Kick Off,Enzo Millot,45115.0,Left Defensive Midfield,2,VfB Stuttgart,174,['65728baf-bc86-4cd3-a89c-24af6262d682'],0,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:00.320,Pass,
,,,,,,,,,,,,,,,,3.346787,,,,,,,,,,4f7b7119-de8d-45ca-aad3-46e68a7b0f55,8,,"[34.3, 39.0]",3895320,0,,,,0.6485346,,Left Foot,,,,"[81.8, 75.0]",,High Pass,,59.600754,,,,Serhou Guirassy,9102.0,,,,,,1,From Kick Off,Hiroki Ito,95272.0,Left Center Back,2,VfB Stuttgart,174,['31e852b3-decf-4688-8c0f-d439ac5267bd'],3,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:03.571,Pass,
,,,,,,,,,,,,,,,,0.45434,,,,,,,,,,448cdfe8-c045-4783-a074-a6647bcd9829,11,,"[81.8, 75.0]",3895320,0,,,True,2.2332227,,,,,,"[77.9, 80.0]",,Low Pass,,6.3411355,,Out,,,,,,,,,1,From Kick Off,Serhou Guirassy,9102.0,Left Center Forward,2,VfB Stuttgart,174,['fa3f10f4-a134-4a4c-a0aa-7e2ef0242806'],7,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:07.119,Pass,True
,,,,,,,,,,,,,,,,2.382463,,,,,,,,,,9770ed9d-e9d4-4e28-bae1-79848dc7cc7f,12,,"[35.6, 0.1]",3895320,0,,,,2.8939521,,,,,,"[9.1, 6.8]",,Low Pass,,27.333862,,,,Edmond Fayçal Tapsoba,30606.0,,,,,Throw-in,1,From Throw In,Alejandro Grimaldo García,10336.0,Left Wing Back,3,Bayer Leverkusen,904,['83e61af6-4e50-437d-912b-ef3dcf6c89ce'],17,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:17.876,Pass,
