50_50,bad_behaviour_card,ball_receipt_outcome,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7f498384-e379-41b8-bdd2-8bf16412e8cc,1,,,3895134,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hoffenheim,175,,0,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 8393, 'name': 'Oliver Baumann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 20770, 'name': 'Ozan Muhammed Kabak'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8397, 'name': 'Kevin Vogt'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 22}, {'player': {'id': 13292, 'name': 'Kevin Akpoguma'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 16294, 'name': 'Robert Skov'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 29}, {'player': {'id': 9133, 'name': 'Marius Bülter'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 21}, {'player': {'id': 48644, 'name': 'Anton Stach'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 24845, 'name': 'Finn Ole Becker'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 9159, 'name': 'Grischa Prömel'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 7829, 'name': 'Wout Weghorst'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 35242, 'name': 'Maximilian Beier'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 14}]}",Hoffenheim,175,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,4af6d17a-69ad-4bca-aece-f3be76c10138,2,,,3895134,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hoffenheim,175,,0,,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 8667, 'name': 'Lukáš Hrádecký'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 27133, 'name': 'Odilon Kossonou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 8221, 'name': 'Jonathan Tah'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 30606, 'name': 'Edmond Fayçal Tapsoba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 32712, 'name': 'Jeremie Frimpong'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 30}, {'player': {'id': 10336, 'name': 'Alejandro Grimaldo García'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 20}, {'player': {'id': 28268, 'name': 'Exequiel Alejandro Palacios'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 3500, 'name': 'Granit Xhaka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 34}, {'player': {'id': 8804, 'name': 'Jonas Hofmann'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 40724, 'name': 'Florian Wirtz'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 32289, 'name': 'Victor Okoh Boniface'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Bayer Leverkusen,904,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,a281da9d-e3f4-43f1-ac2e-f46bbd04fed0,3,,,3895134,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hoffenheim,175,['6d5e4ad7-9dd8-428b-97f9-5eee0ee14c17'],0,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6d5e4ad7-9dd8-428b-97f9-5eee0ee14c17,4,,,3895134,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hoffenheim,175,['a281da9d-e3f4-43f1-ac2e-f46bbd04fed0'],0,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e4e72355-ffd9-4e67-a843-880505a93bad,2067,,,3895134,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,78,Hoffenheim,175,['87646c55-37c0-4c39-a880-711c7399faae'],0,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,87646c55-37c0-4c39-a880-711c7399faae,2068,,,3895134,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,78,Hoffenheim,175,['e4e72355-ffd9-4e67-a843-880505a93bad'],0,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.960408,,,,,,,,,,,,,,1bed9ec9-1af9-4570-a620-8aab3469a6dd,5,,"[60.0, 40.0]",3895134,0,,,,2.980605,,Right Foot,,,,"[36.6, 43.8]",,Ground Pass,23.70654,,,,,Kevin Vogt,8397.0,,,,,,Kick Off,1,From Kick Off,Maximilian Beier,35242.0,Left Center Forward,2,Hoffenheim,175,['50dad646-a7c1-450b-8a63-2e2fd90b3cd1'],0,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.991,Pass,
,,,,,,,,,,,,,,,,,1.388029,,,,,,,,,,,,,,6acfcb07-7343-4821-aa28-a91f66140043,8,,"[35.8, 42.9]",3895134,0,,,,-1.5707964,,Right Foot,,,,"[35.8, 40.5]",,Ground Pass,2.4,,,,,Kevin Akpoguma,13292.0,,,,,,,1,From Kick Off,Kevin Vogt,8397.0,Center Back,2,Hoffenheim,175,['0195cc34-10dc-41e9-ada9-e853f9c16f02'],2,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:02.954,Pass,
,,,,,,,,,,,,,,,,,5.969534,,,,,,,,,,,,,,5342ea84-0732-454a-9551-8bc9fbe70d05,10,,"[35.8, 40.5]",3895134,0,,,,0.32840234,,Right Foot,,,,"[116.8, 68.1]",,High Pass,85.57313,,,Incomplete,,Wout Weghorst,7829.0,,,,,,,1,From Kick Off,Kevin Akpoguma,13292.0,Left Center Back,2,Hoffenheim,175,"['174d1bd5-23b1-403b-b417-fc59eab9339c', '7604592e-b68b-4f0b-a7ff-eca7a0e2440b']",4,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:04.342,Pass,
,,,,,,,,,,,,,,,,,0.978695,,,,,,,,,,,,,,897c5f7a-b611-400d-a4bd-546cbba4e897,15,,"[1.9, 13.4]",3895134,0,,,,0.8562471,,Left Foot,,,,"[9.1, 21.7]",,Low Pass,10.9877205,,,,,Edmond Fayçal Tapsoba,30606.0,,,,,,,1,Regular Play,Alejandro Grimaldo García,10336.0,Left Wing Back,3,Bayer Leverkusen,904,"['635f9e3a-22a3-4328-aa0d-299e2244750f', '74e102e0-b7bc-4d69-a21b-fe814eb02b6e']",10,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:10.962,Pass,True
