50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,d109e813-a171-4eab-bd01-20c8e0a2d54b,21,,"[31.3, 45.0]",3895067,0,,,,,-0.23684876,,Right Foot,,,,"[40.0, 42.9]",,Ground Pass,,8.949861,,,,,Exequiel Alejandro Palacios,28268.0,,,,,,1,From Free Kick,Jonathan Tah,8221.0,Center Back,3,Bayer Leverkusen,904,['4dbc35f7-4520-4c1d-a0c1-81c1760b2c40'],27,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:27.093,Pass,
,,,,,,,,,,,,,,,,,2.493713,,,,,,,,,,,,447b0a0c-05be-471b-aaf1-2bc3a39574a6,24,,"[40.0, 36.5]",3895067,0,,,,,-1.1120386,,Right Foot,,,,"[56.2, 3.7]",,Ground Pass,,36.582508,,,,,Alejandro Grimaldo García,10336.0,,,,,,1,From Free Kick,Exequiel Alejandro Palacios,28268.0,Right Defensive Midfield,3,Bayer Leverkusen,904,['b3acab4e-f147-4ab7-8b84-8d90f00ed126'],29,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:29.485,Pass,
,,,,,,,,,,,,,,,,,1.238532,,,,,,,,,,,,7ec1b841-0000-48ef-8b63-277239da3299,26,,"[54.5, 2.8]",3895067,0,,True,,,2.3107712,,Left Foot,,,,"[41.9, 16.6]",,Ground Pass,,18.686893,,,,,Edmond Fayçal Tapsoba,30606.0,,,,,,1,From Free Kick,Alejandro Grimaldo García,10336.0,Left Wing Back,3,Bayer Leverkusen,904,['c1ae8433-3128-4a28-aae7-22525204f668'],32,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:32.594,Pass,
,,,,,,,,,,,,,,,,,1.599999,,,,,,,,,,,,2385fdd1-5767-4de2-9c4b-54ed4e9d1e43,28,,"[42.1, 33.5]",3895067,0,,,,,1.3503574,,Right Foot,,,,"[48.8, 63.4]",,Ground Pass,,30.641476,,,,,Odilon Kossonou,27133.0,,,,,,1,From Free Kick,Edmond Fayçal Tapsoba,30606.0,Left Center Back,3,Bayer Leverkusen,904,['5647da51-88db-4e25-a864-8610b7aaea93'],37,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:37.042,Pass,
,,,,,,,,,,,,,,,,,0.955248,,,,,,,,,,,,846dfbba-d9ca-4a4e-9f80-b12670b4085e,31,,"[49.2, 62.3]",3895067,0,,,,,-1.3943558,,Right Foot,,,,"[51.5, 49.4]",,Ground Pass,,13.103435,,,,,Granit Xhaka,3500.0,,,,,,1,From Free Kick,Odilon Kossonou,27133.0,Right Center Back,3,Bayer Leverkusen,904,['e04b6836-a1e8-4472-b5ef-4f602b2c983e'],41,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:41.586,Pass,
,,,,,,,,,,,,,,,,,1.239998,,,,,,,,,,,,468623e8-7e76-4b78-b553-f607b9fb4b07,35,,"[49.7, 50.3]",3895067,0,,,,,3.0180023,,Left Foot,,,,"[33.6, 52.3]",,Ground Pass,,16.223747,,,,,Jonathan Tah,8221.0,,,,,,1,From Free Kick,Granit Xhaka,3500.0,Left Defensive Midfield,3,Bayer Leverkusen,904,['4334c761-3d76-4734-89ce-0d25fd4d1d5c'],42,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:42.831,Pass,
,,,,,,,,,,,,,,,,,0.657821,,,,,,,,,,,,04713f82-6bc1-4e6b-904b-eb4fd56d5eb3,38,,"[41.6, 41.1]",3895067,0,,,,,-0.17826746,,Right Foot,,,,"[52.7, 39.1]",,Ground Pass,,11.278741,,,,,Granit Xhaka,3500.0,,,,,,1,From Free Kick,Jonathan Tah,8221.0,Center Back,3,Bayer Leverkusen,904,['5f268cd7-74fc-4aea-9caa-8cdf9d717648'],48,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:48.209,Pass,
,,,,,,,,,,,,,,,,,0.690781,,,,,,,,,,,,efcf17d5-c042-4aaf-b0d7-93d7c93295e4,41,,"[51.5, 37.6]",3895067,0,,,,,1.0455527,,Left Foot,,,,"[56.6, 46.4]",,Ground Pass,,10.171038,,,,,Florian Wirtz,40724.0,,,,,,1,From Free Kick,Granit Xhaka,3500.0,Left Defensive Midfield,3,Bayer Leverkusen,904,['671975c8-652d-4d37-a960-34ea283e6839'],50,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:50.497,Pass,
,,,,,,,,,,,,,,,,,1.199999,,,,,,,,,,,,a204aa5b-dd2a-4419-b242-75fb830e408a,44,,"[56.6, 46.4]",3895067,0,,,,,2.1239054,,Right Foot,,,,"[49.5, 57.9]",,Ground Pass,,13.515177,,,,,Odilon Kossonou,27133.0,,,,,,1,From Free Kick,Florian Wirtz,40724.0,Left Wing,3,Bayer Leverkusen,904,['b6598ae5-294f-495f-8871-3ed5da30a210'],51,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:51.456,Pass,
,,,,,,,,,,,,,,,,,0.665346,,,,,,,,,,,,4e0d3771-4b3b-409c-98fd-b89277a436ea,48,,"[57.1, 63.4]",3895067,0,,,,,1.3070844,,Left Foot,,,,"[59.8, 73.4]",,Ground Pass,,10.3580885,,,,,Jonas Hofmann,8804.0,,,,,,1,From Free Kick,Odilon Kossonou,27133.0,Right Center Back,3,Bayer Leverkusen,904,['f39a69f5-2e2b-496a-9f94-591e8b152d22'],54,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:54.498,Pass,
,,,,,,,,,,,,,,,,,1.942802,,,,,,,,,,,,d1da2207-3155-4079-bbef-e54815cde0d4,51,,"[59.8, 73.4]",3895067,0,,,,,-2.158799,,Right Foot,,,,"[44.4, 50.3]",,Ground Pass,,27.762745,,,,,Jonathan Tah,8221.0,,,,,,1,From Free Kick,Jonas Hofmann,8804.0,Right Wing,3,Bayer Leverkusen,904,['d377d77b-8a2f-4385-b85e-ff34ae6fc979'],55,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:55.186,Pass,
,,,,,,,,,,,,,,,,,0.649055,,,,,,,,,,,,8be02bf7-5395-4605-b57b-8f501e04d189,54,,"[54.5, 43.8]",3895067,0,,,,,0.35470566,,Right Foot,,,,"[62.6, 46.8]",,Ground Pass,,8.637708,,,,,Granit Xhaka,3500.0,,,,,,1,From Free Kick,Jonathan Tah,8221.0,Center Back,3,Bayer Leverkusen,904,['14bd2c1c-b359-4192-a0ae-90ad860f3371'],59,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:59.839,Pass,
,,,,,,,,,,,,,,,,,1.24,,,,,,,,,,,,f6c45edb-47d0-4be4-b045-3ba176307346,57,,"[62.6, 43.8]",3895067,1,,,,,-1.7509769,,Left Foot,,,,"[57.7, 16.9]",,Ground Pass,,27.34264,,,,,Edmond Fayçal Tapsoba,30606.0,,,,,,1,From Free Kick,Granit Xhaka,3500.0,Left Defensive Midfield,3,Bayer Leverkusen,904,['d26fbd2e-8f2e-4866-bdbe-c8760f22c74d'],1,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:01.234,Pass,
,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,b4990958-c5e9-4397-98fb-8b00e533bd8d,60,,"[76.7, 12.7]",3895067,1,,,,,1.5707964,,Right Foot,,,,"[76.7, 30.9]",,Ground Pass,,18.2,,,,,Granit Xhaka,3500.0,,,,,,1,From Free Kick,Edmond Fayçal Tapsoba,30606.0,Left Center Back,3,Bayer Leverkusen,904,['36f8affa-15ee-4df1-9318-99c8bafa69d9'],8,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:08.048,Pass,
,,,,,,,,,,,,,,,,,0.810189,,,,,,,,,,,,8d519b7c-5ec8-4ac8-84c9-0452499a59e4,63,,"[78.2, 28.0]",3895067,1,,,,,-1.0673027,,Left Foot,,,,"[84.7, 16.2]",,Ground Pass,,13.471823,,,,,Exequiel Alejandro Palacios,28268.0,,,,,,1,From Free Kick,Granit Xhaka,3500.0,Left Defensive Midfield,3,Bayer Leverkusen,904,['2d4baaec-2c5a-4ff2-8313-30f9417e93b8'],10,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:10.003,Pass,
,,,,,,,,,,,,,,,,,1.07078,,,,,,,,,,,,5479badb-65f4-40d6-877b-c6d336d4f055,65,,"[84.7, 16.2]",3895067,1,,,,,-2.548422,,Right Foot,,,,"[75.8, 10.2]",,Ground Pass,,10.733592,,,,,Edmond Fayçal Tapsoba,30606.0,,,,,,1,From Free Kick,Exequiel Alejandro Palacios,28268.0,Right Defensive Midfield,3,Bayer Leverkusen,904,['0f5b1f64-76db-4a0a-9aa2-19720783e25e'],10,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:10.814,Pass,
,,,,,,,,,,,,,,,,,0.770498,,,,,,,,,,,,068a8c35-4ab7-43d1-8463-c4452fd842bd,68,,"[56.8, 22.2]",3895067,1,,,,,0.5404195,,Right Foot,,,,"[66.8, 28.2]",,Ground Pass,,11.661903,,,,,Granit Xhaka,3500.0,,,,,,1,From Free Kick,Edmond Fayçal Tapsoba,30606.0,Left Center Back,3,Bayer Leverkusen,904,['bbf03926-59ca-4606-9ea2-3cd31eb2fff9'],17,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:17.784,Pass,
,,,,,,,,,,,,,,,,,0.845078,,,,,,,,,,,,0cff468a-4801-4e93-bdff-e3cf0fb9e825,71,,"[63.5, 33.5]",3895067,1,,,,,2.6961248,,Right Foot,,,,"[52.4, 38.8]",,Ground Pass,,12.300406,,,,,Jonathan Tah,8221.0,,,,,,1,From Free Kick,Granit Xhaka,3500.0,Left Defensive Midfield,3,Bayer Leverkusen,904,['030b5453-777e-489d-9691-bca667cdbb07'],19,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:19.826,Pass,
,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,7f9bca75-fdac-456a-a077-a1b6679635f9,74,,"[53.3, 40.0]",3895067,1,,,,,1.1383885,,Right Foot,,,,"[61.7, 58.2]",,Ground Pass,,20.044949,,,,,Odilon Kossonou,27133.0,,,,,,1,From Free Kick,Jonathan Tah,8221.0,Center Back,3,Bayer Leverkusen,904,['29ebd69c-b1d1-4dc7-b54b-31a857a4d433'],22,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:22.330,Pass,
,,,,,,,,,,,,,,,,,0.990514,,,,,,,,,,,,56f7af39-fd83-4562-94a1-ef575eab5c2f,77,,"[63.0, 59.6]",3895067,1,,,,,0.5309218,,Right Foot,,,,"[73.9, 66.0]",,Ground Pass,,12.640016,,,,,Jonas Hofmann,8804.0,,,,,,1,From Free Kick,Odilon Kossonou,27133.0,Right Center Back,3,Bayer Leverkusen,904,['5f0b504c-329e-4a36-9b61-e4fcfa79dbad'],24,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:24.672,Pass,
,,,,,,,,,,,,,,,,,1.064687,,,,,,,,,,,,6521de44-af00-4c95-a37f-4936185cbd0c,80,,"[73.9, 66.0]",3895067,1,,,,,-2.1381598,,Right Foot,,,,"[67.4, 55.8]",,Ground Pass,,12.09504,,,,,Granit Xhaka,3500.0,,,,,,1,From Free Kick,Jonas Hofmann,8804.0,Right Wing,3,Bayer Leverkusen,904,['9f6e6858-572d-4258-b587-e91b56d684d3'],25,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:25.723,Pass,
,,,,,,,,,,,,,,,,,1.678196,,,,,,,,,,,,a4f84a5e-7d03-4a36-97ae-d1ad5b9e1121,82,,"[67.4, 55.8]",3895067,1,,,,,0.23489836,,Right Foot,,,,"[90.8, 61.4]",,High Pass,,24.060757,,,Incomplete,,Victor Okoh Boniface,32289.0,,,,,,1,From Free Kick,Granit Xhaka,3500.0,Left Defensive Midfield,3,Bayer Leverkusen,904,"['2d52eb52-cff2-401e-a12e-b6299e0198b1', 'd9b493eb-d245-442c-9601-4b14887e636d']",26,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:26.788,Pass,
,,,,,,,,,,,,,,,,,2.57753,,,,,,,,,,,,2d52eb52-cff2-401e-a12e-b6299e0198b1,84,,"[29.3, 18.7]",3895067,1,,,,,1.3854483,,Head,,,,"[32.6, 36.3]",,High Pass,,17.906702,,,Incomplete,,Bartol Franjić,39160.0,,,,,Recovery,1,From Free Kick,Fabian Nürnberger,30742.0,Left Wing Back,3,Bayer Leverkusen,904,"['70c06522-06f2-43da-a2bd-4356b359a600', 'a4f84a5e-7d03-4a36-97ae-d1ad5b9e1121', 'b0a8fbce-c821-491c-a37f-da9d3746ba52']",28,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:28.466,Pass,
,,,,,,,,,,,,,,,,,0.83154,,,,,,,,,,,,b0a8fbce-c821-491c-a37f-da9d3746ba52,86,,"[87.5, 43.8]",3895067,1,,,,,1.6350353,,Right Foot,,,,"[86.4, 60.9]",,Ground Pass,,17.135344,,,,,Jonas Hofmann,8804.0,,,,,Recovery,1,From Free Kick,Victor Okoh Boniface,32289.0,Center Forward,3,Bayer Leverkusen,904,"['2d52eb52-cff2-401e-a12e-b6299e0198b1', 'dd6208c4-623c-488d-be28-3134d724633f']",31,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:31.044,Pass,
,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,f0ddd78d-dbb8-4d59-a5a9-59a4471fb126,89,,"[84.9, 57.0]",3895067,1,,,,,-1.6481609,,Right Foot,,,,"[82.9, 31.2]",,Ground Pass,,25.877403,,,,,Exequiel Alejandro Palacios,28268.0,,,,,,1,From Free Kick,Jonas Hofmann,8804.0,Right Wing,3,Bayer Leverkusen,904,['6d272944-e0e1-4bba-95ea-74ddbcd89857'],34,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:34.178,Pass,
,,,,,,,,,,,,,,,,,0.915012,,,,,,,,,,,,4e0c0132-c685-4866-babe-f1f6449ebb28,92,,"[84.0, 31.2]",3895067,1,,,,,0.43069252,,Right Foot,,,,"[102.5, 39.7]",,High Pass,,20.359274,,,Incomplete,,Florian Wirtz,40724.0,,,Through Ball,True,,1,From Free Kick,Exequiel Alejandro Palacios,28268.0,Right Defensive Midfield,3,Bayer Leverkusen,904,"['904d4597-9a8b-4c50-b89c-5e1276d64954', 'c0f7d5c0-0cc1-4b31-b688-e44c5aeb403a']",37,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:37.429,Pass,
,,,,,,,,,,,,,,,,,0.690002,,,,,,,,,,,,0210955c-5e97-4eaa-962a-9b505438af33,95,,"[106.0, 55.8]",3895067,1,,,,,-2.5887513,,Head,,,,"[101.3, 52.9]",,Low Pass,,5.5226803,,,,,Jonas Hofmann,8804.0,,,,,Recovery,1,From Free Kick,Jeremie Frimpong,32712.0,Right Wing Back,3,Bayer Leverkusen,904,['de7eb155-5947-48f4-a85b-989cf955acad'],40,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:40.512,Pass,
,,,,,,,,,,,,,,,,,0.690021,,,,,,,,,,,,b784b8bd-c600-44fd-8613-ef300f482c1b,99,,"[99.3, 55.6]",3895067,1,,,,,2.717725,,Right Foot,,,,"[91.1, 59.3]",,Ground Pass,,8.99611,,,,,Odilon Kossonou,27133.0,,,,,,1,From Free Kick,Jonas Hofmann,8804.0,Right Wing,3,Bayer Leverkusen,904,['7b844904-4518-49e9-8d58-2d70f4261222'],43,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:43.421,Pass,
,,,,,,,,,,,,,,,,,0.677226,,,,,,,,,,,,c65987b8-a2c4-47cb-a3a4-b90d6e934106,102,,"[91.1, 59.3]",3895067,1,,,,,-1.5707964,,Right Foot,,,,"[91.1, 51.2]",,Ground Pass,,8.1,,,,,Granit Xhaka,3500.0,,,,,,1,From Free Kick,Odilon Kossonou,27133.0,Right Center Back,3,Bayer Leverkusen,904,['bc5ac9dc-cfb7-40ad-9fbb-76f4bc5fe84c'],44,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:44.545,Pass,
,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,b7e73470-d092-435d-b493-4c5a02853b61,105,,"[91.1, 51.2]",3895067,1,,,,,1.598567,,Right Foot,,,,"[90.8, 62.0]",,Ground Pass,,10.804166,,,,,Odilon Kossonou,27133.0,,,,,,1,From Free Kick,Granit Xhaka,3500.0,Left Defensive Midfield,3,Bayer Leverkusen,904,['5007351f-cf6d-4f38-abfb-07149e361068'],45,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:45.396,Pass,
