50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,72380f9a-26d2-45c5-9143-2dc38214a4b9,1,,,3895266,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,,0,,,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 8667, 'name': 'Lukáš Hrádecký'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 30606, 'name': 'Edmond Fayçal Tapsoba'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 12}, {'player': {'id': 8221, 'name': 'Jonathan Tah'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 38004, 'name': 'Piero Martín Hincapié Reyna'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 49337, 'name': 'Josip Stanišić'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 10336, 'name': 'Alejandro Grimaldo García'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 20}, {'player': {'id': 3500, 'name': 'Granit Xhaka'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 34}, {'player': {'id': 28268, 'name': 'Exequiel Alejandro Palacios'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 41411, 'name': 'Nathan Tella'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 40724, 'name': 'Florian Wirtz'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 7044, 'name': 'Patrik Schick'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Bayer Leverkusen,904,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d25395f2-1a79-48f9-bb53-67bca1187155,2,,,3895266,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,,0,,,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 8240, 'name': 'Koen Casteels'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 22314, 'name': 'Maxence Lacroix'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 48500, 'name': 'Moritz Jenz'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 25}, {'player': {'id': 29353, 'name': 'Cédric Zesiger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 12630, 'name': 'Ridle Bote Baku'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 20}, {'player': {'id': 38009, 'name': 'Kevin Paredes'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 40}, {'player': {'id': 8231, 'name': 'Yannick Gerhardt'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 31}, {'player': {'id': 8235, 'name': 'Maximilian Arnold'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 28914, 'name': 'Lovro Majer'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 41783, 'name': 'Tiago Barreiros de Melo Tomás'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 21261, 'name': 'Jonas Older Wind'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 23}]}",Wolfsburg,179,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,810812af-28d8-4e36-8d9a-25736b5a2570,3,,,3895266,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,['4d1ef9ca-e2b9-4cc6-8b96-bbca663536b5'],0,,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4d1ef9ca-e2b9-4cc6-8b96-bbca663536b5,4,,,3895266,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,['810812af-28d8-4e36-8d9a-25736b5a2570'],0,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c8159fe9-6c37-43b1-be4f-c0125c300ffe,2086,,,3895266,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,77,Bayer Leverkusen,904,['c3300534-70fb-47cf-95bd-41374d5bfc91'],0,,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c3300534-70fb-47cf-95bd-41374d5bfc91,2087,,,3895266,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,77,Bayer Leverkusen,904,['c8159fe9-6c37-43b1-be4f-c0125c300ffe'],0,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,2.27043,,,,,,,,,,,,ef33f27f-a7b9-4ce5-aeb2-1a3b40a9e8a1,5,,"[61.0, 40.1]",3895266,0,,,,,3.0577059,,Left Foot,,"[27.7, 42.9]",,Ground Pass,,33.41751,,,,Koen Casteels,8240.0,,,,,Kick Off,1,From Kick Off,Maximilian Arnold,8235.0,Left Defensive Midfield,2,Wolfsburg,179,['777ad1c6-1ed8-4bb9-8a99-92208a6804e7'],0,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:00.529,Pass,
,,,,,,,,,,,,,,,,,3.341657,,,,,,,,,,,,07dd4694-894f-4a8d-84bf-b667e7e26a42,8,,"[32.9, 42.9]",3895266,0,,,,,0.27170795,,Left Foot,,"[87.1, 58.0]",,High Pass,,56.26411,,Incomplete,,Lovro Majer,28914.0,,,,,,1,From Kick Off,Koen Casteels,8240.0,Goalkeeper,2,Wolfsburg,179,"['8cb7b6cb-0f9e-4ba5-b496-d14e2dcbaead', 'e9538220-9df7-48f7-8c18-54d6cf317b39']",4,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:04.104,Pass,
,,,,,,,,,,,,,,,,,1.229612,,,,,,,,,,,,8cb7b6cb-0f9e-4ba5-b496-d14e2dcbaead,10,,"[33.0, 22.1]",3895266,0,,,,,0.48369506,,Head,,"[48.8, 30.4]",,Low Pass,,17.847408,,Incomplete,,,,,,,,Recovery,1,From Kick Off,Piero Martín Hincapié Reyna,38004.0,Left Center Back,2,Wolfsburg,179,"['07dd4694-894f-4a8d-84bf-b667e7e26a42', 'bbc2a617-6708-4706-af13-f280eca88bb2']",7,,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:07.446,Pass,
,,,,,,,,,,,,,,,,,1.071268,,,,,,,,,,,,d8a8c736-04dc-4982-9c95-37eaefea154b,12,,"[64.1, 53.5]",3895266,0,,,,,-0.18613195,,Right Foot,,"[79.5, 50.6]",,Ground Pass,,15.670673,,Incomplete,,Maximilian Arnold,8235.0,,,,,Recovery,1,From Kick Off,Maxence Lacroix,22314.0,Right Center Back,2,Wolfsburg,179,"['164251b8-5eb9-4a33-aedc-6ffcda8029e1', 'bdcbeaa6-9ec4-465a-9499-fce651607c47']",9,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:09.348,Pass,
