50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5babde0e-f76e-4e26-8438-7476d1377d82,1,,,3895194,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Augsburg,172,,0,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 37005, 'name': 'Finn Dahmen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 16027, 'name': 'Kevin Mbabu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 43}, {'player': {'id': 8318, 'name': 'Jeffrey Gouweleeuw'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 8245, 'name': 'Felix Uduokhai'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 25118, 'name': 'Iago Amaral Borduchi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 9198, 'name': 'Niklas Dorsch'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 30}, {'player': {'id': 8056, 'name': 'Fredrik Jensen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 18119, 'name': 'Elvis Rexhbeçaj'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 30401, 'name': 'Ruben Vargas'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 16}, {'player': {'id': 9221, 'name': 'Phillip Tietz'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 21}, {'player': {'id': 6874, 'name': 'Ermedin Demirović'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Augsburg,172,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ae1ebba8-2522-43df-8776-0fafaef15dc8,2,,,3895194,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Augsburg,172,,0,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 8667, 'name': 'Lukáš Hrádecký'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 49337, 'name': 'Josip Stanišić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 9195, 'name': 'Robert Andrich'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 8}, {'player': {'id': 38004, 'name': 'Piero Martín Hincapié Reyna'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 32712, 'name': 'Jeremie Frimpong'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 30}, {'player': {'id': 10336, 'name': 'Alejandro Grimaldo García'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 20}, {'player': {'id': 3500, 'name': 'Granit Xhaka'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 34}, {'player': {'id': 28268, 'name': 'Exequiel Alejandro Palacios'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 8804, 'name': 'Jonas Hofmann'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 28239, 'name': 'Adam Hložek'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 7044, 'name': 'Patrik Schick'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Bayer Leverkusen,904,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,8932c333-3c81-4273-b9c8-b72a488c64df,3,,,3895194,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Augsburg,172,['7071a5f2-b34e-4ddc-8d27-a5043445b9e1'],0,,,,,,,,,,,,,,,,Augsburg,172,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7071a5f2-b34e-4ddc-8d27-a5043445b9e1,4,,,3895194,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Augsburg,172,['8932c333-3c81-4273-b9c8-b72a488c64df'],0,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,82707836-1d08-44c7-b434-3d6a2c75f03d,2000,,,3895194,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,87,Augsburg,172,['b0b90418-a6e7-4273-a7a0-a0143e04d70f'],0,,,,,,,,,,,,,,,,Augsburg,172,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b0b90418-a6e7-4273-a7a0-a0143e04d70f,2001,,,3895194,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,87,Augsburg,172,['82707836-1d08-44c7-b434-3d6a2c75f03d'],0,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.070435,,,,,,,,,,,,,,ba19f168-f225-4fc7-8fa7-7824098a207e,5,,"[61.0, 40.1]",3895194,0,,,,3.0258334,,Right Foot,,,,"[48.1, 41.6]",,Ground Pass,,12.986917,,,Niklas Dorsch,9198.0,,,,,,Kick Off,1,From Kick Off,Ruben Vargas,30401.0,Center Attacking Midfield,2,Augsburg,172,['422de935-37d2-4f77-897e-f89ab8e9cb2e'],1,,,,,,,,,,,,,,,,Augsburg,172,00:00:01.360,Pass,
,,,,,,,,,,,,,,,,,1.231614,,,,,,,,,,,,,,03d081f7-57b3-4bd6-b509-fcddd6d13ad0,8,,"[46.9, 41.0]",3895194,0,,,,-2.7773147,,Left Foot,,,,"[33.0, 35.7]",,Ground Pass,,14.876156,,,Felix Uduokhai,8245.0,,,,,,,1,From Kick Off,Niklas Dorsch,9198.0,Center Defensive Midfield,2,Augsburg,172,['2207517d-edc5-4bbd-b672-7d1fa15b9877'],3,,,,,,,,,,,,,,,,Augsburg,172,00:00:03.140,Pass,
,,,,,,,,,,,,,,,,,2.011782,,,,,,,,,,,,,,f46e2fd4-f75a-46a1-9ffa-dc1d1d59d4c2,12,,"[31.9, 32.7]",3895194,0,,,,-1.0451299,,Left Foot,,,,"[42.4, 14.6]",,Ground Pass,,20.925104,,,Iago Amaral Borduchi,25118.0,,,,,,,1,From Kick Off,Felix Uduokhai,8245.0,Left Center Back,2,Augsburg,172,"['c23ead5e-95b3-41f6-93a9-78cfc5b8ba09', 'd0bb3e52-8892-4c89-8c42-0e62667d0c3b']",5,,,,,,,,,,,,,,,,Augsburg,172,00:00:05.414,Pass,True
,,,,,,,,,,,,,,,,,1.33986,,,,,,,,,,,,,,f910afb0-6b42-402c-bfa2-3b8ada40e68f,16,,"[37.4, 17.9]",3895194,0,,,,3.0463758,,Left Foot,,,,"[19.6, 19.6]",,Ground Pass,,17.880995,,,Felix Uduokhai,8245.0,,,,,,,1,From Kick Off,Iago Amaral Borduchi,25118.0,Left Back,2,Augsburg,172,"['3cca348a-1b50-4c8b-a8e7-f0c1cea63352', '4257b356-d40c-477f-b8c5-0774d0deec2b']",8,,,,,,,,,,,,,,,,Augsburg,172,00:00:08.755,Pass,True
,,,,,,,,,,,,,,,,,1.398236,,,,,,,,,,,,,,25e787f9-b3fe-43b9-8fe6-8f4c327b98af,19,,"[20.7, 15.8]",3895194,0,,,,-0.46003753,,Left Foot,,,,"[42.9, 4.8]",,Ground Pass,,24.775795,,,Elvis Rexhbeçaj,18119.0,,,,,,,1,From Kick Off,Felix Uduokhai,8245.0,Left Center Back,2,Augsburg,172,['4786ef9a-7d13-45bb-b84a-e060524dc77d'],11,,,,,,,,,,,,,,,,Augsburg,172,00:00:11.189,Pass,
,,,,,,,,,,,,,,,,,0.853242,,,,,,,,,,,,,,ca696e2f-9c34-4439-9bb5-58a1e90c274b,26,,"[82.1, 72.5]",3895194,0,,,,-2.1141229,,Right Foot,,,,"[76.0, 62.4]",,Ground Pass,,11.799152,,,Granit Xhaka,3500.0,,,,,,Recovery,1,From Kick Off,Jonas Hofmann,8804.0,Right Attacking Midfield,2,Augsburg,172,"['2de9679d-fafd-4b41-b96f-c6168b394126', 'ab3876f0-9eae-4b25-9331-0d6c9ee06d86']",16,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:16.681,Pass,True
,,,,,,,,,,,,,,,,,1.718516,,,,,,,,,,,,,,c46e418a-c026-4309-8031-23e641d072b6,34,,"[37.2, 32.3]",3895194,0,,,,1.5460336,,Right Foot,,,,"[38.0, 64.6]",,Ground Pass,,32.309906,,,Kevin Mbabu,16027.0,,,,,,,1,From Kick Off,Niklas Dorsch,9198.0,Center Defensive Midfield,2,Augsburg,172,['aebb76c2-5497-4646-8f5d-5d5979994f46'],21,,,,,,,,,,,,,,,,Augsburg,172,00:00:21.874,Pass,
,,,,,,,,,,,,,,,,,1.164274,,,,,,,,,,,,,,1ffb30b1-9f7a-44fb-8c45-4d821ed7a8af,36,,"[37.4, 64.6]",3895194,0,,,,-2.5269296,,Right Foot,,,,"[27.2, 57.4]",,Ground Pass,,12.485191,,,Jeffrey Gouweleeuw,8318.0,,,,,,,1,From Kick Off,Kevin Mbabu,16027.0,Right Back,2,Augsburg,172,['283748fa-98fc-4668-81e7-0a6504ea7a27'],23,,,,,,,,,,,,,,,,Augsburg,172,00:00:23.593,Pass,
,,,,,,,,,,,,,,,,,2.607751,,,,,,,,,,,,,,c972d656-570b-462e-a73f-46241b6a0f1f,39,,"[28.5, 57.4]",3895194,0,,,,-0.8816252,,Right Foot,,,,"[63.6, 14.8]",,High Pass,,55.197556,,Incomplete,Iago Amaral Borduchi,25118.0,,,True,,,,1,From Kick Off,Jeffrey Gouweleeuw,8318.0,Right Center Back,2,Augsburg,172,"['ca84489a-bf4e-44c6-9274-4fd6e29de499', 'ed823ad8-0f10-493d-9749-58a5bb195ce6']",26,,,,,,,,,,,,,,,,Augsburg,172,00:00:26.634,Pass,
,,,,,,,,,,,,,,,,,1.365936,,,,,,,,,,,,,,ca84489a-bf4e-44c6-9274-4fd6e29de499,41,,"[56.5, 65.3]",3895194,0,,,,-1.2809498,,Right Foot,,,,"[59.9, 53.9]",,Low Pass,,11.896218,,,Granit Xhaka,3500.0,,,,,,Recovery,1,Regular Play,Jeremie Frimpong,32712.0,Right Wing Back,3,Bayer Leverkusen,904,"['84cdb6ca-ca83-4363-84fd-3c7c975056a3', 'c972d656-570b-462e-a73f-46241b6a0f1f']",29,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:29.242,Pass,
,,,,,,,,,,,,,,,,,1.333155,,,,,,,,,,,,,,71c7886d-a249-4116-976e-5cc6579898d9,46,,"[59.3, 57.6]",3895194,0,,,,1.4617417,,Left Foot,,,,"[60.8, 71.3]",,Ground Pass,,13.781872,,,Jeremie Frimpong,32712.0,,,,,,,1,Regular Play,Granit Xhaka,3500.0,Right Defensive Midfield,3,Bayer Leverkusen,904,"['2e2f1e8f-04f8-4ac6-ac1a-9f9b59c4e782', '90a77ce5-afa4-482b-bcab-5fc6b6decce8']",31,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:31.965,Pass,True
,,,,,,,,,,,,,,,,,1.339171,,,,,,,,,,,,,,2862fb3d-5d8e-4d94-8b4e-e3d564e12c22,50,,"[53.2, 69.6]",3895194,0,,,,-2.958623,,Right Foot,,,,"[27.8, 64.9]",,Ground Pass,,25.831182,,,Josip Stanišić,49337.0,,,,,,,1,Regular Play,Jeremie Frimpong,32712.0,Right Wing Back,3,Bayer Leverkusen,904,['dcf624d3-78f1-4b74-b3d9-8dbe276e9761'],34,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:34.176,Pass,
,,,,,,,,,,,,,,,,,1.678422,,,,,,,,,,,,,,e80e38c1-4305-44e6-95a0-ce9304b39735,53,,"[16.8, 66.6]",3895194,0,,,,-1.9867414,,Right Foot,,,,"[9.6, 50.3]",,Ground Pass,,17.819372,,,Lukáš Hrádecký,8667.0,,,,,,,1,Regular Play,Josip Stanišić,49337.0,Right Center Back,3,Bayer Leverkusen,904,['de6d0483-be72-4fb3-b596-22c3754a93f6'],37,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:37.071,Pass,
,,,,,,,,,,,,,,,,,2.493163,,,,,,,,,,,,,,631401a9-09a4-43e6-9d52-21e27a286429,56,,"[9.6, 50.3]",3895194,0,,,,-1.4660529,,Right Foot,,,,"[13.7, 11.3]",,Low Pass,,39.21492,,,Piero Martín Hincapié Reyna,38004.0,,,,,,,1,Regular Play,Lukáš Hrádecký,8667.0,Goalkeeper,3,Bayer Leverkusen,904,['e7e28d0b-2c72-4ae4-9087-8fda1165ca0c'],38,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:38.789,Pass,
,,,,,,,,,,,,,,,,,1.082194,,,,,,,,,,,,,,574779f5-3bf9-4242-a800-f48e6bed8bc1,59,,"[13.7, 11.3]",3895194,0,,,,-0.6957514,,Left Foot,,,,"[23.4, 3.2]",,Ground Pass,,12.637246,,,Alejandro Grimaldo García,10336.0,,,,,,,1,Regular Play,Piero Martín Hincapié Reyna,38004.0,Left Center Back,3,Bayer Leverkusen,904,['df1ec500-96fe-4ce8-a26e-cb7359ecaa37'],41,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:41.855,Pass,
,,,,,,,,,,,,,,,,,0.989333,,,,,,,,,,,,,,7f78bc8f-8937-4768-bb9d-6980339a120f,63,,"[18.7, 3.2]",3895194,0,,,,1.9531753,,Right Foot,,,,"[15.0, 12.4]",,Ground Pass,,9.916148,,,Piero Martín Hincapié Reyna,38004.0,,,,,,,1,Regular Play,Alejandro Grimaldo García,10336.0,Left Wing Back,3,Bayer Leverkusen,904,"['1946eac6-24d7-404a-b1ea-bd81131d09c7', '2e26f690-c591-4b0d-b8c1-ee1adccc89f2']",44,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:44.408,Pass,True
,,,,,,,,,,,,,,,,,1.687159,,,,,,,,,,,,,,fd244714-baba-4483-8e80-f56212c10202,66,,"[15.0, 12.4]",3895194,0,,,,0.13283385,,Left Foot,,,,"[38.2, 15.5]",,Ground Pass,,23.406197,,Incomplete,Exequiel Alejandro Palacios,28268.0,,,,,,,1,Regular Play,Piero Martín Hincapié Reyna,38004.0,Left Center Back,3,Bayer Leverkusen,904,"['c9f80cc3-0bf3-4da2-86ee-37bf366b592d', 'e61c5698-7d9e-4553-b834-c98518522cb2']",45,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:45.437,Pass,
,,,,,,,,,,,,,,,,,0.845507,,,,,,,,,,,,,,794d82bd-161b-456a-b43e-286cfbc95b83,70,,"[88.5, 61.4]",3895194,0,,,,-2.1695802,,Right Foot,,,,"[82.7, 52.9]",,Ground Pass,,10.290287,,,Elvis Rexhbeçaj,18119.0,,,,,,,1,Regular Play,Jeffrey Gouweleeuw,8318.0,Right Center Back,4,Augsburg,172,['efe485c7-de71-417d-a1c8-72c0e39ab615'],48,,,,,,,,,,,,,,,,Augsburg,172,00:00:48.721,Pass,
,,,,,,,,,,,,,,,,,1.467898,,,,,,,,,,,,,,4d89adb9-06ba-43f4-b4e7-5a09bd064b36,73,,"[83.9, 45.4]",3895194,0,,,,-2.1550677,,Left Foot,,,,"[71.6, 26.8]",,Ground Pass,,22.299103,,,Iago Amaral Borduchi,25118.0,,,,,,,1,Regular Play,Elvis Rexhbeçaj,18119.0,Left Center Midfield,4,Augsburg,172,['3cc183a4-7485-4a07-b4eb-b1d9d324b7c7'],51,,,,,,,,,,,,,,,,Augsburg,172,00:00:51.260,Pass,
,,,,,,,,,,,,,,,,,1.390693,,,,,,,,,,,,,,792c7ea3-ec9b-4770-8127-ffdbf3ebf459,76,,"[71.6, 26.8]",3895194,0,,,,2.1474574,,Left Foot,,,,"[63.6, 39.1]",,Ground Pass,,14.672764,,,Felix Uduokhai,8245.0,,,,,,,1,Regular Play,Iago Amaral Borduchi,25118.0,Left Back,4,Augsburg,172,['64e29b10-69cd-4b30-bd76-528a7bfe4011'],53,,,,,,,,,,,,,,,,Augsburg,172,00:00:53.766,Pass,
,,,,,,,,,,,,,,,,,0.802813,,,,,,,,,,,,,,075c1ad5-1dc5-41da-a1bf-ada9d188da83,79,,"[60.6, 41.2]",3895194,0,,,,1.022247,,Left Foot,,,,"[65.0, 48.4]",,Ground Pass,,8.438009,,,Niklas Dorsch,9198.0,,,,,,,1,Regular Play,Felix Uduokhai,8245.0,Left Center Back,4,Augsburg,172,['35e04997-0f85-4e89-afca-2ee8d92666d4'],55,,,,,,,,,,,,,,,,Augsburg,172,00:00:55.930,Pass,
,,,,,,,,,,,,,,,,,1.687107,,,,,,,,,,,,,,0cf5dea5-170e-47d0-9506-bfe0a8b2d24d,82,,"[65.7, 48.4]",3895194,0,,,,1.3870518,,Left Foot,,,,"[69.9, 71.0]",,Ground Pass,,22.986954,,,Jeffrey Gouweleeuw,8318.0,,,,,,,1,Regular Play,Niklas Dorsch,9198.0,Center Defensive Midfield,4,Augsburg,172,['8e8a0b80-0748-4990-a1fe-583c726dc3e0'],57,,,,,,,,,,,,,,,,Augsburg,172,00:00:57.574,Pass,
,,,,,,,,,,,,,,,,,0.888347,,,,,,,,,,,,,,4658e874-f653-48ad-9c0d-36956557c865,85,,"[69.1, 70.5]",3895194,1,,,,-0.40861848,,Right Foot,,,,"[78.8, 66.3]",,Ground Pass,,10.570241,,,Fredrik Jensen,8056.0,,,,,,,1,Regular Play,Jeffrey Gouweleeuw,8318.0,Right Center Back,4,Augsburg,172,['80551af6-d817-46b7-92df-bbf16f0c6fde'],0,,,,,,,,,,,,,,,,Augsburg,172,00:01:00.095,Pass,
,,,,,,,,,,,,,,,,,0.698604,,,,,,,,,,,,,,44aec4c8-6bc2-4314-8b30-5457bca1ab2a,88,,"[78.8, 74.8]",3895194,1,,,,2.7610862,,Left Foot,,,,"[75.8, 76.0]",,Ground Pass,,3.231099,,,Kevin Mbabu,16027.0,,,,,,,1,Regular Play,Fredrik Jensen,8056.0,Right Center Midfield,4,Augsburg,172,['462adebc-2f69-4417-9c90-ebf899e98df9'],1,,,,,,,,,,,,,,,,Augsburg,172,00:01:01.794,Pass,
,,,,,,,,,,,,,,,,,0.989747,,,,,,,,,,,,,,675ca810-c36b-4f7a-bd96-3eee5a40d3ea,91,,"[75.8, 76.0]",3895194,1,,,,-0.20487672,,Left Foot,,,,"[91.2, 72.8]",,Low Pass,,15.728954,,Incomplete,Fredrik Jensen,8056.0,,,,,,,1,Regular Play,Kevin Mbabu,16027.0,Right Back,4,Augsburg,172,"['df8bd701-de1f-4261-b171-c5b25c6deb56', 'e220e6dc-2dd9-43ed-a735-f1140d0c2af7']",2,,,,,,,,,,,,,,,,Augsburg,172,00:01:02.607,Pass,
,,,,,,,,,,,,,,,,,0.765368,,,,,,,,,,,,,,df8bd701-de1f-4261-b171-c5b25c6deb56,93,,"[28.9, 7.3]",3895194,1,,,,-0.010100666,,Left Foot,,,,"[38.8, 7.2]",,Ground Pass,,9.900505,,,Exequiel Alejandro Palacios,28268.0,,,,,,Recovery,1,Regular Play,Piero Martín Hincapié Reyna,38004.0,Left Center Back,5,Bayer Leverkusen,904,"['49b372f9-8032-4a3b-8db9-7213fe7a6319', '675ca810-c36b-4f7a-bd96-3eee5a40d3ea']",3,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:03.597,Pass,
,,,,,,,,,,,,,,,,,0.741755,,,,,,,,,,,,,,9da3192c-0ebd-412e-88b3-0bc92ff3729b,95,,"[38.8, 7.2]",3895194,1,,,,-2.1511946,,Right Foot,,,,"[34.8, 1.1]",,Low Pass,,7.2945185,,,Alejandro Grimaldo García,10336.0,,,,,,,1,Regular Play,Exequiel Alejandro Palacios,28268.0,Left Defensive Midfield,5,Bayer Leverkusen,904,['30e2f6c6-9eed-4879-a77f-3be9f87de5bc'],4,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:04.362,Pass,
,,,,,,,,,,,,,,,,,1.771335,,,,,,,,,,,,,,9134c47b-57a1-48ca-91ba-727f07893005,97,,"[34.8, 2.4]",3895194,1,,,,0.8257802,,Right Foot,,,,"[44.3, 12.7]",,Low Pass,,14.012137,,Incomplete,Exequiel Alejandro Palacios,28268.0,,,,,,,1,Regular Play,Alejandro Grimaldo García,10336.0,Left Wing Back,5,Bayer Leverkusen,904,"['9ade90a3-bce8-4260-981e-622fc7d9c124', 'efd84dd5-c7a4-4c94-ab8e-989d7d6bea83']",5,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:05.104,Pass,
