50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,9103cd62-6a36-40c6-9f80-ab1f6d258133,1,,,,3895095,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,,0,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 19405, 'name': 'Robin Zentner'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 27}, {'player': {'id': 15458, 'name': 'Sepp van den Berg'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 8559, 'name': 'Stefan Bell'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 16}, {'player': {'id': 3913, 'name': 'Edimilson Fernandes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 8676, 'name': 'Danny Vieira da Costa'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 21}, {'player': {'id': 10480, 'name': 'Anthony Caci'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 19}, {'player': {'id': 23402, 'name': 'Leandro Barreiro Martins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 8207, 'name': 'Dominik Kohr'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 31}, {'player': {'id': 363583, 'name': 'Brajan Gruda'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 43}, {'player': {'id': 5623, 'name': 'Jae-Sung Lee'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 11278, 'name': 'Karim Onisiwo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",FSV Mainz 05,177,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,73376ffb-3f9f-4570-9b3e-c51d44315ef3,2,,,,3895095,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,,0,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 8667, 'name': 'Lukáš Hrádecký'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 27133, 'name': 'Odilon Kossonou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 8221, 'name': 'Jonathan Tah'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 30606, 'name': 'Edmond Fayçal Tapsoba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 32712, 'name': 'Jeremie Frimpong'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 30}, {'player': {'id': 10336, 'name': 'Alejandro Grimaldo García'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 20}, {'player': {'id': 28268, 'name': 'Exequiel Alejandro Palacios'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 3500, 'name': 'Granit Xhaka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 34}, {'player': {'id': 40724, 'name': 'Florian Wirtz'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 8804, 'name': 'Jonas Hofmann'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 32289, 'name': 'Victor Okoh Boniface'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Bayer Leverkusen,904,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,52a1e2ea-5b27-4cb1-9204-865583191956,3,,,,3895095,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,['a7102458-910f-4583-b653-e3165351e124'],0,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,a7102458-910f-4583-b653-e3165351e124,4,,,,3895095,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,['52a1e2ea-5b27-4cb1-9204-865583191956'],0,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,af0eca44-75fb-4016-b3e7-c97781cf789f,1981,,,,3895095,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,70,FSV Mainz 05,177,['2d8e9c8e-bbd7-4c33-a945-17e34b111c27'],0,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2d8e9c8e-bbd7-4c33-a945-17e34b111c27,1982,,,,3895095,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,70,FSV Mainz 05,177,['af0eca44-75fb-4016-b3e7-c97781cf789f'],0,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,1.324211,,,,,,,,,,,,4a13ba2d-59ad-43d3-b567-6aee81422367,5,,,"[60.0, 40.0]",3895095,0,,,,,-3.09225,,Right Foot,,,,"[43.8, 39.2]",,Ground Pass,,16.219742,,,Odilon Kossonou,27133.0,,,,,,Kick Off,1,From Kick Off,Exequiel Alejandro Palacios,28268.0,Right Defensive Midfield,2,Bayer Leverkusen,904,['f69d0d63-6ad0-41ea-bcec-f1b86b886a83'],0,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.817,Pass,
,,,,,,,,,,,,,,,,,,1.237159,,,,,,,,,,,,494d25f1-83d3-4375-aa5c-29dfd26dfebd,8,,,"[42.2, 38.3]",3895095,0,,,,,-1.2764525,,Right Foot,,,,"[49.9, 12.9]",,Ground Pass,,26.541477,,,Edmond Fayçal Tapsoba,30606.0,,,,,,,1,From Kick Off,Odilon Kossonou,27133.0,Right Center Back,2,Bayer Leverkusen,904,['980abd18-b5d2-49cd-b110-7f534fd23dfc'],3,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:03.689,Pass,
,,,,,,,,,,,,,,,,,,1.136724,,,,,,,,,,,,a88a8b7b-dab2-4a21-a85b-580af51a83d1,11,,,"[49.9, 12.9]",3895095,0,,,,,1.104394,,Right Foot,,,,"[57.2, 27.4]",,Ground Pass,,16.233915,,,Exequiel Alejandro Palacios,28268.0,,,,,,,1,From Kick Off,Edmond Fayçal Tapsoba,30606.0,Left Center Back,2,Bayer Leverkusen,904,['71c80fb5-ad88-4f1a-a7d4-fd63ed429bcd'],7,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:07.458,Pass,
,,,,,,,,,,,,,,,,,,1.942565,,,,,,,,,,,,0427f1ec-ddae-4698-ab55-cc0403e01b74,15,,,"[55.6, 27.9]",3895095,0,,,,,1.9420831,,Right Foot,,,,"[46.1, 52.3]",,Ground Pass,,26.184156,,,Odilon Kossonou,27133.0,,,,,,,1,From Kick Off,Exequiel Alejandro Palacios,28268.0,Right Defensive Midfield,2,Bayer Leverkusen,904,"['6fcdcd6a-f032-47d6-8ab5-40021f4c097d', '99c1964f-2b9c-4442-b485-f7e6ce554c84']",9,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:09.791,Pass,True
