50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,fe9ab6aa-5d79-481f-84ad-f0f8a445ed04,1,,,3895153,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Werder Bremen,176,,0,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 23198, 'name': 'Michael Zetterer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 6321, 'name': 'Milos Veljkovic'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 13}, {'player': {'id': 15854, 'name': 'Marco Friedl'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 32}, {'player': {'id': 7083, 'name': 'Anthony Jung'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 8576, 'name': 'Mitchell Weiser'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 8}, {'player': {'id': 24179, 'name': 'Olivier Deman'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 2}, {'player': {'id': 24532, 'name': 'Jens Stage'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 8826, 'name': 'Leonardo Bittencourt'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 8784, 'name': 'Romano Schmid'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 28266, 'name': 'Rafael Santos Borré Amaury'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 19}, {'player': {'id': 12299, 'name': 'Marvin Ducksch'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Werder Bremen,176,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f1d51df5-9cfa-4ed7-aa9c-785c63a10641,2,,,3895153,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Werder Bremen,176,,0,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 8667, 'name': 'Lukáš Hrádecký'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 27133, 'name': 'Odilon Kossonou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 9195, 'name': 'Robert Andrich'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 8}, {'player': {'id': 38004, 'name': 'Piero Martín Hincapié Reyna'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 32712, 'name': 'Jeremie Frimpong'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 30}, {'player': {'id': 10336, 'name': 'Alejandro Grimaldo García'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 20}, {'player': {'id': 3500, 'name': 'Granit Xhaka'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 34}, {'player': {'id': 28268, 'name': 'Exequiel Alejandro Palacios'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 8804, 'name': 'Jonas Hofmann'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 40724, 'name': 'Florian Wirtz'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 32289, 'name': 'Victor Okoh Boniface'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Bayer Leverkusen,904,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1c6a1300-893a-4c68-9906-b2a20119758a,3,,,3895153,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Werder Bremen,176,['f6ebc27e-63bb-40cf-ad93-246ba4443937'],0,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f6ebc27e-63bb-40cf-ad93-246ba4443937,4,,,3895153,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Werder Bremen,176,['1c6a1300-893a-4c68-9906-b2a20119758a'],0,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,12e39d56-07d7-4c0a-8d5a-28f7aefa7912,2325,,,3895153,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,77,Werder Bremen,176,['ba5b8c35-543f-4dc0-aa87-c8128216d308'],0,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ba5b8c35-543f-4dc0-aa87-c8128216d308,2326,,,3895153,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,77,Werder Bremen,176,['12e39d56-07d7-4c0a-8d5a-28f7aefa7912'],0,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.847226,,,,,,,,,,,,8040acc9-2350-4608-b6ea-abf5ba6ad06b,5,,"[60.0, 40.0]",3895153,0,,,,-2.6645904,,Right Foot,,,,"[36.2, 27.7]",,Ground Pass,,26.790483,,,,Anthony Jung,7083.0,,,,,Kick Off,1,From Kick Off,Jens Stage,24532.0,Center Defensive Midfield,2,Werder Bremen,176,['661e1a48-f278-419e-9d5f-7f66a5909c4f'],0,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:00.986,Pass,
,,,,,,,,,,,,,,,,,3.230309,,,,,,,,,,,,289410f8-5c84-4668-80ec-27dfae23cad0,8,,"[42.8, 28.9]",3895153,0,,,,0.40914363,,Left Foot,,,,"[102.3, 54.7]",,High Pass,,64.85284,,Incomplete,,Rafael Santos Borré Amaury,28266.0,,,,,,1,From Kick Off,Anthony Jung,7083.0,Left Center Back,2,Werder Bremen,176,"['b3d39c15-dcc5-48ed-a910-87c83076d3f1', 'b57f89e3-561b-4671-aa53-84a847e6fab2']",4,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:04.919,Pass,
,,,,,,,,,,,,,,,,,0.703871,,,,,,,,,,,,b57f89e3-561b-4671-aa53-84a847e6fab2,11,,"[17.8, 25.4]",3895153,0,,,True,0.5571244,,,,,,"[23.9, 29.2]",,High Pass,,7.1867933,,,,Exequiel Alejandro Palacios,28268.0,,,,,Recovery,1,From Kick Off,Piero Martín Hincapié Reyna,38004.0,Left Center Back,2,Werder Bremen,176,"['289410f8-5c84-4668-80ec-27dfae23cad0', '5babe0f4-7ab9-4f4e-85b2-4b51d108644e', '7fdd7277-c995-4996-8d94-0520458750d2']",8,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:08.149,Pass,True
,,,,,,,,,,,,,,,,,1.532892,,,,,,,,,,,,fae09bcf-33e4-4ba4-aaa4-c673cd809181,14,,"[23.9, 29.2]",3895153,0,,,,0.8419416,,Right Foot,,,,"[38.9, 46.0]",,High Pass,,22.52199,,Incomplete,,Jonas Hofmann,8804.0,,,,,,1,From Kick Off,Exequiel Alejandro Palacios,28268.0,Left Defensive Midfield,2,Werder Bremen,176,"['beb65cac-3a58-4f31-bbfa-0b29751a6602', 'e6026dbf-95dd-4752-a217-0faaedf85ab6']",9,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:09.057,Pass,
