50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,dc4d1046-b021-4e80-a945-e30f3daa1c3b,1,,,,3895210,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,,0,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 46046, 'name': 'Matěj Kovář'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 17}, {'player': {'id': 49337, 'name': 'Josip Stanišić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 9195, 'name': 'Robert Andrich'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 8}, {'player': {'id': 38004, 'name': 'Piero Martín Hincapié Reyna'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 32712, 'name': 'Jeremie Frimpong'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 30}, {'player': {'id': 10336, 'name': 'Alejandro Grimaldo García'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 20}, {'player': {'id': 3500, 'name': 'Granit Xhaka'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 34}, {'player': {'id': 8403, 'name': 'Nadiem Amiri'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 11}, {'player': {'id': 8804, 'name': 'Jonas Hofmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 40724, 'name': 'Florian Wirtz'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 7044, 'name': 'Patrik Schick'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Bayer Leverkusen,904,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,b81cf535-be3d-40c8-b951-324df9b54882,2,,,,3895210,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,,0,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 36811, 'name': 'Moritz Nicolas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 33}, {'player': {'id': 36830, 'name': 'Joseph Scally'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 29}, {'player': {'id': 9174, 'name': 'Marvin Friedrich'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 8814, 'name': 'Nico Elvedi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 30}, {'player': {'id': 7198, 'name': 'Franck Honorat'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 9}, {'player': {'id': 40943, 'name': 'Luca Netz'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 20}, {'player': {'id': 8816, 'name': 'Julian Weigl'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 25040, 'name': 'Kouadio Emmanuel Koné'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 12323, 'name': 'Florian Neuhaus'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 7375, 'name': 'Theoson Jordan Siebatcheu'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 13}, {'player': {'id': 11399, 'name': 'Robin Hack'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 25}]}",Borussia Mönchengladbach,185,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,478b6ca6-726d-40a1-82db-e4abdd100d5f,3,,,,3895210,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,['87e6fdc7-cca9-420d-a7da-be6ac978966a'],0,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,87e6fdc7-cca9-420d-a7da-be6ac978966a,4,,,,3895210,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,['478b6ca6-726d-40a1-82db-e4abdd100d5f'],0,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,6d7b120a-560d-465e-8010-0b977dfdaa29,2604,,,,3895210,45,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,73,Borussia Mönchengladbach,185,['ab76b221-fe36-452f-a640-2b9a51f637cf'],0,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,ab76b221-fe36-452f-a640-2b9a51f637cf,2605,,,,3895210,45,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,73,Borussia Mönchengladbach,185,['6d7b120a-560d-465e-8010-0b977dfdaa29'],0,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.61906,,,,,,,,,,,130ef057-a5f4-423d-8529-1fc7f92d01b8,5,,,"[61.0, 40.1]",3895210,0,,,,2.9010584,,Left Foot,,,,"[39.8, 45.3]",Ground Pass,,21.828423,,Josip Stanišić,49337.0,,,,,Kick Off,1,From Kick Off,Granit Xhaka,3500.0,Right Defensive Midfield,2,Bayer Leverkusen,904,['99cdc341-1779-4e3a-a716-0bf10400ce5d'],0,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.643,Pass,
,,,,,,,,,,,,,,,,,2.967379,,,,,,,,,,,12cb81da-9d37-4d66-b139-5d9ff0064af2,8,,,"[40.8, 45.6]",3895210,0,,,,-0.6265274,,Right Foot,,,,"[93.3, 7.6]",High Pass,,64.80933,Incomplete,Patrik Schick,7044.0,,,,,,1,From Kick Off,Josip Stanišić,49337.0,Right Center Back,2,Bayer Leverkusen,904,"['8ba06034-da4a-4c7a-9907-eb42ae434eae', 'a72cc5e2-e26f-4aca-8dde-37500741049c']",3,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:03.394,Pass,
,,,,,,,,,,,,,,,,,1.816832,,,,,,,,,,,992a34d9-ed81-45ee-a2a5-ac891dde4357,11,,,"[76.2, 0.1]",3895210,0,,,,2.7778249,,,,,,"[56.5, 7.6]",Low Pass,,21.079374,,Piero Martín Hincapié Reyna,38004.0,,,,,Throw-in,1,From Throw In,Alejandro Grimaldo García,10336.0,Left Wing Back,3,Bayer Leverkusen,904,['1f5bebd5-24b9-481c-ad15-789c332c365c'],10,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:10.088,Pass,
,,,,,,,,,,,,,,,,,0.690995,,,,,,,,,,,b05b85f2-4e72-4533-a1d6-92f5702fc741,14,,,"[53.3, 7.9]",3895210,0,,,,0.8803499,,Right Foot,,,,"[59.0, 14.8]",Ground Pass,,8.949861,,Nadiem Amiri,8403.0,,,,,,1,From Throw In,Piero Martín Hincapié Reyna,38004.0,Left Center Back,3,Bayer Leverkusen,904,['e73df0f4-9c48-4e84-a60e-25b7888c65bb'],14,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:14.037,Pass,
