50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c22f124a-cbfb-441e-8f42-3818990f879f,1,,,,3895333,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eintracht Frankfurt,184,,0,,,,,,,,,,,,,,,,,"{'formation': 4222, 'lineup': [{'player': {'id': 4440, 'name': 'Kevin Trapp'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 33088, 'name': 'Lucas Silva Melo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 35}, {'player': {'id': 13294, 'name': 'Robin Koch'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 41593, 'name': 'Willian Joel Pacho Tenorio'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 48031, 'name': 'Niels Nkounkou'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 8227, 'name': 'Mario Götze'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 3767, 'name': 'Ellyes Joris Skhiri'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 28346, 'name': 'Eric Junior Dina Ebimbe'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 26}, {'player': {'id': 217047, 'name': 'Fares Chaïbi'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 50429, 'name': 'Hugo Ekitike'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 11}, {'player': {'id': 40761, 'name': 'Omar Marmoush'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Eintracht Frankfurt,184,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f0dd7cfd-6912-4d11-b095-eda30045a7e9,2,,,,3895333,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eintracht Frankfurt,184,,0,,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 8667, 'name': 'Lukáš Hrádecký'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 27133, 'name': 'Odilon Kossonou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 9195, 'name': 'Robert Andrich'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 8}, {'player': {'id': 30606, 'name': 'Edmond Fayçal Tapsoba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 41411, 'name': 'Nathan Tella'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 19}, {'player': {'id': 196651, 'name': 'Arthur Augusto de Matos Soares'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 13}, {'player': {'id': 3500, 'name': 'Granit Xhaka'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 34}, {'player': {'id': 28268, 'name': 'Exequiel Alejandro Palacios'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 8804, 'name': 'Jonas Hofmann'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 28239, 'name': 'Adam Hložek'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 7044, 'name': 'Patrik Schick'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Bayer Leverkusen,904,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1d1f9bd6-f519-4efa-ba23-ffa36a6acd05,3,,,,3895333,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eintracht Frankfurt,184,['7d46f796-7c18-450a-b98a-1671f7e0aa29'],0,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7d46f796-7c18-450a-b98a-1671f7e0aa29,4,,,,3895333,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eintracht Frankfurt,184,['1d1f9bd6-f519-4efa-ba23-ffa36a6acd05'],0,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,47a8fec7-6f66-428d-881f-ab92e70fd423,1854,,,,3895333,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,72,Eintracht Frankfurt,184,['f69cc2c8-5065-434e-b4a5-3e0f857e1427'],0,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f69cc2c8-5065-434e-b4a5-3e0f857e1427,1855,,,,3895333,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,72,Eintracht Frankfurt,184,['47a8fec7-6f66-428d-881f-ab92e70fd423'],0,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.278379,,,,,,,,,,,,,77806383-7cfd-45ee-b547-c6c2c8aeb349,5,,,"[60.0, 40.0]",3895333,0,,,,-3.0221636,,Right Foot,,,,"[42.5, 37.9]",,Ground Pass,,17.62555,,,Robert Andrich,9195.0,,,,,Kick Off,1,From Kick Off,Jonas Hofmann,8804.0,Right Attacking Midfield,2,Bayer Leverkusen,904,['7127f7dd-858e-4da7-ae2d-d93f6230267a'],0,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.684,Pass,
,,,,,,,,,,,,,,,,3.133025,,,,,,,,,,,,,14956ab4-3592-4704-856f-fcd05c8b75e9,8,,,"[43.2, 37.9]",3895333,0,,,,-0.6600473,,Right Foot,,,,"[91.9, 0.1]",,High Pass,,61.648438,Out,,Adam Hložek,28239.0,,,,,,1,From Kick Off,Robert Andrich,9195.0,Center Back,2,Bayer Leverkusen,904,['8f20cdeb-f45d-4416-9466-e9fcd6bc8970'],2,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:02.923,Pass,
,,,,,,,,,,,,,,,,1.094101,,,,,,,,,,,,,6dfa4e06-a66e-4924-a95a-3b136ac89ed6,10,,,"[33.6, 80.0]",3895333,0,,,,-1.3734008,,,,,,"[35.5, 70.5]",,Low Pass,,9.688137,,,Ellyes Joris Skhiri,3767.0,,,,,Throw-in,1,From Throw In,Lucas Silva Melo,33088.0,Right Back,3,Eintracht Frankfurt,184,['c1037d95-0aae-4c4d-a71f-566b662683c0'],17,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:17.828,Pass,
,,,,,,,,,,,,,,,,0.88153,,,,,,,,,,,,,9ce86705-6023-463e-a536-87f7b98676df,14,,,"[35.8, 71.0]",3895333,0,,,,1.7818897,,Other,,,,"[34.3, 78.0]",,Low Pass,,7.1589108,,,Lucas Silva Melo,33088.0,,,,,,1,From Throw In,Ellyes Joris Skhiri,3767.0,Left Defensive Midfield,3,Eintracht Frankfurt,184,['a39d9ab7-56f9-46a1-96b6-dffa305d2442'],19,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:19.139,Pass,
