50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.409507,,,,,,,,,,,,3ac0eec6-393e-409a-b54c-d18bf4acc336,18,,"[25.7, 22.7]",3895250,0,,,,1.5583746,,Right Foot,,,,"[25.9, 38.8]",,Ground Pass,,16.101242,,,,Jonathan Tah,8221.0,,,,,,,1,From Kick Off,Edmond Fayçal Tapsoba,30606.0,Left Center Back,2,Bayer Leverkusen,904,['77d095d5-19af-4960-8185-fe656e86ffed'],14,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:14.267,Pass,
,,,,,,,,,,,,,,,,,1.274679,,,,,,,,,,,,2e2ac911-0d6b-4431-afd0-ac2aa83edeff,21,,"[27.4, 45.8]",3895250,0,,,,1.4533616,,Left Foot,,,,"[29.5, 63.6]",,Ground Pass,,17.923449,,,,Odilon Kossonou,27133.0,,,,,,,1,From Kick Off,Jonathan Tah,8221.0,Center Back,2,Bayer Leverkusen,904,['1467935f-8de1-4020-be56-e879469fad69'],19,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:19.327,Pass,
,,,,,,,,,,,,,,,,,0.252476,,,,,,,,,,,,5c8cf317-6db6-401c-af8b-cd730463de15,24,,"[29.0, 70.1]",3895250,0,,,,0.34302393,,Right Foot,,,,"[31.8, 71.1]",,Low Pass,,2.9732137,,Incomplete,,Jeremie Frimpong,32712.0,,,,,,,1,From Kick Off,Odilon Kossonou,27133.0,Right Center Back,2,Bayer Leverkusen,904,"['12d1ad6a-20c1-4c3f-9f90-67957ce5d0da', '4c7a7a28-8075-45dd-9945-2d0d1f23445f']",21,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:21.853,Pass,
,,,,,,,,,,,,,,,,,0.672722,,,,,,,,,,,,4e4cf313-c7c3-4f0f-88aa-1bfc872d2cfd,27,,"[46.4, 80.0]",3895250,0,True,,,-1.125219,,,,,,"[52.8, 66.6]",,Low Pass,,14.8499155,,,,Jonas Hofmann,8804.0,,,,,,Throw-in,1,From Throw In,Jeremie Frimpong,32712.0,Right Wing Back,3,Bayer Leverkusen,904,['de368b93-9f79-4510-b0f2-104689efbff8'],25,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:25.991,Pass,
,,,,,,,,,,,,,,,,,1.203082,,,,,,,,,,,,ba966882-d9e3-41e6-b1a0-cd8ed5c299e8,29,,"[52.9, 66.6]",3895250,0,,,,1.8014022,,Right Foot,,,,"[50.2, 78.1]",,Ground Pass,,11.812705,,,,Jeremie Frimpong,32712.0,,,,,,,1,From Throw In,Jonas Hofmann,8804.0,Right Attacking Midfield,3,Bayer Leverkusen,904,['97d77030-7219-400c-9487-843ec1de864b'],26,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:26.735,Pass,
,,,,,,,,,,,,,,,,,0.942572,,,,,,,,,,,,2fdd6461-8527-40b8-9a96-0911ceea73ce,34,,"[71.3, 0.1]",3895250,0,,,,0.3926375,,,,,,"[81.2, 4.2]",,Low Pass,,10.715409,,,,Karim Onisiwo,11278.0,,,,,,Throw-in,1,From Throw In,Philipp Mwene,13315.0,Left Wing Back,4,FSV Mainz 05,177,['00f36185-3b44-407a-8adf-c01a6e699195'],50,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:50.651,Pass,
,,,,,,,,,,,,,,,,,0.768794,,,,,,,,,,,,73a6a3d2-db4c-4daa-899c-ff062dc0a48e,38,,"[79.3, 3.5]",3895250,0,,,,2.197867,,Right Foot,,,,"[74.3, 10.4]",,Ground Pass,,8.521151,,,,Nadiem Amiri,8403.0,,,,,,,1,From Throw In,Karim Onisiwo,11278.0,Center Forward,4,FSV Mainz 05,177,"['3f4a4561-dbec-4ac5-ae02-bef76aff4eea', '528f3fa2-fd3d-4ed6-8361-3ba13c0252ab']",52,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:52.412,Pass,True
,,,,,,,,,,,,,,,,,0.556106,,,,,,,,,,,,6d3e576b-a714-47fc-9c67-8a0e5ab4028f,42,,"[74.1, 13.1]",3895250,0,,,,1.094727,,Right Foot,,,,"[77.4, 19.5]",,Ground Pass,,7.2006946,,,,Leandro Barreiro Martins,23402.0,,,,,,,1,From Throw In,Nadiem Amiri,8403.0,Left Defensive Midfield,4,FSV Mainz 05,177,"['20489a1c-6123-464e-947a-e43601f6da2a', '87a7b819-3504-47ff-8c83-c190c88ce726']",53,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:53.791,Pass,True
,,,,,,,,,,,,,,,,,1.334645,,,,,,,,,,,,16d2f447-ae15-42c2-beb3-c902e62ec91b,45,,"[77.4, 19.5]",3895250,0,,,,2.7707014,,Right Foot,,,,"[59.4, 26.5]",,Ground Pass,,19.313208,,,,Dominik Kohr,8207.0,,,,,,,1,From Throw In,Leandro Barreiro Martins,23402.0,Right Defensive Midfield,4,FSV Mainz 05,177,['976dadcf-103e-4353-b303-07d60b448156'],54,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:54.378,Pass,
,,,,,,,,,,,,,,,,,1.203279,,,,,,,,,,,,41fc5380-fad1-457b-b80b-12f1df3a5518,48,,"[58.0, 38.5]",3895250,0,,,,1.3480362,,Right Foot,,,,"[62.1, 56.6]",,Ground Pass,,18.558556,,,,Silvan Widmer,7796.0,,,,,,,1,From Throw In,Dominik Kohr,8207.0,Right Center Back,4,FSV Mainz 05,177,['e781f115-a020-41f6-b925-8091006a7013'],57,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:57.437,Pass,
,,,,,,,,,,,,,,,,,1.979473,,,,,,,,,,,,65b265a2-e397-428b-939a-d9504ba22b7a,52,,"[62.3, 57.9]",3895250,1,,,,0.74665785,,Right Foot,,,,"[82.4, 76.5]",,High Pass,,27.38558,,,,Brajan Gruda,363583.0,,,,,,,1,From Throw In,Silvan Widmer,7796.0,Right Wing Back,4,FSV Mainz 05,177,"['dec9c90d-8de4-40d0-83f0-e5b918d2ecc5', 'ee7cdf2e-7872-4bb2-a977-d1ebdc938fb9']",0,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:00.956,Pass,True
,,,,,,,,,,,,,,,,,2.245499,,,,,,,,,,,,e1633d02-176d-498f-8be3-f4a32dad28ef,57,,"[78.6, 76.8]",3895250,1,,,,-3.1280189,,Left Foot,,,,"[56.5, 76.5]",,Ground Pass,,22.102036,,,,Dominik Kohr,8207.0,,,,,,,1,From Throw In,Brajan Gruda,363583.0,Right Attacking Midfield,4,FSV Mainz 05,177,['fd06c3e7-68cf-4aa6-9b67-3165b1e8da77'],4,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:04.644,Pass,
,,,,,,,,,,,,,,,,,1.269013,,,,,,,,,,,,26104523-08b2-49db-a931-94eccd7ef720,60,,"[56.5, 76.5]",3895250,1,,,,0.12797324,,Right Foot,,,,"[83.7, 80.0]",,High Pass,,27.42426,,Out,,,,,,,,,,1,From Throw In,Dominik Kohr,8207.0,Right Center Back,4,FSV Mainz 05,177,,6,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:06.982,Pass,
,,,,,,,,,,,,,,,,,1.610415,,,,,,,,,,,,fc04af53-891b-4d4b-9131-060d5ecd1ad6,61,,"[32.4, 0.1]",3895250,1,True,,,1.0127697,,,,,,"[42.2, 15.8]",,Low Pass,,18.507566,,,,Granit Xhaka,3500.0,,,,,,Throw-in,1,From Throw In,Edmond Fayçal Tapsoba,30606.0,Left Center Back,5,Bayer Leverkusen,904,['d5045709-f6c6-4c32-962a-25e0a3368ac8'],17,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:17.431,Pass,
,,,,,,,,,,,,,,,,,1.628139,,,,,,,,,,,,49134151-a37f-45c4-a844-b9a1d4714faf,63,,"[42.2, 15.8]",3895250,1,,,,-2.5034106,,Left Foot,,,,"[27.1, 4.6]",,Ground Pass,,18.800266,,,,Edmond Fayçal Tapsoba,30606.0,,,,,,,1,From Throw In,Granit Xhaka,3500.0,Right Defensive Midfield,5,Bayer Leverkusen,904,['c7815f45-4a64-4194-84b8-1df4f729e86d'],19,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:19.383,Pass,
,,,,,,,,,,,,,,,,,2.705411,,,,,,,,,,,,bda4480a-996c-4314-9329-d3c4d38f19fa,66,,"[26.1, 4.6]",3895250,1,,,,1.5154957,,Right Foot,,,,"[29.2, 60.6]",,High Pass,,56.08574,,,,Odilon Kossonou,27133.0,,,True,,,,1,From Throw In,Edmond Fayçal Tapsoba,30606.0,Left Center Back,5,Bayer Leverkusen,904,['a018f574-9e86-4438-991c-ed3f05bd3c2a'],21,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:21.332,Pass,
,,,,,,,,,,,,,,,,,3.227376,,,,,,,,,,,,eb508b2d-f83a-4316-bae8-f2cb3b39657b,70,,"[56.6, 66.4]",3895250,1,,,,0.17824468,,Right Foot,,,,"[94.9, 73.3]",,Ground Pass,,38.916576,,,,Jeremie Frimpong,32712.0,,,,,,,1,From Throw In,Odilon Kossonou,27133.0,Right Center Back,5,Bayer Leverkusen,904,['b8e6cfd6-716a-4685-b38c-09109b7dca1c'],28,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:28.460,Pass,
,,,,,,,,,,,,,,,,,0.645822,,,,,,,,,,,,d6c29622-2aab-4451-8afb-4e552cbf43af,73,,"[105.4, 63.3]",3895250,1,,,,-2.4827867,,Right Foot,,,,"[99.2, 58.5]",,Ground Pass,,7.8409185,,Incomplete,,Granit Xhaka,3500.0,,,,,,,1,From Throw In,Jeremie Frimpong,32712.0,Right Wing Back,5,Bayer Leverkusen,904,"['08647ac5-efa4-44ab-bf47-d04e0b9e07e2', '43fc2411-56e5-4ec8-87a2-e776ce72e918']",35,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:35.774,Pass,
,,,,,,,,,,,,,,,,,1.84428,,,,,,,,,,,,af726d14-47f8-447d-9f1e-696a02279a9c,78,,"[16.4, 25.0]",3895250,1,,,,-0.09445494,,Left Foot,,,,"[44.9, 22.3]",,Low Pass,,28.62761,,,,Karim Onisiwo,11278.0,,,,,,,1,From Throw In,Nadiem Amiri,8403.0,Left Defensive Midfield,5,Bayer Leverkusen,904,['28d8fdda-a807-4d58-9a9d-8055083be44a'],37,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:37.825,Pass,
,,,,,,,,,,,,,,,,,0.750247,,,,,,,,,,,,bd9c0455-e623-4de4-83b2-7d147cbb09d6,86,,"[71.2, 51.6]",3895250,1,,,,0.5393047,,Right Foot,,,,"[84.4, 59.5]",,Ground Pass,,15.383432,,,,Jonas Hofmann,8804.0,,,,,,,1,From Throw In,Robert Andrich,9195.0,Left Defensive Midfield,5,Bayer Leverkusen,904,['a91a5313-f622-41e5-82e3-fa9c2e5199c1'],44,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:44.799,Pass,
,,,,,,,,,,,,,,,,,1.383651,,,,,,,,,,,,5f48d71f-50d3-469c-a2e8-0505c308c7fc,92,,"[80.4, 59.2]",3895250,2,,,,-1.1682969,,Right Foot,,,,"[89.0, 39.0]",,Ground Pass,,21.954498,,,,Granit Xhaka,3500.0,,,,,,Free Kick,1,From Free Kick,Jonas Hofmann,8804.0,Right Attacking Midfield,6,Bayer Leverkusen,904,['a365df64-8d54-4757-a37a-26d41ccee820'],30,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:30.431,Pass,
,,,,,,,,,,,,,,,,,2.013306,,,,,,,,,,,,e1e45f83-8515-499b-b902-31fd4227c9c4,95,,"[88.6, 39.2]",3895250,2,,,,-0.9289582,,Left Foot,,,,"[110.2, 10.3]",,Ground Pass,,36.08005,,,,Alejandro Grimaldo García,10336.0,,,,,,,1,From Free Kick,Granit Xhaka,3500.0,Right Defensive Midfield,6,Bayer Leverkusen,904,['876442ef-7011-4494-8731-92225763ef56'],32,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:32.807,Pass,
,,,,,,,,,,,,,,,,,0.220203,,,,,,,,,,,,7e197db2-6163-4640-a17e-3dc34a022e3d,98,,"[115.5, 9.4]",3895250,2,,,,1.9047414,,Left Foot,,,,"[113.8, 14.3]",,Low Pass,,5.186521,,Incomplete,,,,,,,,,,1,From Free Kick,Alejandro Grimaldo García,10336.0,Left Wing Back,6,Bayer Leverkusen,904,['34216352-6815-4421-8743-8a898d5009bc'],36,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:36.267,Pass,
,,,,,,,,,,,,,,,,,1.042336,,,,,,,,,,,,ddcd7694-e89c-4733-a953-33c647d10773,103,,"[60.0, 40.0]",3895250,3,True,,,2.154975,,Right Foot,,,,"[52.0, 52.1]",,Ground Pass,,14.505516,,,,Leandro Barreiro Martins,23402.0,,,,,,Kick Off,1,From Kick Off,Karim Onisiwo,11278.0,Center Forward,7,FSV Mainz 05,177,['ca106f0e-89eb-4f8e-ab4c-b5741495df2e'],34,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:03:34.908,Pass,
,,,,,,,,,,,,,,,,,1.511555,,,,,,,,,,,,052896ef-7232-449b-b23a-e207678885fa,105,,"[99.1, 63.1]",3895250,3,,,,-0.9671537,,Left Foot,True,,,"[114.2, 41.2]",,Ground Pass,,26.601128,,Incomplete,,Jae-Sung Lee,5623.0,,,,,,,1,From Kick Off,Leandro Barreiro Martins,23402.0,Right Defensive Midfield,7,FSV Mainz 05,177,"['1f67749d-590c-4a7c-a952-4e8c6d53abd8', '4771a85d-cbbd-4642-a70b-4db7a40902b4']",40,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:03:40.116,Pass,
,,,,,,,,,,,,,,,,,3.080384,,,,,,,,,,,,47fe6eac-3f0a-4b22-b8db-59bc3ad40dec,110,,"[8.4, 40.6]",3895250,4,,,,1.3711785,,Left Foot,,,,"[15.4, 75.2]",,Ground Pass,,35.30099,,,,Odilon Kossonou,27133.0,,,,,,,1,From Keeper,Lukáš Hrádecký,8667.0,Goalkeeper,8,Bayer Leverkusen,904,['4386aef6-acf0-4456-bccb-e2d4c270526c'],0,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:04:00.212,Pass,
,,,,,,,,,,,,,,,,,1.05591,,,,,,,,,,,,fa9781ed-b7ea-4df5-9490-8ff2df29718c,114,,"[13.5, 73.0]",3895250,4,,,,-2.344147,,Right Foot,,,,"[9.4, 68.8]",,Ground Pass,,5.8694124,,Incomplete,,Jonathan Tah,8221.0,,,,,,,1,From Keeper,Odilon Kossonou,27133.0,Right Center Back,8,Bayer Leverkusen,904,"['a72c4328-bf8c-4d5a-8b84-13702a37bf13', 'bbd507c2-3e70-48ec-bbbb-006428267e1c']",4,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:04:04.422,Pass,
,,,,,,,,,,,,True,,,,,0.640327,,,,,,,,,,,,a72c4328-bf8c-4d5a-8b84-13702a37bf13,116,,"[110.7, 11.3]",3895250,4,,,,2.2272837,,Left Foot,,,,"[106.0, 17.4]",,Ground Pass,,7.7006493,,,,Karim Onisiwo,11278.0,,,,,,Interception,1,Regular Play,Jae-Sung Lee,5623.0,Left Attacking Midfield,9,FSV Mainz 05,177,"['38ec11d6-eda4-471c-9b30-4c40e068b4c1', 'fa9781ed-b7ea-4df5-9490-8ff2df29718c']",5,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:04:05.478,Pass,
,,,,,,,,,,,,,,,,,1.848673,,,,,,,,,,,,0313e125-90cb-46f6-a74c-ae5f006a240e,124,,"[52.8, 4.7]",3895250,4,,,,2.5899377,,Right Foot,,,,"[24.2, 22.3]",,Ground Pass,,33.581543,,,,Robin Zentner,19405.0,,,,,,Recovery,1,Regular Play,Sepp van den Berg,15458.0,Center Back,9,FSV Mainz 05,177,"['27b5c555-71fa-47f2-9a2c-6b83841ea1df', 'a600fee6-abb4-42ae-9705-dbebae100d08']",12,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:04:12.270,Pass,True
,,,,,,,,,,,,,,,,,3.077557,,,,,,,,,,,,6bcee2d4-b382-4b73-ac82-da07130dd469,127,,"[24.2, 22.3]",3895250,4,,,,-0.09246287,,Right Foot,,,,"[79.2, 17.2]",,High Pass,,55.235947,,Pass Offside,,Karim Onisiwo,11278.0,,,,,,,1,Regular Play,Robin Zentner,19405.0,Goalkeeper,9,FSV Mainz 05,177,['c4ce7cc6-8782-460e-9929-87b12b0a7f97'],14,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:04:14.243,Pass,
,,,,,,,,,,,,,,,,,0.839503,,,,,,,,,,,,721ab62c-8ee0-432d-8d39-a0233a141300,129,,"[26.1, 58.8]",3895250,4,,,,-1.805519,,Right Foot,,,,"[22.8, 45.0]",,Ground Pass,,14.18908,,,,Edmond Fayçal Tapsoba,30606.0,,,,,,Free Kick,1,From Free Kick,Jonathan Tah,8221.0,Center Back,10,Bayer Leverkusen,904,['6dd70a8f-4d64-4a98-9ae4-b81814264765'],48,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:04:48.648,Pass,
,,,,,,,,,,,,,,,,,1.208637,,,,,,,,,,,,09b15207-b186-46e7-a0a4-5b4a6fb65f7b,132,,"[23.7, 51.3]",3895250,4,,,,1.5176549,,Right Foot,,,,"[24.7, 70.1]",,Ground Pass,,18.826576,,,,Odilon Kossonou,27133.0,,,,,,,1,From Free Kick,Edmond Fayçal Tapsoba,30606.0,Left Center Back,10,Bayer Leverkusen,904,['2afc6769-04ea-4141-9460-1e6f78cb64b8'],50,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:04:50.931,Pass,
