50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,16d29511-a5c7-4a18-a4b4-d40571e69bd4,1,,,,3895121,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,,0,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 8667, 'name': 'Lukáš Hrádecký'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 27133, 'name': 'Odilon Kossonou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 8221, 'name': 'Jonathan Tah'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 30606, 'name': 'Edmond Fayçal Tapsoba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 32712, 'name': 'Jeremie Frimpong'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 30}, {'player': {'id': 10336, 'name': 'Alejandro Grimaldo García'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 20}, {'player': {'id': 28268, 'name': 'Exequiel Alejandro Palacios'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 3500, 'name': 'Granit Xhaka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 34}, {'player': {'id': 8804, 'name': 'Jonas Hofmann'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 40724, 'name': 'Florian Wirtz'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 32289, 'name': 'Victor Okoh Boniface'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Bayer Leverkusen,904,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,27cf4ae2-0319-4fc6-9ace-9f960bb0e4e6,2,,,,3895121,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 48246, 'name': 'Noah Atubolu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 79429, 'name': 'Kiliann Sildillia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 8808, 'name': 'Matthias Ginter'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 28}, {'player': {'id': 8931, 'name': 'Philipp Lienhart'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 11459, 'name': 'Lukas Kübler'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 8939, 'name': 'Nicolas Höfler'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 8361, 'name': 'Ritsu Doan'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 42}, {'player': {'id': 8401, 'name': 'Maximilian Eggestein'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 48240, 'name': 'Merlin Röhl'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 34}, {'player': {'id': 11282, 'name': 'Vincenzo Grifo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 32}, {'player': {'id': 12418, 'name': 'Lucas Höler'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Freiburg,183,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,92e52894-484a-48de-8051-469ea23d6aaa,3,,,,3895121,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,['d16c061b-99fe-4266-ad73-d7f9c73482b0'],0,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d16c061b-99fe-4266-ad73-d7f9c73482b0,4,,,,3895121,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,['92e52894-484a-48de-8051-469ea23d6aaa'],0,,,,,,,,,,,,,,,,,Freiburg,183,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,bf44e3f5-46df-4d28-9999-aa716b4455b1,1910,,,,3895121,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,76,Bayer Leverkusen,904,['8e52458b-9379-4dc1-ab84-bad437a7a04b'],0,,,,,,,,,,,,,,,,,Freiburg,183,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,8e52458b-9379-4dc1-ab84-bad437a7a04b,1911,,,,3895121,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,76,Bayer Leverkusen,904,['bf44e3f5-46df-4d28-9999-aa716b4455b1'],0,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.569477,,,,,,,,,,,,,,1cdd596e-bf1f-4096-848a-a2a5db4fd313,5,,,"[61.0, 40.1]",3895121,0,,,,,2.895432,,Right Foot,,,"[41.1, 45.1]",,Ground Pass,,20.518528,,,,,Odilon Kossonou,27133.0,,,,,Kick Off,1,From Kick Off,Exequiel Alejandro Palacios,28268.0,Right Defensive Midfield,2,Bayer Leverkusen,904,['f8442e6f-3919-46bc-848a-5f545627cf82'],0,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.431,Pass,
,,,,,,,,,,,,,,,,,3.60312,,,,,,,,,,,,,,c5fa6ce0-df8d-42a2-8bdd-601d167d5ec1,8,,,"[40.8, 45.5]",3895121,0,,,,,-0.5506527,,Right Foot,,,"[96.5, 11.3]",,High Pass,,65.361534,,,,,Victor Okoh Boniface,32289.0,,,,,,1,From Kick Off,Odilon Kossonou,27133.0,Right Center Back,2,Bayer Leverkusen,904,['d6006eb1-3ef6-4955-a47a-7b2b9192b522'],3,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:03.433,Pass,
,,,,,,,,,,,,,,,,,1.525154,,,,,,,,,,,,,,d8ec2ac3-0202-455a-8a5d-255e1e4cc473,12,,,"[98.4, 7.2]",3895121,0,,,,,-2.965358,,Right Foot,,,"[83.8, 4.6]",,Low Pass,,14.8296995,,,,,Alejandro Grimaldo García,10336.0,,,,,,1,From Kick Off,Victor Okoh Boniface,32289.0,Center Forward,2,Bayer Leverkusen,904,"['a0313cd5-9822-48bf-8ca6-3c92789a7474', 'dd059ddd-697b-4957-a691-f20eec306ea5']",8,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:08.343,Pass,True
,,,,,,,,,,,,,,,,,0.501131,,,,,,,,,,,,,,2fdcfc97-4f53-46be-ae4a-a5b67c508cf9,15,,,"[83.8, 4.6]",3895121,0,,,,,1.9773631,,Left Foot,,,"[80.7, 11.8]",,Ground Pass,,7.839005,,,,,Granit Xhaka,3500.0,,,,,,1,From Kick Off,Alejandro Grimaldo García,10336.0,Left Wing Back,2,Bayer Leverkusen,904,['b2a1e34b-f362-4be7-abc3-7d5015d54850'],10,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:10.804,Pass,
