50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.86731,,,,,,,,,,4418d0aa-1fee-4de0-bbe7-425830878862,3458,,"[53.8, 75.6]",3895139,69,,,,-2.3232393,,Right Foot,,,,"[45.0, 66.2]",,Ground Pass,,12.876335,,,,Jonathan Tah,8221.0,,,,,2,Regular Play,Jonas Hofmann,8804.0,Right Attacking Midfield,121,Bayer Leverkusen,904,['c49fdbaf-893c-43c1-955b-d4bb378db678'],50,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:24:50.604,Pass,
,,,,,,,,,,,,,,,,,1.014587,,,,,,,,,,77b987be-48ed-48a3-a20c-af756a3b03f3,3460,,"[45.0, 66.2]",3895139,69,,,,-0.24255149,,Right Foot,,,,"[54.7, 63.8]",,Ground Pass,,9.992497,,,,Granit Xhaka,3500.0,,,,,2,Regular Play,Jonathan Tah,8221.0,Center Back,121,Bayer Leverkusen,904,['40ec9a54-6ce2-41f5-918c-25a556e42fef'],51,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:24:51.471,Pass,
,,,,,,,,,,,,,,,,,0.97482,,,,,,,,,,87c9ca38-7a52-4210-960c-1853718cb043,3463,,"[61.8, 59.6]",3895139,69,,,,1.2816638,,Left Foot,,,,"[66.5, 75.4]",,Ground Pass,,16.484236,,,,Odilon Kossonou,27133.0,,,,,2,Regular Play,Granit Xhaka,3500.0,Right Defensive Midfield,121,Bayer Leverkusen,904,['1fdcad1a-fc80-4106-9ac7-dda372f798a5'],53,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:24:53.687,Pass,
,,,,,,,,,,,,,,,,,1.108726,,,,,,,,,,4aaf5494-7946-4c73-bcb8-03f5b9763224,3466,,"[68.0, 77.7]",3895139,69,,,,-2.775536,,Right Foot,,,,"[56.0, 73.1]",,Ground Pass,,12.8514595,,,,Jonas Hofmann,8804.0,,,,,2,Regular Play,Odilon Kossonou,27133.0,Right Center Back,121,Bayer Leverkusen,904,['ed7d8e4b-2a23-475a-8411-3abc23cd7a53'],54,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:24:54.819,Pass,
,,,,,,,,,,,,,,,,,1.990735,,,,,,,,,,b574b82d-9d9e-45e8-8192-bedc791dade3,3469,,"[63.3, 67.0]",3895139,69,,,,-1.7417151,,Right Foot,,,,"[57.0, 30.5]",,High Pass,,37.039707,,,,Piero Martín Hincapié Reyna,38004.0,,,,,2,Regular Play,Jonas Hofmann,8804.0,Right Attacking Midfield,121,Bayer Leverkusen,904,['fd253618-617c-4672-aa47-ce821f07fc3e'],58,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:24:58.817,Pass,
,,,,,,,,,,,,,,,,,0.613513,,,,,,,,,,60da574b-71c7-4c18-a80d-76fabb692456,3472,,"[61.5, 33.2]",3895139,70,,,,1.4827889,,Left Foot,,,,"[61.8, 36.6]",,Ground Pass,,3.4132097,,,,Exequiel Alejandro Palacios,28268.0,,,,,2,Regular Play,Piero Martín Hincapié Reyna,38004.0,Left Center Back,121,Bayer Leverkusen,904,['b916919c-7fae-4f09-a87a-df89b0ad120a'],2,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:25:02.045,Pass,
,,,,,,,,,,,,,,,,,0.781594,,,,,,,,,,b44451c8-6e0c-4910-84cb-1fcf2bcb7807,3475,,"[69.3, 27.4]",3895139,70,,,,1.194306,,Right Foot,,,,"[72.7, 36.0]",,Ground Pass,,9.247703,,,,Granit Xhaka,3500.0,,,,,2,Regular Play,Exequiel Alejandro Palacios,28268.0,Left Defensive Midfield,121,Bayer Leverkusen,904,['6c91efd6-216d-4f6a-a456-33340873e5fb'],5,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:25:05.024,Pass,
,,,,,,,,,,,,,,,,,0.871252,,,,,,,,,,e0d82dd8-05e6-47c4-abbe-384ac234ad21,3477,,"[72.7, 36.0]",3895139,70,,,,-2.1849558,,Left Foot,,,,"[67.2, 28.2]",,Ground Pass,,9.544108,,,,Exequiel Alejandro Palacios,28268.0,,,,,2,Regular Play,Granit Xhaka,3500.0,Right Defensive Midfield,121,Bayer Leverkusen,904,['38731ae2-cf8a-4f6d-b53d-b43595767aed'],5,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:25:05.806,Pass,
,,,,,,,,,,,,,,,,,1.540007,,,,,,,,,,be7d2f75-bb1f-4a13-ae1b-c16328242a15,3480,,"[68.9, 26.5]",3895139,70,,,,-1.0956769,,Right Foot,,,,"[79.6, 5.7]",,Ground Pass,,23.39081,,,,Florian Wirtz,40724.0,,,,,2,Regular Play,Exequiel Alejandro Palacios,28268.0,Left Defensive Midfield,121,Bayer Leverkusen,904,['f388986a-aadb-4069-b885-dd6dc63c2f15'],7,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:25:07.428,Pass,
,,,,,,,,,,,,,,,,,1.387718,,,,,,,,,,d1955805-4ad6-47f9-97fd-ce9f79d7e3b9,3487,,"[82.2, 10.3]",3895139,70,,,,2.1862519,,Right Foot,,,,"[75.2, 20.2]",,Ground Pass,,12.124768,,,,Granit Xhaka,3500.0,,,,,2,Regular Play,Florian Wirtz,40724.0,Left Attacking Midfield,121,Bayer Leverkusen,904,['d35735c8-71e3-49bf-840a-ea05136fd67e'],17,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:25:17.610,Pass,
,,,,,,,,,,,,,,,,,3.710466,,,,,,,,,,27850248-7d27-408c-9121-936259408e25,3490,,"[76.7, 20.0]",3895139,70,,,,0.0,,Left Foot,,,,"[118.5, 20.0]",,High Pass,,41.8,,,,Florian Wirtz,40724.0,,,,,2,Regular Play,Granit Xhaka,3500.0,Right Defensive Midfield,121,Bayer Leverkusen,904,['4f3c28b5-341e-44bd-9860-7b5dfe7ac6de'],19,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:25:19.778,Pass,
,,,,,,,,,,,,,,,,,0.876929,,,,,,,,,,af51930d-3d83-4512-8bab-d8c0c51c9d36,3505,,"[21.9, 72.1]",3895139,70,,,,-2.961097,,Right Foot,,,,"[8.2, 69.6]",,Low Pass,,13.926234,,,,Paul Jaeckel,20606.0,,,,,2,Regular Play,Janik Haberer,8938.0,Right Wing,121,Bayer Leverkusen,904,"['0eeee67d-0866-448f-bbbd-7e91aa8104c1', 'af463587-74aa-4782-b7f5-591dfa424a5b']",30,,,,,,,,,,,,,,,,,,Union Berlin,190,00:25:30.092,Pass,True
,,,,,,,,,,,,,,,,,1.537363,,,,,,,,,,ada5404a-902e-4571-b7ae-35645a5cacea,3508,,"[8.2, 69.6]",3895139,70,,,,-0.18374453,,Left Foot,,,,"[42.1, 63.3]",,High Pass,,34.48043,,Incomplete,,,,,,,,2,Regular Play,Paul Jaeckel,20606.0,Right Center Back,121,Bayer Leverkusen,904,['181e0fdb-4b1b-4273-a51a-3c3633c5d5a6'],32,,,,,,,,,,,,,,,,,,Union Berlin,190,00:25:32.226,Pass,
,,,,,,,,,,,,,,,,,1.403036,,,,,,,,,,999ac3e1-8c38-444c-be37-307198d9267d,3511,,"[77.8, 12.6]",3895139,70,,,,1.5108682,,Right Foot,,,,"[79.0, 32.6]",,Ground Pass,,20.035967,,,,Granit Xhaka,3500.0,,,,,2,Regular Play,Exequiel Alejandro Palacios,28268.0,Left Defensive Midfield,121,Bayer Leverkusen,904,['68a6a8eb-6f34-433d-be97-3e88003ca765'],36,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:25:36.238,Pass,
,,,,,,,,,,,,,,,,,0.733214,,,,,,,,,,4294f919-bafe-47a0-a680-87f0ae3e06a9,3514,,"[79.0, 32.6]",3895139,70,,,,-0.54774004,,Left Foot,,,,"[89.0, 26.5]",,Ground Pass,,11.713667,,,,Jonas Hofmann,8804.0,,,,,2,Regular Play,Granit Xhaka,3500.0,Right Defensive Midfield,121,Bayer Leverkusen,904,['666331d0-bbbc-4f8c-ab9c-c8aaf4f617d4'],38,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:25:38.501,Pass,
,,,,,,,,,,,,,,,,,1.779473,,,,,,,,,,d3a6696e-eab2-4eed-aa1c-15c766a0d050,3517,,"[87.4, 30.7]",3895139,70,,,,1.2499691,,Right Foot,,,,"[98.2, 63.2]",,Ground Pass,,34.247482,,,,Jeremie Frimpong,32712.0,,,,,2,Regular Play,Jonas Hofmann,8804.0,Right Attacking Midfield,121,Bayer Leverkusen,904,['55eb03c2-a15a-4e5c-b50b-a97256df14d7'],40,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:25:40.254,Pass,
,,,,,,,,,,,,,,,,,1.09385,,,,,,,,,,26817c28-545f-4764-bf84-7b6b530c8f7d,3520,,"[103.8, 58.0]",3895139,70,,,,-2.328804,4bf2258f-145f-43f2-b6ab-e05dac919b30,Right Foot,,,,"[96.7, 50.5]",,Ground Pass,,10.327633,,,,Jonas Hofmann,8804.0,True,,,,2,Regular Play,Jeremie Frimpong,32712.0,Right Wing Back,121,Bayer Leverkusen,904,['8038f574-64e8-47fd-b03a-5185f53bb498'],44,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:25:44.371,Pass,
,,,,,,,,,,,,,,,,,0.690574,,,,,,,,,,9a15a374-0d63-4d9b-ba6c-2d6a925b0dfe,3528,,"[6.0, 36.0]",3895139,71,True,,,1.8295672,,Left Foot,,,,"[5.1, 39.4]",,Ground Pass,,3.517101,,,,Frederik Rønnow,12420.0,,,,Goal Kick,2,From Goal Kick,Diogo Filipe Monteiro Pinto Leite,11175.0,Left Center Back,122,Union Berlin,190,['18f6e1e9-f2c5-4671-96cc-6535f66ba05a'],10,,,,,,,,,,,,,,,,,,Union Berlin,190,00:26:10.254,Pass,
,,,,,,,,,,,,,,,,,3.965195,,,,,,,,,,7236f993-802d-420d-8472-c843b980feab,3530,,"[16.4, 41.7]",3895139,71,,,,-0.24414706,,Right Foot,,,,"[73.0, 27.6]",,High Pass,,58.329838,,Incomplete,,Janik Haberer,8938.0,,,,,2,From Goal Kick,Frederik Rønnow,12420.0,Goalkeeper,122,Union Berlin,190,"['205b8a18-5185-4589-bc8a-c842d150e7e8', '47bbfd5a-4d0d-4ce4-ba7d-266dbaad7999']",21,,,,,,,,,,,,,,,,,,Union Berlin,190,00:26:21.624,Pass,
,,,,,,,,,,,,,,,,,0.854,,,,,,,,,,205b8a18-5185-4589-bc8a-c842d150e7e8,3532,,"[47.1, 52.5]",3895139,71,,,,0.74404246,,Head,,,,"[62.2, 66.4]",,Low Pass,,20.523645,,Incomplete,,Jeremie Frimpong,32712.0,,,,Recovery,2,From Goal Kick,Jonathan Tah,8221.0,Center Back,122,Union Berlin,190,"['7236f993-802d-420d-8472-c843b980feab', '844dd2b8-5f2d-441f-9ec3-44395599b294', 'fc3357dd-44e7-4c49-8875-2f1fb5d1e61b']",25,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:26:25.589,Pass,
,,,,,,,,,,,,,,,,,1.112611,,,,,,,,,,fc3357dd-44e7-4c49-8875-2f1fb5d1e61b,3534,,"[57.9, 13.7]",3895139,71,,,,0.31362066,,Head,,,,"[76.4, 19.7]",,High Pass,,19.44865,,,,Brenden Aaronson,24243.0,,,,Recovery,2,From Goal Kick,Jérôme Roussillon,3676.0,Left Wing Back,122,Union Berlin,190,"['205b8a18-5185-4589-bc8a-c842d150e7e8', '996fc98c-48fb-4e82-89e1-95bcd4557fc6']",26,,,,,,,,,,,,,,,,,,Union Berlin,190,00:26:26.443,Pass,
,,,,,,,,,,,,,,,,,2.455431,,,,,,,,,,9bbf1cc9-1ddd-4f13-9f47-635a56924b3b,3538,,"[75.4, 16.2]",3895139,71,,,,-0.6310794,,Left Foot,,,,"[93.6, 2.9]",,Ground Pass,,22.541739,,,,Jérôme Roussillon,3676.0,,,,,2,From Goal Kick,Brenden Aaronson,24243.0,Left Wing,122,Union Berlin,190,['c025ca0f-9bf5-4da1-b996-5e999670e454'],28,,,,,,,,,,,,,,,,,,Union Berlin,190,00:26:28.768,Pass,
,,,,,,,,,,,,,,,,,1.24745,,,,,,,,,,c11fbb98-1348-49db-8fde-5841f6ba87fa,3541,,"[101.4, 1.6]",3895139,71,,,,2.5224314,,Left Foot,,,,"[92.7, 7.8]",,Ground Pass,,10.683165,,,,Brenden Aaronson,24243.0,,,,,2,From Goal Kick,Jérôme Roussillon,3676.0,Left Wing Back,122,Union Berlin,190,['31dfcc97-be8b-411c-b94b-db59d1fd3593'],32,,,,,,,,,,,,,,,,,,Union Berlin,190,00:26:32.872,Pass,
,,,,,,,,,,,,,,,,,0.520868,,,,,,,,,,8faa88e0-9322-4da7-9aca-e2ccf53f8dc5,3544,,"[92.5, 7.9]",3895139,71,,,,-2.8100386,,Right Foot,,,,"[86.4, 5.8]",,Ground Pass,,6.4513564,,,,Aïssa Bilal Laïdouni,44955.0,,,,,2,From Goal Kick,Brenden Aaronson,24243.0,Left Wing,122,Union Berlin,190,['6b297f74-40a1-468f-b9a7-690c0b206bf9'],34,,,,,,,,,,,,,,,,,,Union Berlin,190,00:26:34.766,Pass,
,,,,,,,,,,,,,,,,,0.84244,,,,,,,,,,1bb1e0fb-c4a4-458d-9a8d-8b1dc44101c5,3547,,"[88.8, 4.3]",3895139,71,,,,-0.2551824,,Right Foot,,,,"[100.3, 1.3]",,Ground Pass,,11.884864,,,,Jérôme Roussillon,3676.0,,,,,2,From Goal Kick,Aïssa Bilal Laïdouni,44955.0,Left Defensive Midfield,122,Union Berlin,190,['3a564040-1562-4400-b42b-db69a69359b5'],36,,,,,,,,,,,,,,,,,,Union Berlin,190,00:26:36.514,Pass,
,,,,,,,,,,,,,,,,,1.045021,,,,,,,,,,096d77a2-9b96-4604-89fe-4ac000513727,3550,,"[100.3, 1.3]",3895139,71,,,,1.6742508,,Left Foot,,,,"[98.4, 19.6]",,Ground Pass,,18.398369,,,,David Datro Fofana,89326.0,,,,,2,From Goal Kick,Jérôme Roussillon,3676.0,Left Wing Back,122,Union Berlin,190,['d4abdfe8-8191-45d0-b899-9ac4e5fc0684'],38,,,,,,,,,,,,,,,,,,Union Berlin,190,00:26:38.410,Pass,
,,,,,,,,,,,,,,,,,1.011657,,,,,,,,,,1c7c9064-c3be-4bbd-8dc3-69f3fd3445c0,3563,,"[38.5, 43.9]",3895139,71,,,,-1.2299142,,Right Foot,,,,"[49.0, 14.3]",,Ground Pass,,31.407166,,,,Victor Okoh Boniface,32289.0,,,,,2,Regular Play,Florian Wirtz,40724.0,Left Attacking Midfield,123,Bayer Leverkusen,904,['2c31910a-312c-4ddd-bc2c-86b179061166'],48,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:26:48.314,Pass,
,,,,,,,,,,,,,,,,,4.484435,,,,,,,,,,90cfbe72-0e13-4cbf-9f4b-a66c5c6c1343,3566,,"[48.9, 17.9]",3895139,71,,,,0.67693657,,Right Foot,,,,"[98.8, 58.0]",,High Pass,,64.01578,,Incomplete,,Jeremie Frimpong,32712.0,,True,,,2,Regular Play,Victor Okoh Boniface,32289.0,Center Forward,123,Bayer Leverkusen,904,"['0a9f551a-5232-4a1a-b0b2-83eee9df17bd', 'df076c5c-6f17-4630-b436-4960f7c3806e']",50,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:26:50.931,Pass,
,,,,,,,,,,,,,,,,,2.004618,,,,,,,,,,37ea13ab-7cca-406b-8e04-3d8ede0ed3c4,3570,,"[120.0, 80.0]",3895139,72,,,,-1.6431644,aabcc582-0b0e-4219-b183-19d92551a4d4,Left Foot,,,,"[116.6, 33.1]",True,High Pass,True,47.02308,,,,Jonathan Tah,8221.0,,True,Inswinging,Corner,2,From Corner,Alejandro Grimaldo García,10336.0,Left Wing Back,124,Bayer Leverkusen,904,['0266a20e-1178-42f8-91e9-40a722b073fa'],37,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:27:37.883,Pass,
,,,,,,,,,,,,,,,,,0.153817,,,,,,,,,,11cea9f7-64f3-403f-a159-458154ff2bfb,3576,,"[60.0, 40.0]",3895139,74,True,,,-3.0212972,,Right Foot,,,,"[41.8, 37.8]",,Ground Pass,,18.332485,,,,Paul Jaeckel,20606.0,,,,Kick Off,2,From Kick Off,Alex Král,23452.0,Right Defensive Midfield,125,Union Berlin,190,['16819b7c-d73a-4b63-a584-c502a777a83a'],2,,,,,,,,,,,,,,,,,,Union Berlin,190,00:29:02.687,Pass,
,,,,,,,,,,,,,,,,,2.688451,,,,,,,,,,46a7f16b-c54b-4ba6-9114-0b972b9b25fb,3578,,"[41.1, 37.8]",3895139,74,True,,,-0.40650415,,Right Foot,,,,"[78.5, 21.7]",,High Pass,,40.718178,,,,Aïssa Bilal Laïdouni,44955.0,,,,,2,From Kick Off,Paul Jaeckel,20606.0,Right Center Back,125,Union Berlin,190,['33b0e20b-3445-4ef9-b6e4-0b8c49f02c8d'],2,,,,,,,,,,,,,,,,,,Union Berlin,190,00:29:02.840,Pass,
,,,,,,,,,,,,,,,,,0.710849,,,,,,,,,,1e54956c-0a09-4dba-9b86-6c0ab69c2c5c,3580,,"[78.5, 21.7]",3895139,74,,,,-0.33725318,,Head,,,,"[86.2, 19.0]",,Low Pass,,8.159657,,,,Brenden Aaronson,24243.0,,,,,2,From Kick Off,Aïssa Bilal Laïdouni,44955.0,Left Defensive Midfield,125,Union Berlin,190,['1fe0f14b-d503-40b3-8f5c-69162854222e'],5,,,,,,,,,,,,,,,,,,Union Berlin,190,00:29:05.529,Pass,
,,,,,,,,,,,,,,,,,1.421614,,,,,,,,,,9112769f-18d6-4a51-bddd-e34a60704834,3584,,"[83.8, 15.4]",3895139,74,,,,-1.8900024,,Right Foot,,,,"[79.9, 3.6]",,Ground Pass,,12.427792,,,,Jérôme Roussillon,3676.0,,,,,2,From Kick Off,Brenden Aaronson,24243.0,Left Wing,125,Union Berlin,190,"['9da81d10-4d6f-440a-952e-18babe01cfc4', 'f6ee060d-ef6d-44e9-bcf1-efe2cc24d52e']",7,,,,,,,,,,,,,,,,,,Union Berlin,190,00:29:07.690,Pass,True
,,,,,,,,,,,,,,,,,1.71859,,,,,,,,,,ca0bb9ca-ee42-4317-85da-1af9c87e041d,3588,,"[82.5, 2.4]",3895139,74,,,,0.7414987,,Left Foot,,,,"[102.7, 20.9]",,Low Pass,,27.391422,,,,David Datro Fofana,89326.0,,,,,2,From Kick Off,Jérôme Roussillon,3676.0,Left Wing Back,125,Union Berlin,190,"['57fe2bf0-7e45-4169-a7a1-b00a6df2c548', 'c8abca3b-3023-4dd5-847d-8216859271f0']",9,,,,,,,,,,,,,,,,,,Union Berlin,190,00:29:09.856,Pass,True
,,,,,,,,,,,,,,,,,1.326018,,,,,,,,,,a1a4af9d-be25-4e6b-bd2d-320248e1e3de,3593,,"[48.7, 6.2]",3895139,74,,,,-0.24848743,,Head,,,,"[62.1, 2.8]",,High Pass,,13.8246155,,Incomplete,,Jérôme Roussillon,3676.0,,,,Recovery,2,From Kick Off,Robin Knoche,8239.0,Center Back,125,Union Berlin,190,"['1a302ba8-00bd-4352-aa26-1909153376ce', 'd6a56015-8501-4137-858b-cdd2d01fb19e']",16,,,,,,,,,,,,,,,,,,Union Berlin,190,00:29:16.643,Pass,
,,,,,,,,,,,,,,,,,0.547774,,,,,,,,,,21790bfb-147e-4f35-9a80-9a80bf1b064a,3600,,"[84.8, 75.9]",3895139,74,True,,,-2.629203,,Right Foot,,,,"[80.0, 73.2]",,Ground Pass,,5.507268,,,,Granit Xhaka,3500.0,,,,Free Kick,2,From Free Kick,Jonas Hofmann,8804.0,Right Attacking Midfield,127,Bayer Leverkusen,904,['8924bce6-5420-4f32-bf15-5823421ef3d1'],37,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:29:37.802,Pass,
,,,,,,,,,,,,,,,,,0.995534,,,,,,,,,,71cc8272-3eba-4924-a57b-c9a2c6d9baa7,3602,,"[78.3, 72.5]",3895139,74,,,,0.5736667,,Left Foot,,,,"[84.8, 76.7]",,Ground Pass,,7.738863,,,,Jonas Hofmann,8804.0,,,,,2,From Free Kick,Granit Xhaka,3500.0,Right Defensive Midfield,127,Bayer Leverkusen,904,['85bb7768-ad1b-4017-aeee-5d389a6241e0'],38,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:29:38.774,Pass,
,,,,,,,,,,,,,,,,,0.728242,,,,,,,,,,780d390a-d57d-44d0-9b9e-2483b611020d,3605,,"[84.8, 76.7]",3895139,74,,,,-2.2339993,,Right Foot,,,,"[74.8, 63.9]",,Ground Pass,,16.243153,,,,Jeremie Frimpong,32712.0,,,,,2,From Free Kick,Jonas Hofmann,8804.0,Right Attacking Midfield,127,Bayer Leverkusen,904,['87f9d1db-a2d3-452e-b7a9-5317f41a7e5d'],41,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:29:41.165,Pass,
,,,,,,,,,,,,,,,,,1.093706,,,,,,,,,,8e7b7f6d-7078-4ffd-b69d-77e3a495c285,3608,,"[74.8, 63.9]",3895139,74,,,,1.5056711,,Right Foot,,,,"[75.4, 73.1]",,Ground Pass,,9.219544,,,,Granit Xhaka,3500.0,,,,,2,From Free Kick,Jeremie Frimpong,32712.0,Right Wing Back,127,Bayer Leverkusen,904,['2eb7c5e8-3075-4206-b774-378d01cdf4c7'],42,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:29:42.076,Pass,
,,,,,,,,,,,,,,,,,2.158026,,,,,,,,,,285213ea-1d48-4fab-ad03-04978b390500,3611,,"[67.5, 73.1]",3895139,74,,,,-2.335364,,Left Foot,,,,"[53.4, 58.4]",,Ground Pass,,20.369095,,,,Odilon Kossonou,27133.0,,,,,2,From Free Kick,Granit Xhaka,3500.0,Right Defensive Midfield,127,Bayer Leverkusen,904,['914859a3-d4b3-494e-b192-91ecf2a49ea1'],45,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:29:45.580,Pass,
,,,,,,,,,,,,,,,,,1.05383,,,,,,,,,,4561edf3-cfcf-4da0-b7b4-694c4a306c7b,3614,,"[53.4, 59.0]",3895139,74,,,,-1.103793,,Right Foot,,,,"[59.4, 47.1]",,Ground Pass,,13.32704,,,,Exequiel Alejandro Palacios,28268.0,,,,,2,From Free Kick,Odilon Kossonou,27133.0,Right Center Back,127,Bayer Leverkusen,904,['57b736ec-c707-459a-8334-a39ad339cc61'],48,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:29:48.291,Pass,
,,,,,,,,,,,,,,,,,1.802118,,,,,,,,,,668709b0-240c-4768-9ac2-cacd36e88803,3617,,"[58.6, 37.0]",3895139,74,,,,-1.7655741,,Right Foot,,,,"[55.7, 22.3]",,Ground Pass,,14.983324,,,,Piero Martín Hincapié Reyna,38004.0,,,,,2,From Free Kick,Exequiel Alejandro Palacios,28268.0,Left Defensive Midfield,127,Bayer Leverkusen,904,['cf61599a-4dd1-4406-9ea5-b6dae96a7a2d'],51,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:29:51.178,Pass,
,,,,,,,,,,,,,,,,,0.778499,,,,,,,,,,1ddfb0be-d9bd-474f-940e-8b03644cca4f,3620,,"[57.4, 20.4]",3895139,74,,,,1.0197227,,Left Foot,,,,"[63.3, 30.0]",,Ground Pass,,11.268097,,,,Exequiel Alejandro Palacios,28268.0,,,,,2,From Free Kick,Piero Martín Hincapié Reyna,38004.0,Left Center Back,127,Bayer Leverkusen,904,['3b80de8c-a9b3-4dec-8a8e-70313d935102'],53,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:29:53.805,Pass,
,,,,,,,,,,,,,,,,,1.123896,,,,,,,,,,8aea8e1f-b5c5-431e-bc8c-4523747bef0f,3623,,"[57.4, 29.4]",3895139,74,,,,1.1571071,,Right Foot,,,,"[61.0, 37.6]",,Ground Pass,,8.955445,,,,Granit Xhaka,3500.0,,,,,2,From Free Kick,Exequiel Alejandro Palacios,28268.0,Left Defensive Midfield,127,Bayer Leverkusen,904,['4c00b8ef-36f4-4649-a8d3-88c4b72cfd14'],55,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:29:55.438,Pass,
,,,,,,,,,,,,,,,,,0.716613,,,,,,,,,,96832763-5bd8-4650-ac3f-dcb3602f3fd2,3627,,"[62.0, 37.4]",3895139,74,,,,-2.3685396,,Left Foot,,,,"[53.8, 29.4]",,Ground Pass,,11.456003,,,,Exequiel Alejandro Palacios,28268.0,,,,,2,From Free Kick,Granit Xhaka,3500.0,Right Defensive Midfield,127,Bayer Leverkusen,904,"['36b3ad4c-fd8a-4341-92e4-6d3ac6ddeb80', 'd2606239-0ae0-46af-933c-6e4be2997906']",57,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:29:57.014,Pass,True
,,,,,,,,,,,,,,,,,1.901756,,,,,,,,,,4f53594c-9274-4c23-9512-7f85956a1167,3630,,"[50.2, 30.2]",3895139,74,,,,1.4986783,,Right Foot,,,,"[52.1, 56.5]",,Ground Pass,,26.368542,,,,Odilon Kossonou,27133.0,,,,,2,From Free Kick,Exequiel Alejandro Palacios,28268.0,Left Defensive Midfield,127,Bayer Leverkusen,904,['4c469331-c85c-4626-96b7-e08b87c498ab'],59,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:29:59.387,Pass,
,,,,,,,,,,,,,,,,,0.918957,,,,,,,,,,fb24e395-c462-4034-aa54-44558778165d,3633,,"[67.5, 64.3]",3895139,75,,,,-0.31561565,,Right Foot,,,,"[77.3, 61.1]",,Ground Pass,,10.309219,,,,Jeremie Frimpong,32712.0,,,,,2,From Free Kick,Odilon Kossonou,27133.0,Right Center Back,127,Bayer Leverkusen,904,['b3497ae3-0f6e-4297-a743-0141cb7dc732'],3,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:30:03.728,Pass,
,,,,,,,,,,,,,,,,,0.719684,,,,,,,,,,93fe4267-16cc-4a12-ba67-901aa239eb3d,3636,,"[77.3, 61.1]",3895139,75,,,,-2.0974236,,Right Foot,,,,"[72.3, 52.5]",,Ground Pass,,9.947865,,,,Granit Xhaka,3500.0,,,,,2,From Free Kick,Jeremie Frimpong,32712.0,Right Wing Back,127,Bayer Leverkusen,904,['4a2ed259-4895-44db-8529-d74b84ac977c'],4,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:30:04.845,Pass,
