50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,2.105489,,,,,,,,,,,,,74849a99-65c6-4639-b13a-57ee47f21f8c,15,,"[88.8, 0.1]",3895182,0,,,,,0.86217004,,,,,"[109.8, 24.6]",,High Pass,,32.268406,,,,Keven Schlotterbeck,23351.0,,,,,Throw-in,1,From Throw In,Christopher Antwi-Adjej,9230.0,Left Wing,3,Bochum,868,['96968fab-a8a4-455f-bf3e-1bc13f3894a6'],41,,,,,,,,,,,,,,,,,Bochum,868,00:00:41.622,Pass,
,,,,,,,,,,,,,,,0.597777,,,,,,,,,,,,,06b79f05-dd87-48ba-a7f9-e290da2ea8ed,17,,"[109.8, 24.6]",3895182,0,,,,True,1.3449847,,,,,"[111.5, 32.0]",,Low Pass,,7.5927596,,Incomplete,,Anthony Losilla,9089.0,,,,,,1,From Throw In,Keven Schlotterbeck,23351.0,Left Center Back,3,Bochum,868,"['09dccabf-faf3-40fa-9e94-464b336a4f65', 'b7e4103e-90d9-4a9b-a220-12fc819ced4d', 'c8e90999-3166-4a5a-b15e-ac04a13050cf']",43,,,,,,,,,,,,,,,,,Bochum,868,00:00:43.768,Pass,True
,,,,,,,,,,,,,,,1.191305,,,,,,,,,,,,,75b25699-9557-4d55-9261-8875a96bb6e8,22,,"[103.0, 27.5]",3895182,0,,,,True,1.160669,,,,,"[107.0, 36.7]",,High Pass,,10.031949,,Incomplete,,Anthony Losilla,9089.0,,,,,Recovery,1,From Throw In,Patrick Osterhage,133208.0,Center Defensive Midfield,3,Bochum,868,"['57af5ae9-2d00-4957-8021-a7015b03f8e6', '820ffa8a-f505-46db-97f0-3e824383eee0', '862d89d8-3be1-4d4b-a28b-06d55aadd5a6']",46,,,,,,,,,,,,,,,,,Bochum,868,00:00:46.229,Pass,True
,,,,,,,,,,,,,,,3.185752,,,,,,,,,,,,,c54e0ca7-08dd-47de-8d30-4d953e8e9ef4,29,,"[19.3, 40.3]",3895182,3,,,,,-0.31890425,,Right Foot,,,"[82.6, 19.4]",,High Pass,,66.66108,,Incomplete,,Patrik Schick,7044.0,,,,,Free Kick,1,From Free Kick,Lukáš Hrádecký,8667.0,Goalkeeper,4,Bayer Leverkusen,904,"['9b8d6e54-e854-4048-a23a-464181c96b04', 'dc6863c7-6f6e-4a10-92f9-056fe8850017']",19,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:03:19.217,Pass,
,,,,,,,,,,,,,,,1.03996,,,,,,,,,,,,,dc6863c7-6f6e-4a10-92f9-056fe8850017,31,,"[37.5, 60.7]",3895182,3,,,,,-0.16051193,,Head,,,"[48.0, 59.0]",,High Pass,,10.636729,,,,Anthony Losilla,9089.0,,,,,Recovery,1,Regular Play,Keven Schlotterbeck,23351.0,Left Center Back,5,Bochum,868,"['a91f33a4-2203-40f0-a670-e128cf643f29', 'c54e0ca7-08dd-47de-8d30-4d953e8e9ef4']",22,,,,,,,,,,,,,,,,,Bochum,868,00:03:22.403,Pass,
,,,,,,,,,,,,,,,1.916882,,,,,,,,,,,,,f1e42605-f4ab-4f74-a6d3-62fc4fc193b0,33,,"[48.0, 57.9]",3895182,3,,,,,1.6121927,,Right Foot,,,"[47.3, 74.8]",,High Pass,,16.914492,,,,Cristian Gamboa Luna,5602.0,,,,,,1,Regular Play,Anthony Losilla,9089.0,Right Center Midfield,5,Bochum,868,['f59eece0-17e1-4e8c-a1bb-52607b4b2306'],23,,,,,,,,,,,,,,,,,Bochum,868,00:03:23.443,Pass,
,,,,,,,,,,,,,,,2.591987,,,,,,,,,,,,,ebcc278c-50b7-42f6-871e-739065e06589,36,,"[48.2, 76.1]",3895182,3,,,,,0.011018838,,Right Foot,,,"[84.5, 76.5]",,High Pass,,36.302204,,,,Takuma Asano,8949.0,,,,,,1,Regular Play,Cristian Gamboa Luna,5602.0,Right Back,5,Bochum,868,['88c63c06-7502-4d28-bcf1-ac4e4ace0481'],25,,,,,,,,,,,,,,,,,Bochum,868,00:03:25.400,Pass,
,,,,,,,,,,,,,,,1.920145,,,,,,,,,,,,,80340b9a-3d7d-46e3-ae5b-aed632b1c7da,40,,"[3.3, 35.7]",3895182,3,,,,,1.3659196,,Right Foot,,,"[9.7, 66.5]",,Ground Pass,,31.457909,,,,Josip Stanišić,49337.0,,,,,Goal Kick,1,From Goal Kick,Lukáš Hrádecký,8667.0,Goalkeeper,6,Bayer Leverkusen,904,['e0bcf579-3ab8-496a-a117-ca2b56afc366'],39,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:03:39.458,Pass,
,,,,,,,,,,,,,,,0.655706,,,,,,,,,,,,,1249d9c5-24da-4c8e-a4cb-0e0d34251488,43,,"[9.7, 70.3]",3895182,3,,,,,-1.4186956,,Right Foot,,,"[11.8, 56.6]",,Ground Pass,,13.860014,,,,Granit Xhaka,3500.0,,,,,,1,From Goal Kick,Josip Stanišić,49337.0,Right Center Back,6,Bayer Leverkusen,904,['050fdc9e-e1a7-43f8-87a0-afe195cc138b'],43,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:03:43.521,Pass,
,,,,,,,,,,,,,,,2.534847,,,,,,,,,,,,,b9a91011-8f6c-48eb-9fb6-076eff38fa35,46,,"[12.5, 59.0]",3895182,3,,,,,-0.08581027,,Right Foot,,,"[49.7, 55.8]",,Low Pass,,37.33738,,,,Patrik Schick,7044.0,,,,,,1,From Goal Kick,Granit Xhaka,3500.0,Right Defensive Midfield,6,Bayer Leverkusen,904,"['320a4e5d-b13b-427c-b6f2-c2e4caf9acf8', '606c5aab-556c-4535-a6af-eeaa7474ba32']",44,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:03:44.177,Pass,True
,,,,,,,,,,,,,,,1.043212,,,,,,,,,,,,,80eb2b0c-bd5f-44cd-96f7-f231497ddf02,48,,"[49.5, 56.0]",3895182,3,,,,,1.550799,,Left Foot,,,"[49.7, 66.0]",,Ground Pass,,10.002,,Incomplete,,Florian Wirtz,40724.0,,,,,,1,From Goal Kick,Patrik Schick,7044.0,Center Forward,6,Bayer Leverkusen,904,"['9fed7118-987f-4f31-8b49-ae31ab584e43', 'f8ba7d12-45d3-4d1a-948f-5ac9499d1f93']",46,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:03:46.712,Pass,
,,,,,,,,,,,,,,,2.256084,,,,,,,,,,,,,5f2ee54b-c358-41eb-ad98-3119039db68b,54,,"[52.2, 20.1]",3895182,3,,,,,1.6462829,,Left Foot,,,"[49.5, 55.8]",,Ground Pass,,35.801956,,,,Cristian Gamboa Luna,5602.0,,,,,,1,Regular Play,Bernardo Fernandes da Silva Junior,8960.0,Left Back,7,Bochum,868,"['c1382e40-52d2-4df1-bf14-e06af2fad787', 'ce23850b-7698-4cf8-b553-e44819d5db79']",50,,,,,,,,,,,,,,,,,Bochum,868,00:03:50.700,Pass,True
,,,,,,,,,,,,,,,2.461117,,,,,,,,,,,,,aed53818-6fdb-4ab0-9cb2-6c17562f74eb,56,,"[49.2, 53.9]",3895182,3,,,,,-2.9509997,,Right Foot,,,"[12.4, 46.8]",,Ground Pass,,37.47866,,,,Manuel Riemann,9095.0,,,,,,1,Regular Play,Cristian Gamboa Luna,5602.0,Right Back,7,Bochum,868,['bed070a7-22f8-456b-8ca4-22d2c3d84de3'],52,,,,,,,,,,,,,,,,,Bochum,868,00:03:52.956,Pass,
,,,,,,,,,,,,,,,3.050287,,,,,,,,,,,,,df5c6297-1d3d-4034-acd2-d5de785bc2a4,58,,"[12.9, 45.7]",3895182,3,,,,,-0.8015258,,Right Foot,,,"[49.5, 7.9]",,High Pass,,52.615585,,,,Patrick Osterhage,133208.0,,,,,,1,Regular Play,Manuel Riemann,9095.0,Goalkeeper,7,Bochum,868,['b35450ac-c4a3-4676-8735-1b1757dbac83'],55,,,,,,,,,,,,,,,,,Bochum,868,00:03:55.417,Pass,
,,,,,,,,,,,,,,,2.093693,,,,,,,,,,,,,b7713c70-5992-4d30-98f7-f8dd43b855b6,63,,"[22.1, 6.2]",3895182,4,,,,,2.7629416,,Right Foot,,,"[3.5, 13.6]",,Ground Pass,,20.017992,,,,Manuel Riemann,9095.0,,,,,,1,Regular Play,Patrick Osterhage,133208.0,Center Defensive Midfield,7,Bochum,868,"['a4202982-982e-4c8a-ad26-484b7760ece3', 'd2dcf7a5-13bd-4316-af33-6b12ee2a30d2']",3,,,,,,,,,,,,,,,,,Bochum,868,00:04:03.786,Pass,True
,,,,,,,,,,,,,,,2.636866,,,,,,,,,,,,,6316d5e4-b64c-4bf9-8d16-43982311d01f,66,,"[3.5, 13.6]",3895182,4,,,,,0.16306897,,Left Foot,,,"[50.3, 21.3]",,High Pass,,47.42921,,Incomplete,,Gonçalo Mendes Paciencia,23498.0,,,,,,1,Regular Play,Manuel Riemann,9095.0,Goalkeeper,7,Bochum,868,"['96edd764-0224-490c-baf4-bf5fa636e365', 'e419cfd9-ecd3-4f48-90d6-aff1616e98c6']",5,,,,,,,,,,,,,,,,,Bochum,868,00:04:05.920,Pass,
,,,,,,,,,,,,,,,1.897212,,,,,,,,,,,,,96edd764-0224-490c-baf4-bf5fa636e365,68,,"[69.8, 58.8]",3895182,4,,,,,-0.024870493,,Head,,,"[89.9, 58.3]",,High Pass,,20.106218,,Incomplete,,Florian Wirtz,40724.0,,,,,Recovery,1,Regular Play,Granit Xhaka,3500.0,Right Defensive Midfield,7,Bochum,868,"['6316d5e4-b64c-4bf9-8d16-43982311d01f', '8ff76810-7080-4351-a18c-8d345461aac2', 'e7d6cd04-9a16-4fca-95c9-acd0276cee46']",8,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:04:08.557,Pass,
,,,,,,,,,,,,,,,1.162896,,,,,,,,,,,,,501e6515-f179-4b83-8729-20bebbf3b4a0,72,,"[34.1, 14.1]",3895182,4,,,,,-0.41566187,,Left Foot,,,"[48.6, 7.7]",,High Pass,,15.849606,,,,Christopher Antwi-Adjej,9230.0,,,,,,1,Regular Play,Keven Schlotterbeck,23351.0,Left Center Back,7,Bochum,868,['cd5d996f-d20b-4bc2-a32c-a9d6c715c4ee'],11,,,,,,,,,,,,,,,,,Bochum,868,00:04:11.917,Pass,
,,,,,,,,,,,,,,,1.336437,,,,,,,,,,,,,de850c92-0c17-48a9-a793-70fc324f0639,76,,"[48.8, 8.5]",3895182,4,,,,,1.0471116,,Right Foot,,,"[52.9, 15.6]",,High Pass,,8.19878,,Incomplete,,Gonçalo Mendes Paciencia,23498.0,,,,,,1,Regular Play,Christopher Antwi-Adjej,9230.0,Left Wing,7,Bochum,868,"['47d2e277-f958-4a9b-957f-f613ae409c8a', '5785281e-fdd2-468d-a986-59f37c476b72', 'c1233300-4476-4dca-8e06-18b5d9ef80a4']",13,,,,,,,,,,,,,,,,,Bochum,868,00:04:13.731,Pass,True
,,,,,,,,,,,,,,,0.813282,,,,,,,,,,,,,47d2e277-f958-4a9b-957f-f613ae409c8a,79,,"[67.2, 64.5]",3895182,4,,,,,-3.1042268,,Left Foot,,,"[56.5, 64.1]",,Low Pass,,10.707474,,,,Jonathan Tah,8221.0,,,,,Recovery,1,Regular Play,Granit Xhaka,3500.0,Right Defensive Midfield,7,Bochum,868,"['2666328b-31f9-4798-9c42-18be78663ae6', 'de850c92-0c17-48a9-a793-70fc324f0639']",15,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:04:15.068,Pass,
,,,,,,,,,,,,,,,0.704355,,,,,,,,,,,,,6b320574-2602-4c76-bd73-606d82b76ecd,90,,"[64.2, 14.7]",3895182,4,,,,,1.5707964,,Left Foot,,,"[64.2, 21.3]",,Ground Pass,,6.6,,,,Anthony Losilla,9089.0,,,,,Free Kick,1,From Free Kick,Patrick Osterhage,133208.0,Center Defensive Midfield,8,Bochum,868,['3e2fcfa3-2c48-4814-baf3-fb44b1d80600'],45,,,,,,,,,,,,,,,,,Bochum,868,00:04:45.311,Pass,
,,,,,,,,,,,,,,,1.684162,,,,,,,,,,,,,8762a53d-723e-494a-9d87-eeceedd6f2d2,92,,"[64.2, 21.3]",3895182,4,,,,,3.1246452,,Right Foot,,,"[46.5, 21.6]",,Ground Pass,,17.702541,,,,Keven Schlotterbeck,23351.0,,,,,,1,From Free Kick,Anthony Losilla,9089.0,Right Center Midfield,8,Bochum,868,['baba6c22-86fe-4173-afcd-829bd174933a'],46,,,,,,,,,,,,,,,,,Bochum,868,00:04:46.015,Pass,
,,,,,,,,,,,,,,,3.353869,,,,,,,,,,,,,a2d51b5b-19bb-46cf-b650-3d99e86be2c6,95,,"[42.2, 15.8]",3895182,4,,,,,2.5665658,,Right Foot,,,"[13.5, 34.4]",,Ground Pass,,34.200146,,,,Manuel Riemann,9095.0,,,,,,1,From Free Kick,Keven Schlotterbeck,23351.0,Left Center Back,8,Bochum,868,['6a13cfa3-2ea4-43ff-abc6-994057045fb5'],50,,,,,,,,,,,,,,,,,Bochum,868,00:04:50.345,Pass,
,,,,,,,,,,,,,,,2.005102,,,,,,,,,,,,,6a487bab-535d-4997-8a2f-e1a23ce224d8,98,,"[18.7, 36.7]",3895182,4,,,,,-0.23916852,,Right Foot,,,"[55.2, 27.8]",,High Pass,,37.5694,,,,Matúš Bero,15546.0,,,,,,1,From Free Kick,Manuel Riemann,9095.0,Goalkeeper,8,Bochum,868,['c768c488-25f0-4136-a342-c515263316b2'],56,,,,,,,,,,,,,,,,,Bochum,868,00:04:56.429,Pass,
,,,,,,,,,,,,,,,1.82775,,,,,,,,,,,,,b5cea52d-4985-4a00-a4c5-1beec49a5615,100,,"[55.2, 27.8]",3895182,4,,,,,0.22978646,,Head,,,"[72.3, 31.8]",,High Pass,,17.561605,,,,Christopher Antwi-Adjej,9230.0,,,,,,1,From Free Kick,Matúš Bero,15546.0,Left Center Midfield,8,Bochum,868,['a4e4e304-82ef-41ec-8764-bcf731890baf'],58,,,,,,,,,,,,,,,,,Bochum,868,00:04:58.523,Pass,
,,,,,,,,,,,,,,,1.240472,,,,,,,,,,,,,a7dc63a1-a522-41b5-bbb5-8fb238b01e24,102,,"[72.3, 31.8]",3895182,5,,,,,1.1341692,,Head,,,"[80.0, 48.3]",,High Pass,,18.20824,,,,Takuma Asano,8949.0,,,,,,1,From Free Kick,Christopher Antwi-Adjej,9230.0,Left Wing,8,Bochum,868,['768963ac-1b1b-43ba-b289-225ab4736a76'],0,,,,,,,,,,,,,,,,,Bochum,868,00:05:00.351,Pass,
,,,,,,,,,,,,,,,1.993521,,,,,,,,,,,,,8b4afd59-38ab-4054-9bc8-e45ab79517c9,109,,"[33.0, 31.2]",3895182,5,,,,,-2.2194388,,Left Foot,,,"[23.6, 18.8]",,Ground Pass,,15.560205,,,,Alejandro Grimaldo García,10336.0,,,,,,1,Regular Play,Piero Martín Hincapié Reyna,38004.0,Left Center Back,9,Bayer Leverkusen,904,['eae04b12-e02d-48bf-9d65-312d5d433cda'],4,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:05:04.619,Pass,
,,,,,,,,,,,,,,,1.743875,,,,,,,,,,,,,adb2429c-5b0e-4aef-a247-5fe3dcd554a2,112,,"[28.1, 10.0]",3895182,5,,,,,2.4919188,,Left Foot,,,"[15.2, 19.8]",,Ground Pass,,16.200308,,,,Piero Martín Hincapié Reyna,38004.0,,,,,,1,Regular Play,Alejandro Grimaldo García,10336.0,Left Wing Back,9,Bayer Leverkusen,904,['cd55d3ac-1e11-4fe9-997e-0b42969f8868'],8,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:05:08.522,Pass,
,,,,,,,,,,,,,,,1.420961,,,,,,,,,,,,,225b7529-b501-4d08-8601-882f7e27ccd7,115,,"[14.2, 21.3]",3895182,5,,,,,2.3844888,,Left Foot,,,"[3.3, 31.6]",,Ground Pass,,14.996666,,,,Lukáš Hrádecký,8667.0,,,,,,1,Regular Play,Piero Martín Hincapié Reyna,38004.0,Left Center Back,9,Bayer Leverkusen,904,['2ad415bb-96c5-4334-b47e-2eda729b8ab9'],11,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:05:11.418,Pass,
,,,,,,,,,,,,,,,1.984164,,,,,,,,,,,,,1ac6e7f3-bb73-4804-90f7-d6a97d2d9a1a,119,,"[4.1, 33.5]",3895182,5,,,,,1.3476619,,Right Foot,,,"[12.7, 71.4]",,Low Pass,,38.86348,,,,Josip Stanišić,49337.0,,,,,,1,Regular Play,Lukáš Hrádecký,8667.0,Goalkeeper,9,Bayer Leverkusen,904,['d2774d60-db5f-4d12-8998-1974a2341555'],14,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:05:14.076,Pass,
,,,,,,,,,,,,,,,5.993941,,,,,,,,,,,,,8169f2a6-5444-4df5-873b-9f3600b772f8,123,,"[26.6, 75.4]",3895182,5,,,,,-0.67896837,,Right Foot,,,"[84.1, 29.0]",,High Pass,,73.88647,,Incomplete,,Patrik Schick,7044.0,,True,,,,1,Regular Play,Josip Stanišić,49337.0,Right Center Back,9,Bayer Leverkusen,904,"['86425b76-4edf-4c21-87fb-2389befd4f65', 'f4ec1b4b-351b-4341-95c6-d8e6464ef117']",17,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:05:17.741,Pass,
,,,,,,,,,,,,,,,2.494134,,,,,,,,,,,,,4b1a75f2-71e6-4ea9-967c-edb624ec4eb9,127,,"[41.3, 52.1]",3895182,5,,,,,-0.34302393,,Right Foot,,,"[77.7, 39.1]",,High Pass,,38.65178,,Incomplete,,Gonçalo Mendes Paciencia,23498.0,,,,,,1,Regular Play,Manuel Riemann,9095.0,Goalkeeper,9,Bayer Leverkusen,904,"['b8bde496-124e-42b6-b096-d55dcacab0a8', 'c4a36691-04b5-4b1c-98a3-25bcd4bd7d4b']",26,,,,,,,,,,,,,,,,,Bochum,868,00:05:26.948,Pass,
