50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2d7cfccc-f05a-4ac4-b0c1-7c54cc85ed0c,1,,,3895158,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,,0,,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 8667, 'name': 'Lukáš Hrádecký'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 27133, 'name': 'Odilon Kossonou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 8221, 'name': 'Jonathan Tah'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 30606, 'name': 'Edmond Fayçal Tapsoba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 32712, 'name': 'Jeremie Frimpong'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 30}, {'player': {'id': 10336, 'name': 'Alejandro Grimaldo García'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 20}, {'player': {'id': 3500, 'name': 'Granit Xhaka'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 34}, {'player': {'id': 28268, 'name': 'Exequiel Alejandro Palacios'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 8804, 'name': 'Jonas Hofmann'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 40724, 'name': 'Florian Wirtz'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 32289, 'name': 'Victor Okoh Boniface'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Bayer Leverkusen,904,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2eb0f67a-fb3f-4a5d-813e-d6043315e72a,2,,,3895158,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 17974, 'name': 'Gregor Kobel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 9410, 'name': 'Marius Wolf'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 24118, 'name': 'Nico Schlotterbeck'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 12387, 'name': 'Julian Ryerson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 26}, {'player': {'id': 3493, 'name': 'Emre Can'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 8518, 'name': 'Marcel Sabitzer'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 5559, 'name': 'Marco Reus'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 5555, 'name': 'Julian Brandt'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 161995, 'name': 'Jamie Jermaine Bynoe-Gittens'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 43}, {'player': {'id': 8546, 'name': 'Niclas Füllkrug'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Borussia Dortmund,180,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,70998bed-c664-45bd-a0ff-d8f02693455a,3,,,3895158,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,['bdcf8d35-c575-465c-9417-50a4653a7b68'],0,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,bdcf8d35-c575-465c-9417-50a4653a7b68,4,,,3895158,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,['70998bed-c664-45bd-a0ff-d8f02693455a'],0,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,caae095b-9749-4b20-afe0-9e1a6c1363de,1923,,,3895158,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,86,Bayer Leverkusen,904,['b54e283b-7681-49b6-bfe1-fc5ea5998eaf'],0,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,b54e283b-7681-49b6-bfe1-fc5ea5998eaf,1924,,,3895158,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,86,Bayer Leverkusen,904,['caae095b-9749-4b20-afe0-9e1a6c1363de'],0,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,2.000389,,,,,,,,,,,1dd47d47-6c19-4dbe-820f-e4d191b3524a,5,,"[61.0, 40.1]",3895158,0,,,,,-3.0581367,,Right Foot,,,,"[34.7, 37.9]",,Ground Pass,,26.391855,,,,Nico Schlotterbeck,24118.0,,,,,Kick Off,1,From Kick Off,Marcel Sabitzer,8518.0,Left Defensive Midfield,2,Borussia Dortmund,180,['a6763107-6aa5-47f8-bd86-de9edcf16c0e'],0,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:00.955,Pass,
,,,,,,,,,,,,,,,,,,3.202453,,,,,,,,,,,cbab932a-4003-4b46-a253-3ffc9047f7ca,8,,"[36.9, 39.2]",3895158,0,,,,,0.27054387,,Left Foot,,,,"[88.1, 53.4]",,High Pass,,53.132664,,Incomplete,,Julian Brandt,5555.0,,,,,,1,From Kick Off,Nico Schlotterbeck,24118.0,Left Center Back,2,Borussia Dortmund,180,"['f9bb1cf6-c059-47c5-b74c-a0cdd0493f34', 'fa555384-e2ac-41e8-a000-234ebfba8397']",4,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:04.205,Pass,
,,,,,,,,,,,,,,,,,,1.715376,,,,,,,,,,,fa555384-e2ac-41e8-a000-234ebfba8397,10,,"[32.0, 26.7]",3895158,0,,,,,-0.6979028,,Head,,,,"[41.3, 18.9]",,High Pass,,12.137957,,Incomplete,,Florian Wirtz,40724.0,,,,,Recovery,1,From Kick Off,Granit Xhaka,3500.0,Right Defensive Midfield,2,Borussia Dortmund,180,"['5232b3fb-3c0a-4be8-b821-b184297f89c7', '5336f918-6f3a-4ddf-becd-e2b171149866', 'cbab932a-4003-4b46-a253-3ffc9047f7ca']",7,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:07.408,Pass,
,,,,,,,,,,,,,,,,,,0.616027,,,,,,,,,,,5336f918-6f3a-4ddf-becd-e2b171149866,12,,"[78.8, 61.2]",3895158,0,,,,,-1.1856388,,Head,,,,"[80.3, 57.5]",,Low Pass,,3.992493,,,,Marcel Sabitzer,8518.0,,,,,Recovery,1,From Kick Off,Marius Wolf,9410.0,Right Back,2,Borussia Dortmund,180,"['50d0dd23-0f41-4ea1-bb5c-5651427a58cb', 'fa555384-e2ac-41e8-a000-234ebfba8397']",9,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:09.123,Pass,
